"Step","IMAGENET1k_CNN_FedAS_sgd_lr0.005_grad-enable - Global/Averaged Test Accuracy","IMAGENET1k_CNN_FedAS_sgd_lr0.005_grad-enable - Global/Averaged Test Accuracy__MIN","IMAGENET1k_CNN_FedAS_sgd_lr0.005_grad-enable - Global/Averaged Test Accuracy__MAX","CIFAR100_CNN_FedAS_sgd_lr0.005_final - Global/Averaged Test Accuracy","CIFAR100_CNN_FedAS_sgd_lr0.005_final - Global/Averaged Test Accuracy__MIN","CIFAR100_CNN_FedAS_sgd_lr0.005_final - Global/Averaged Test Accuracy__MAX","CIFAR100_CNN_FedAvg_sgd_lr0.005_final - Global/Averaged Test Accuracy","CIFAR100_CNN_FedAvg_sgd_lr0.005_final - Global/Averaged Test Accuracy__MIN","CIFAR100_CNN_FedAvg_sgd_lr0.005_final - Global/Averaged Test Accuracy__MAX"
"1078","","","","0.7935","0.7935","0.7935","0.3415","0.3415","0.3415"
"1079","","","","0.7985","0.7985","0.7985","0.373","0.373","0.373"
"1080","","","","0.8245","0.8245","0.8245","0.389","0.389","0.389"
"1081","","","","0.8095","0.8095","0.8095","0.398","0.398","0.398"
"1082","","","","0.8845","0.8845","0.8845","0.4135","0.4135","0.4135"
"1083","","","","0.87","0.87","0.87","0.4195","0.4195","0.4195"
"1084","","","","0.807","0.807","0.807","0.4175","0.4175","0.4175"
"1085","","","","0.8875","0.8875","0.8875","0.4185","0.4185","0.4185"
"1086","","","","0.822","0.822","0.822","0.4245","0.4245","0.4245"
"1087","","","","0.8655","0.8655","0.8655","0.423","0.423","0.423"
"1088","","","","0.888","0.888","0.888","0.428","0.428","0.428"
"1089","","","","0.837","0.837","0.837","0.425","0.425","0.425"
"1090","","","","0.892","0.892","0.892","0.4335","0.4335","0.4335"
"1091","","","","0.893","0.893","0.893","0.4345","0.4345","0.4345"
"1092","","","","0.8335","0.8335","0.8335","0.434","0.434","0.434"
"1093","","","","0.883","0.883","0.883","0.4365","0.4365","0.4365"
"1094","","","","0.909","0.909","0.909","0.4355","0.4355","0.4355"
"1095","","","","0.8815","0.8815","0.8815","0.442","0.442","0.442"
"1096","","","","0.88","0.88","0.88","0.438","0.438","0.438"
"1097","","","","0.8785","0.8785","0.8785","0.442","0.442","0.442"
"1098","","","","0.909","0.909","0.909","0.44","0.44","0.44"
"1099","","","","0.8725","0.8725","0.8725","0.4425","0.4425","0.4425"
"1100","","","","0","0","0","0.04","0.04","0.04"
"1101","","","","0.5585","0.5585","0.5585","0.149","0.149","0.149"
"1102","","","","0.6425","0.6425","0.6425","0.2625","0.2625","0.2625"
"1103","","","","0.7","0.7","0.7","0.317","0.317","0.317"
"1104","","","","0.655","0.655","0.655","0.337","0.337","0.337"
"1105","","","","0.652","0.652","0.652","0.3525","0.3525","0.3525"
"1106","","","","0.739","0.739","0.739","0.3725","0.3725","0.3725"
"1107","","","","0.7115","0.7115","0.7115","0.383","0.383","0.383"
"1108","","","","0.7095","0.7095","0.7095","0.384","0.384","0.384"
"1109","","","","0.7635","0.7635","0.7635","0.4015","0.4015","0.4015"
"1110","","","","0.7845","0.7845","0.7845","0.4015","0.4015","0.4015"
"1111","","","","0.769","0.769","0.769","0.4035","0.4035","0.4035"
"1112","","","","0.793","0.793","0.793","0.409","0.409","0.409"
"1113","","","","0.779","0.779","0.779","0.4115","0.4115","0.4115"
"1114","","","","0.7665","0.7665","0.7665","0.411","0.411","0.411"
"1115","","","","0.7665","0.7665","0.7665","0.412","0.412","0.412"
"1116","","","","0.766","0.766","0.766","0.412","0.412","0.412"
"1117","","","","0.786","0.786","0.786","0.413","0.413","0.413"
"1118","","","","0.796","0.796","0.796","0.4175","0.4175","0.4175"
"1119","","","","0.8","0.8","0.8","0.412","0.412","0.412"
"1120","","","","0.818","0.818","0.818","0.409","0.409","0.409"
"1121","","","","0.8175","0.8175","0.8175","0.4145","0.4145","0.4145"
"1122","","","","0.802","0.802","0.802","0.422","0.422","0.422"
"1123","","","","0.7795","0.7795","0.7795","0.413","0.413","0.413"
"1124","","","","0.7985","0.7985","0.7985","0.413","0.413","0.413"
"1125","","","","0","0","0","0.044","0.044","0.044"
"1126","","","","0.7395","0.7395","0.7395","0.1745","0.1745","0.1745"
"1127","","","","0.7925","0.7925","0.7925","0.2875","0.2875","0.2875"
"1128","","","","0.899","0.899","0.899","0.3665","0.3665","0.3665"
"1129","","","","0.846","0.846","0.846","0.414","0.414","0.414"
"1130","","","","0.8825","0.8825","0.8825","0.434","0.434","0.434"
"1131","","","","0.873","0.873","0.873","0.4385","0.4385","0.4385"
"1132","","","","0.9005","0.9005","0.9005","0.4385","0.4385","0.4385"
"1133","","","","0.889","0.889","0.889","0.447","0.447","0.447"
"1134","","","","0.858","0.858","0.858","0.4455","0.4455","0.4455"
"1135","","","","0.8835","0.8835","0.8835","0.448","0.448","0.448"
"1136","","","","0.8845","0.8845","0.8845","0.4485","0.4485","0.4485"
"1137","","","","0.891","0.891","0.891","0.4545","0.4545","0.4545"
"1138","","","","0.8605","0.8605","0.8605","0.45","0.45","0.45"
"1139","","","","0.883","0.883","0.883","0.4475","0.4475","0.4475"
"1140","","","","0.887","0.887","0.887","0.4515","0.4515","0.4515"
"1141","","","","0.8665","0.8665","0.8665","0.4535","0.4535","0.4535"
"1142","","","","0.9015","0.9015","0.9015","0.4505","0.4505","0.4505"
"1143","","","","0.8475","0.8475","0.8475","0.4525","0.4525","0.4525"
"1144","","","","0.889","0.889","0.889","0.452","0.452","0.452"
"1145","","","","0.9055","0.9055","0.9055","0.4555","0.4555","0.4555"
"1146","","","","0.8805","0.8805","0.8805","0.455","0.455","0.455"
"1147","","","","0.91","0.91","0.91","0.4555","0.4555","0.4555"
"1148","","","","0.9095","0.9095","0.9095","0.453","0.453","0.453"
"1149","","","","0.898","0.898","0.898","0.4535","0.4535","0.4535"
"1150","","","","0","0","0","0.0875","0.0875","0.0875"
"1151","","","","0.694","0.694","0.694","0.1745","0.1745","0.1745"
"1152","","","","0.7215","0.7215","0.7215","0.265","0.265","0.265"
"1153","","","","0.695","0.695","0.695","0.3185","0.3185","0.3185"
"1154","","","","0.722","0.722","0.722","0.336","0.336","0.336"
"1155","","","","0.7245","0.7245","0.7245","0.341","0.341","0.341"
"1156","","","","0.778","0.778","0.778","0.3615","0.3615","0.3615"
"1157","","","","0.7525","0.7525","0.7525","0.3705","0.3705","0.3705"
"1158","","","","0.8075","0.8075","0.8075","0.379","0.379","0.379"
"1159","","","","0.7985","0.7985","0.7985","0.3755","0.3755","0.3755"
"1160","","","","0.7785","0.7785","0.7785","0.3775","0.3775","0.3775"
"1161","","","","0.7295","0.7295","0.7295","0.3815","0.3815","0.3815"
"1162","","","","0.777","0.777","0.777","0.386","0.386","0.386"
"1163","","","","0.805","0.805","0.805","0.371","0.371","0.371"
"1164","","","","0.7905","0.7905","0.7905","0.375","0.375","0.375"
"1165","","","","0.7415","0.7415","0.7415","0.3725","0.3725","0.3725"
"1166","","","","0.7505","0.7505","0.7505","0.378","0.378","0.378"
"1167","","","","0.842","0.842","0.842","0.375","0.375","0.375"
"1168","","","","0.793","0.793","0.793","0.387","0.387","0.387"
"1169","","","","0.827","0.827","0.827","0.3835","0.3835","0.3835"
"1170","","","","0.8025","0.8025","0.8025","0.3865","0.3865","0.3865"
"1171","","","","0.8235","0.8235","0.8235","0.3855","0.3855","0.3855"
"1172","","","","0.8135","0.8135","0.8135","0.3865","0.3865","0.3865"
"1173","","","","0.8145","0.8145","0.8145","0.386","0.386","0.386"
"1174","","","","0.7975","0.7975","0.7975","0.392","0.392","0.392"
"1175","","","","0","0","0","0.063","0.063","0.063"
"1176","","","","0.686","0.686","0.686","0.196","0.196","0.196"
"1177","","","","0.653","0.653","0.653","0.33","0.33","0.33"
"1178","","","","0.8045","0.8045","0.8045","0.364","0.364","0.364"
"1179","","","","0.7535","0.7535","0.7535","0.373","0.373","0.373"
"1180","","","","0.849","0.849","0.849","0.383","0.383","0.383"
"1181","","","","0.7985","0.7985","0.7985","0.388","0.388","0.388"
"1182","","","","0.778","0.778","0.778","0.39","0.39","0.39"
"1183","","","","0.852","0.852","0.852","0.393","0.393","0.393"
"1184","","","","0.8365","0.8365","0.8365","0.394","0.394","0.394"
"1185","","","","0.847","0.847","0.847","0.395","0.395","0.395"
"1186","","","","0.7635","0.7635","0.7635","0.4035","0.4035","0.4035"
"1187","","","","0.8075","0.8075","0.8075","0.403","0.403","0.403"
"1188","","","","0.8305","0.8305","0.8305","0.399","0.399","0.399"
"1189","","","","0.792","0.792","0.792","0.4015","0.4015","0.4015"
"1190","","","","0.7915","0.7915","0.7915","0.397","0.397","0.397"
"1191","","","","0.848","0.848","0.848","0.4","0.4","0.4"
"1192","","","","0.8535","0.8535","0.8535","0.397","0.397","0.397"
"1193","","","","0.8675","0.8675","0.8675","0.398","0.398","0.398"
"1194","","","","0.865","0.865","0.865","0.4015","0.4015","0.4015"
"1195","","","","0.8755","0.8755","0.8755","0.404","0.404","0.404"
"1196","","","","0.849","0.849","0.849","0.406","0.406","0.406"
"1197","","","","0.8465","0.8465","0.8465","0.405","0.405","0.405"
"1198","","","","0.8545","0.8545","0.8545","0.4095","0.4095","0.4095"
"1199","","","","0.8795","0.8795","0.8795","0.404","0.404","0.404"
"1200","","","","0","0","0","0.0305","0.0305","0.0305"
"1201","","","","0.6805","0.6805","0.6805","0.1435","0.1435","0.1435"
"1202","","","","0.829","0.829","0.829","0.2975","0.2975","0.2975"
"1203","","","","0.8185","0.8185","0.8185","0.372","0.372","0.372"
"1204","","","","0.8365","0.8365","0.8365","0.413","0.413","0.413"
"1205","","","","0.8795","0.8795","0.8795","0.4435","0.4435","0.4435"
"1206","","","","0.878","0.878","0.878","0.46","0.46","0.46"
"1207","","","","0.8275","0.8275","0.8275","0.4725","0.4725","0.4725"
"1208","","","","0.83","0.83","0.83","0.47","0.47","0.47"
"1209","","","","0.8485","0.8485","0.8485","0.4695","0.4695","0.4695"
"1210","","","","0.867","0.867","0.867","0.474","0.474","0.474"
"1211","","","","0.8725","0.8725","0.8725","0.4745","0.4745","0.4745"
"1212","","","","0.8695","0.8695","0.8695","0.477","0.477","0.477"
"1213","","","","0.8785","0.8785","0.8785","0.4795","0.4795","0.4795"
"1214","","","","0.8755","0.8755","0.8755","0.478","0.478","0.478"
"1215","","","","0.8985","0.8985","0.8985","0.4775","0.4775","0.4775"
"1216","","","","0.911","0.911","0.911","0.477","0.477","0.477"
"1217","","","","0.886","0.886","0.886","0.475","0.475","0.475"
"1218","","","","0.891","0.891","0.891","0.4795","0.4795","0.4795"
"1219","","","","0.8795","0.8795","0.8795","0.484","0.484","0.484"
"1220","","","","0.885","0.885","0.885","0.4805","0.4805","0.4805"
"1221","","","","0.906","0.906","0.906","0.4805","0.4805","0.4805"
"1222","","","","0.9135","0.9135","0.9135","0.4855","0.4855","0.4855"
"1223","","","","0.9085","0.9085","0.9085","0.485","0.485","0.485"
"1224","","","","0.914","0.914","0.914","0.4825","0.4825","0.4825"
"1225","","","","0","0","0","0.219","0.219","0.219"
"1226","","","","0.63","0.63","0.63","0.2595","0.2595","0.2595"
"1227","","","","0.7085","0.7085","0.7085","0.3135","0.3135","0.3135"
"1228","","","","0.7285","0.7285","0.7285","0.356","0.356","0.356"
"1229","","","","0.695","0.695","0.695","0.3945","0.3945","0.3945"
"1230","","","","0.7485","0.7485","0.7485","0.405","0.405","0.405"
"1231","","","","0.8055","0.8055","0.8055","0.4125","0.4125","0.4125"
"1232","","","","0.735","0.735","0.735","0.421","0.421","0.421"
"1233","","","","0.7715","0.7715","0.7715","0.4305","0.4305","0.4305"
"1234","","","","0.778","0.778","0.778","0.4255","0.4255","0.4255"
"1235","","","","0.7995","0.7995","0.7995","0.4325","0.4325","0.4325"
"1236","","","","0.7655","0.7655","0.7655","0.433","0.433","0.433"
"1237","","","","0.8295","0.8295","0.8295","0.44","0.44","0.44"
"1238","","","","0.8145","0.8145","0.8145","0.4405","0.4405","0.4405"
"1239","","","","0.806","0.806","0.806","0.438","0.438","0.438"
"1240","","","","0.8005","0.8005","0.8005","0.4355","0.4355","0.4355"
"1241","","","","0.823","0.823","0.823","0.436","0.436","0.436"
"1242","","","","0.8025","0.8025","0.8025","0.437","0.437","0.437"
"1243","","","","0.8075","0.8075","0.8075","0.438","0.438","0.438"
"1244","","","","0.8195","0.8195","0.8195","0.436","0.436","0.436"
"1245","","","","0.812","0.812","0.812","0.4375","0.4375","0.4375"
"1246","","","","0.8415","0.8415","0.8415","0.4445","0.4445","0.4445"
"1247","","","","0.8255","0.8255","0.8255","0.4465","0.4465","0.4465"
"1248","","","","0.804","0.804","0.804","0.446","0.446","0.446"
"1249","","","","0.834","0.834","0.834","0.4485","0.4485","0.4485"
"1250","","","","0","0","0","0.105","0.105","0.105"
"1251","","","","0.7705","0.7705","0.7705","0.241","0.241","0.241"
"1252","","","","0.8375","0.8375","0.8375","0.3755","0.3755","0.3755"
"1253","","","","0.874","0.874","0.874","0.4385","0.4385","0.4385"
"1254","","","","0.862","0.862","0.862","0.4645","0.4645","0.4645"
"1255","","","","0.831","0.831","0.831","0.4775","0.4775","0.4775"
"1256","","","","0.865","0.865","0.865","0.49","0.49","0.49"
"1257","","","","0.841","0.841","0.841","0.491","0.491","0.491"
"1258","","","","0.8685","0.8685","0.8685","0.4905","0.4905","0.4905"
"1259","","","","0.8665","0.8665","0.8665","0.491","0.491","0.491"
"1260","","","","0.868","0.868","0.868","0.4965","0.4965","0.4965"
"1261","","","","0.8825","0.8825","0.8825","0.5065","0.5065","0.5065"
"1262","","","","0.8935","0.8935","0.8935","0.5055","0.5055","0.5055"
"1263","","","","0.901","0.901","0.901","0.4995","0.4995","0.4995"
"1264","","","","0.872","0.872","0.872","0.505","0.505","0.505"
"1265","","","","0.866","0.866","0.866","0.5","0.5","0.5"
"1266","","","","0.884","0.884","0.884","0.498","0.498","0.498"
"1267","","","","0.903","0.903","0.903","0.5065","0.5065","0.5065"
"1268","","","","0.8815","0.8815","0.8815","0.507","0.507","0.507"
"1269","","","","0.8985","0.8985","0.8985","0.507","0.507","0.507"
"1270","","","","0.9095","0.9095","0.9095","0.504","0.504","0.504"
"1271","","","","0.8935","0.8935","0.8935","0.512","0.512","0.512"
"1272","","","","0.88","0.88","0.88","0.511","0.511","0.511"
"1273","","","","0.8985","0.8985","0.8985","0.509","0.509","0.509"
"1274","","","","0.898","0.898","0.898","0.5105","0.5105","0.5105"
"1275","","","","0","0","0","0.055","0.055","0.055"
"1276","","","","0.728","0.728","0.728","0.211","0.211","0.211"
"1277","","","","0.751","0.751","0.751","0.308","0.308","0.308"
"1278","","","","0.7925","0.7925","0.7925","0.3455","0.3455","0.3455"
"1279","","","","0.8055","0.8055","0.8055","0.3665","0.3665","0.3665"
"1280","","","","0.7815","0.7815","0.7815","0.3805","0.3805","0.3805"
"1281","","","","0.762","0.762","0.762","0.397","0.397","0.397"
"1282","","","","0.8205","0.8205","0.8205","0.4085","0.4085","0.4085"
"1283","","","","0.8435","0.8435","0.8435","0.4085","0.4085","0.4085"
"1284","","","","0.861","0.861","0.861","0.4055","0.4055","0.4055"
"1285","","","","0.819","0.819","0.819","0.4075","0.4075","0.4075"
"1286","","","","0.879","0.879","0.879","0.4105","0.4105","0.4105"
"1287","","","","0.841","0.841","0.841","0.409","0.409","0.409"
"1288","","","","0.82","0.82","0.82","0.409","0.409","0.409"
"1289","","","","0.8645","0.8645","0.8645","0.41","0.41","0.41"
"1290","","","","0.827","0.827","0.827","0.4085","0.4085","0.4085"
"1291","","","","0.87","0.87","0.87","0.411","0.411","0.411"
"1292","","","","0.882","0.882","0.882","0.4095","0.4095","0.4095"
"1293","","","","0.8425","0.8425","0.8425","0.414","0.414","0.414"
"1294","","","","0.7985","0.7985","0.7985","0.412","0.412","0.412"
"1295","","","","0.8635","0.8635","0.8635","0.415","0.415","0.415"
"1296","","","","0.858","0.858","0.858","0.414","0.414","0.414"
"1297","","","","0.8475","0.8475","0.8475","0.41","0.41","0.41"
"1298","","","","0.893","0.893","0.893","0.4135","0.4135","0.4135"
"1299","","","","0.8905","0.8905","0.8905","0.412","0.412","0.412"
"1300","","","","0","0","0","0.0615","0.0615","0.0615"
"1301","","","","0.6435","0.6435","0.6435","0.194","0.194","0.194"
"1302","","","","0.7015","0.7015","0.7015","0.2925","0.2925","0.2925"
"1303","","","","0.7025","0.7025","0.7025","0.328","0.328","0.328"
"1304","","","","0.754","0.754","0.754","0.35","0.35","0.35"
"1305","","","","0.742","0.742","0.742","0.3635","0.3635","0.3635"
"1306","","","","0.679","0.679","0.679","0.3835","0.3835","0.3835"
"1307","","","","0.7715","0.7715","0.7715","0.3845","0.3845","0.3845"
"1308","","","","0.7345","0.7345","0.7345","0.389","0.389","0.389"
"1309","","","","0.7395","0.7395","0.7395","0.3895","0.3895","0.3895"
"1310","","","","0.7215","0.7215","0.7215","0.397","0.397","0.397"
"1311","","","","0.7335","0.7335","0.7335","0.4","0.4","0.4"
"1312","","","","0.7475","0.7475","0.7475","0.4085","0.4085","0.4085"
"1313","","","","0.7575","0.7575","0.7575","0.406","0.406","0.406"
"1314","","","","0.8175","0.8175","0.8175","0.4095","0.4095","0.4095"
"1315","","","","0.7905","0.7905","0.7905","0.409","0.409","0.409"
"1316","","","","0.7455","0.7455","0.7455","0.4015","0.4015","0.4015"
"1317","","","","0.767","0.767","0.767","0.4135","0.4135","0.4135"
"1318","","","","0.7925","0.7925","0.7925","0.422","0.422","0.422"
"1319","","","","0.8165","0.8165","0.8165","0.4175","0.4175","0.4175"
"1320","","","","0.823","0.823","0.823","0.422","0.422","0.422"
"1321","","","","0.7785","0.7785","0.7785","0.4135","0.4135","0.4135"
"1322","","","","0.774","0.774","0.774","0.4205","0.4205","0.4205"
"1323","","","","0.774","0.774","0.774","0.4275","0.4275","0.4275"
"1324","","","","0.7735","0.7735","0.7735","0.4235","0.4235","0.4235"
"1325","","","","0","0","0","0.0865","0.0865","0.0865"
"1326","","","","0.7625","0.7625","0.7625","0.2395","0.2395","0.2395"
"1327","","","","0.763","0.763","0.763","0.3275","0.3275","0.3275"
"1328","","","","0.7595","0.7595","0.7595","0.3805","0.3805","0.3805"
"1329","","","","0.7755","0.7755","0.7755","0.386","0.386","0.386"
"1330","","","","0.7535","0.7535","0.7535","0.399","0.399","0.399"
"1331","","","","0.7865","0.7865","0.7865","0.4035","0.4035","0.4035"
"1332","","","","0.78","0.78","0.78","0.4165","0.4165","0.4165"
"1333","","","","0.7925","0.7925","0.7925","0.419","0.419","0.419"
"1334","","","","0.781","0.781","0.781","0.414","0.414","0.414"
"1335","","","","0.793","0.793","0.793","0.418","0.418","0.418"
"1336","","","","0.7885","0.7885","0.7885","0.417","0.417","0.417"
"1337","","","","0.8315","0.8315","0.8315","0.4305","0.4305","0.4305"
"1338","","","","0.814","0.814","0.814","0.4185","0.4185","0.4185"
"1339","","","","0.848","0.848","0.848","0.429","0.429","0.429"
"1340","","","","0.8405","0.8405","0.8405","0.431","0.431","0.431"
"1341","","","","0.81","0.81","0.81","0.42","0.42","0.42"
"1342","","","","0.83","0.83","0.83","0.438","0.438","0.438"
"1343","","","","0.8225","0.8225","0.8225","0.43","0.43","0.43"
"1344","","","","0.8345","0.8345","0.8345","0.4405","0.4405","0.4405"
"1345","","","","0.81","0.81","0.81","0.433","0.433","0.433"
"1346","","","","0.8195","0.8195","0.8195","0.435","0.435","0.435"
"1347","","","","0.821","0.821","0.821","0.4455","0.4455","0.4455"
"1348","","","","0.8305","0.8305","0.8305","0.4355","0.4355","0.4355"
"1349","","","","0.845","0.845","0.845","0.438","0.438","0.438"
"1350","","","","0","0","0","0.0235","0.0235","0.0235"
"1351","","","","0.6905","0.6905","0.6905","0.179","0.179","0.179"
"1352","","","","0.697","0.697","0.697","0.3235","0.3235","0.3235"
"1353","","","","0.741","0.741","0.741","0.3505","0.3505","0.3505"
"1354","","","","0.7155","0.7155","0.7155","0.372","0.372","0.372"
"1355","","","","0.8015","0.8015","0.8015","0.391","0.391","0.391"
"1356","","","","0.789","0.789","0.789","0.3905","0.3905","0.3905"
"1357","","","","0.8075","0.8075","0.8075","0.3975","0.3975","0.3975"
"1358","","","","0.789","0.789","0.789","0.399","0.399","0.399"
"1359","","","","0.807","0.807","0.807","0.4005","0.4005","0.4005"
"1360","","","","0.7935","0.7935","0.7935","0.407","0.407","0.407"
"1361","","","","0.732","0.732","0.732","0.413","0.413","0.413"
"1362","","","","0.808","0.808","0.808","0.4185","0.4185","0.4185"
"1363","","","","0.812","0.812","0.812","0.4175","0.4175","0.4175"
"1364","","","","0.803","0.803","0.803","0.419","0.419","0.419"
"1365","","","","0.8455","0.8455","0.8455","0.415","0.415","0.415"
"1366","","","","0.7955","0.7955","0.7955","0.4205","0.4205","0.4205"
"1367","","","","0.7885","0.7885","0.7885","0.4205","0.4205","0.4205"
"1368","","","","0.819","0.819","0.819","0.4195","0.4195","0.4195"
"1369","","","","0.8195","0.8195","0.8195","0.418","0.418","0.418"
"1370","","","","0.808","0.808","0.808","0.421","0.421","0.421"
"1371","","","","0.828","0.828","0.828","0.422","0.422","0.422"
"1372","","","","0.838","0.838","0.838","0.4225","0.4225","0.4225"
"1373","","","","0.8355","0.8355","0.8355","0.4275","0.4275","0.4275"
