"Step","IMAGENET1k_CNN_FedDBE_sgd_lr0.005_final - Global/Averaged Test Accuracy","IMAGENET1k_CNN_FedDBE_sgd_lr0.005_final - Global/Averaged Test Accuracy__MIN","IMAGENET1k_CNN_FedDBE_sgd_lr0.005_final - Global/Averaged Test Accuracy__MAX","IMAGENET1k_CNN_FedAvg_sgd_lr0.005_final - Global/Averaged Test Accuracy","IMAGENET1k_CNN_FedAvg_sgd_lr0.005_final - Global/Averaged Test Accuracy__MIN","IMAGENET1k_CNN_FedAvg_sgd_lr0.005_final - Global/Averaged Test Accuracy__MAX","IMAGENET1k_CNN_FedALA_sgd_lr0.005_final - Global/Averaged Test Accuracy","IMAGENET1k_CNN_FedALA_sgd_lr0.005_final - Global/Averaged Test Accuracy__MIN","IMAGENET1k_CNN_FedALA_sgd_lr0.005_final - Global/Averaged Test Accuracy__MAX"
"1155","","","","0.1975","0.1975","0.1975","","",""
"1157","","","","0.248","0.248","0.248","","",""
"1158","","","","0.259","0.259","0.259","0.2845","0.2845","0.2845"
"1159","","","","","","","0.293","0.293","0.293"
"1162","0.316","0.316","0.316","","","","","",""
"1163","0.3195","0.3195","0.3195","","","","","",""
"1167","","","","0.3145","0.3145","0.3145","","",""
"1168","0.3285","0.3285","0.3285","","","","","",""
"1172","0.3395","0.3395","0.3395","","","","","",""
"1174","","","","","","","0.3505","0.3505","0.3505"
"1176","","","","0","0","0","","",""
"1178","","","","0.0685","0.0685","0.0685","","",""
"1179","","","","0.1385","0.1385","0.1385","","",""
"1181","0.171","0.171","0.171","","","","","",""
"1186","","","","0.2135","0.2135","0.2135","","",""
"1187","0.24","0.24","0.24","","","","","",""
"1189","","","","","","","0.2515","0.2515","0.2515"
"1194","","","","0.2485","0.2485","0.2485","","",""
"1195","0.263","0.263","0.263","","","","","",""
"1197","0.265","0.265","0.265","0.252","0.252","0.252","","",""
"1199","","","","0.2535","0.2535","0.2535","","",""
"1200","0","0","0","","","","0","0","0"
"1208","0.248","0.248","0.248","","","","","",""
"1209","","","","","","","0.2395","0.2395","0.2395"
"1216","","","","","","","0.291","0.291","0.291"
"1218","0.3025","0.3025","0.3025","","","","0.3105","0.3105","0.3105"
"1222","","","","","","","0.316","0.316","0.316"
"1224","0.309","0.309","0.309","","","","","",""
"1227","","","","","","","0.051","0.051","0.051"
"1231","0.225","0.225","0.225","","","","0.225","0.225","0.225"
"1232","","","","","","","0.2425","0.2425","0.2425"
"1238","0.2765","0.2765","0.2765","0.265","0.265","0.265","","",""
"1241","","","","","","","0.2895","0.2895","0.2895"
"1242","","","","","","","0.2865","0.2865","0.2865"
"1245","0.304","0.304","0.304","","","","0.304","0.304","0.304"
"1248","","","","0.283","0.283","0.283","","",""
"1250","","","","0.011","0.011","0.011","","",""
"1251","","","","0.023","0.023","0.023","0.028","0.028","0.028"
"1253","0.0855","0.0855","0.0855","","","","","",""
"1254","","","","0.124","0.124","0.124","","",""
"1260","0.22","0.22","0.22","","","","","",""
"1261","0.221","0.221","0.221","","","","","",""
"1262","0.2265","0.2265","0.2265","0.216","0.216","0.216","","",""
"1263","","","","0.223","0.223","0.223","","",""
"1267","","","","0.2385","0.2385","0.2385","","",""
"1269","0.259","0.259","0.259","","","","","",""
"1271","","","","","","","0.258","0.258","0.258"
"1272","","","","0.24","0.24","0.24","","",""
"1273","","","","","","","0.2605","0.2605","0.2605"
"1275","","","","0","0","0","","",""
"1277","","","","","","","0.011","0.011","0.011"
"1278","","","","0.107","0.107","0.107","0.083","0.083","0.083"
"1279","","","","","","","0.1775","0.1775","0.1775"
"1280","","","","","","","0.219","0.219","0.219"
"1281","","","","0.2145","0.2145","0.2145","","",""
"1282","","","","","","","0.2465","0.2465","0.2465"
"1283","0.2325","0.2325","0.2325","","","","","",""
"1289","0.281","0.281","0.281","0.2775","0.2775","0.2775","","",""
"1293","0.293","0.293","0.293","","","","","",""
"1295","","","","0.2945","0.2945","0.2945","","",""
"1297","0.309","0.309","0.309","","","","","",""
"1298","","","","0.299","0.299","0.299","0.321","0.321","0.321"
"1299","","","","0.3015","0.3015","0.3015","","",""
"1300","","","","0","0","0","","",""
"1301","","","","","","","0","0","0"
"1302","","","","0.0245","0.0245","0.0245","","",""
"1304","","","","0.1075","0.1075","0.1075","","",""
"1310","0.2715","0.2715","0.2715","","","","0.2675","0.2675","0.2675"
"1311","","","","0.276","0.276","0.276","","",""
"1314","","","","0.2915","0.2915","0.2915","","",""
"1316","0.301","0.301","0.301","","","","","",""
"1317","","","","","","","0.308","0.308","0.308"
"1318","","","","0.3075","0.3075","0.3075","","",""
"1322","0.3235","0.3235","0.3235","0.3175","0.3175","0.3175","","",""
"1329","0.111","0.111","0.111","","","","","",""
"1333","","","","0.1515","0.1515","0.1515","","",""
"1335","","","","0.164","0.164","0.164","","",""
"1336","","","","0.1725","0.1725","0.1725","","",""
"1342","0.1925","0.1925","0.1925","","","","","",""
"1345","","","","0.1965","0.1965","0.1965","","",""
"1348","","","","","","","0.2185","0.2185","0.2185"
"1351","","","","","","","0.0065","0.0065","0.0065"
"1352","","","","0.0585","0.0585","0.0585","","",""
"1353","","","","0.149","0.149","0.149","0.118","0.118","0.118"
"1354","","","","","","","0.181","0.181","0.181"
"1356","0.2225","0.2225","0.2225","","","","","",""
"1362","","","","0.2635","0.2635","0.2635","","",""
"1364","","","","0.2715","0.2715","0.2715","","",""
"1366","","","","","","","0.3035","0.3035","0.3035"
"1371","","","","","","","0.321","0.321","0.321"
"1376","","","","","","","0.012","0.012","0.012"
"1377","","","","","","","0.018","0.018","0.018"
"1379","0.139","0.139","0.139","","","","","",""
"1382","","","","","","","0.195","0.195","0.195"
"1385","0.23","0.23","0.23","","","","","",""
"1390","","","","","","","0.2395","0.2395","0.2395"
"1393","","","","","","","0.2475","0.2475","0.2475"
"1397","0.2685","0.2685","0.2685","","","","","",""
"1401","0.018","0.018","0.018","","","","","",""
"1403","","","","0.0705","0.0705","0.0705","","",""
"1404","0.123","0.123","0.123","","","","","",""
"1405","","","","","","","0.16","0.16","0.16"
"1406","","","","0.1895","0.1895","0.1895","","",""
"1409","","","","0.237","0.237","0.237","","",""
"1410","","","","","","","0.2585","0.2585","0.2585"
"1414","","","","","","","0.268","0.268","0.268"
"1415","0.2625","0.2625","0.2625","","","","","",""
"1416","0.2645","0.2645","0.2645","","","","","",""
"1417","0.2635","0.2635","0.2635","","","","0.273","0.273","0.273"
"1418","0.2675","0.2675","0.2675","","","","","",""
"1424","0.2745","0.2745","0.2745","","","","","",""
"1425","","","","0","0","0","0","0","0"
"1426","","","","0","0","0","","",""
"1428","","","","","","","0.047","0.047","0.047"
"1430","","","","","","","0.1345","0.1345","0.1345"
"1431","0.153","0.153","0.153","0.162","0.162","0.162","","",""
"1432","","","","","","","0.183","0.183","0.183"
"1433","","","","0.191","0.191","0.191","0.1905","0.1905","0.1905"
"1435","","","","0.2095","0.2095","0.2095","0.209","0.209","0.209"
"1437","","","","","","","0.2175","0.2175","0.2175"
"1439","0.239","0.239","0.239","","","","","",""
"1446","0.2545","0.2545","0.2545","0.2395","0.2395","0.2395","","",""
"1448","","","","0.239","0.239","0.239","","",""
"1452","0.041","0.041","0.041","","","","0.044","0.044","0.044"
"1453","","","","","","","0.0795","0.0795","0.0795"
"1454","0.0925","0.0925","0.0925","","","","","",""
"1455","","","","","","","0.1605","0.1605","0.1605"
"1456","","","","0.1725","0.1725","0.1725","0.176","0.176","0.176"
"1457","0.1895","0.1895","0.1895","","","","","",""
"1458","","","","","","","0.207","0.207","0.207"
"1459","","","","","","","0.2175","0.2175","0.2175"
"1461","","","","0.215","0.215","0.215","","",""
"1462","0.239","0.239","0.239","","","","","",""
"1463","0.2435","0.2435","0.2435","","","","","",""
"1464","","","","0.2265","0.2265","0.2265","","",""
"1465","","","","0.229","0.229","0.229","","",""
"1475","0","0","0","","","","","",""
"1479","","","","","","","0.1495","0.1495","0.1495"
"1483","","","","","","","0.227","0.227","0.227"
"1484","0.2145","0.2145","0.2145","","","","0.238","0.238","0.238"
"1490","0.2485","0.2485","0.2485","","","","","",""
"1491","","","","","","","0.269","0.269","0.269"
"1493","","","","","","","0.274","0.274","0.274"
"1495","","","","0.255","0.255","0.255","","",""
"1504","","","","0.1305","0.1305","0.1305","","",""
"1505","0.156","0.156","0.156","","","","0.1595","0.1595","0.1595"
"1510","","","","0.1975","0.1975","0.1975","","",""
"1512","","","","0.2005","0.2005","0.2005","","",""
"1514","","","","","","","0.223","0.223","0.223"
"1515","0.2215","0.2215","0.2215","","","","","",""
"1517","","","","","","","0.2305","0.2305","0.2305"
"1522","0.232","0.232","0.232","","","","","",""
"1523","0.241","0.241","0.241","","","","0.2425","0.2425","0.2425"
"1525","","","","","","","0","0","0"
"1527","","","","0.008","0.008","0.008","","",""
"1530","","","","0.1365","0.1365","0.1365","","",""
"1535","0.213","0.213","0.213","","","","","",""
"1536","0.2175","0.2175","0.2175","","","","","",""
"1537","","","","","","","0.2355","0.2355","0.2355"
"1539","0.2335","0.2335","0.2335","","","","","",""
"1542","0.243","0.243","0.243","","","","","",""
"1544","","","","0.2455","0.2455","0.2455","","",""
"1549","","","","","","","0.27","0.27","0.27"
"1550","0","0","0","0","0","0","","",""
"1553","","","","0.064","0.064","0.064","","",""
"1555","","","","0.1895","0.1895","0.1895","","",""
"1556","","","","0.2065","0.2065","0.2065","","",""
"1559","","","","","","","0.2785","0.2785","0.2785"
"1563","0.293","0.293","0.293","0.264","0.264","0.264","","",""
"1565","0.3","0.3","0.3","","","","","",""
"1568","","","","","","","0.308","0.308","0.308"
"1570","0.3055","0.3055","0.3055","","","","","",""
"1571","0.3105","0.3105","0.3105","","","","","",""
"1574","","","","0.281","0.281","0.281","","",""
"1576","","","","0.0015","0.0015","0.0015","","",""
"1578","0.0835","0.0835","0.0835","0.094","0.094","0.094","","",""
"1581","0.2185","0.2185","0.2185","","","","","",""
"1582","","","","0.2565","0.2565","0.2565","","",""
"1583","0.2605","0.2605","0.2605","","","","0.281","0.281","0.281"
"1584","0.2785","0.2785","0.2785","0.2945","0.2945","0.2945","","",""
"1588","0.3215","0.3215","0.3215","","","","","",""
"1592","","","","0.3295","0.3295","0.3295","0.3295","0.3295","0.3295"
"1593","","","","0.3315","0.3315","0.3315","","",""
"1597","","","","","","","0.3495","0.3495","0.3495"
"1598","0.3435","0.3435","0.3435","","","","","",""
"1599","","","","0.346","0.346","0.346","0.3495","0.3495","0.3495"
"1600","","","","0.012","0.012","0.012","","",""
"1606","0.162","0.162","0.162","","","","","",""
"1607","","","","","","","0.1965","0.1965","0.1965"
"1609","","","","0.2075","0.2075","0.2075","","",""
"1610","0.2205","0.2205","0.2205","","","","","",""
"1611","0.228","0.228","0.228","","","","","",""
"1613","0.2295","0.2295","0.2295","","","","","",""
"1614","0.2335","0.2335","0.2335","","","","","",""
"1616","","","","","","","0.2555","0.2555","0.2555"
"1619","","","","","","","0.2665","0.2665","0.2665"
"1623","0.262","0.262","0.262","","","","","",""
"1624","0.2625","0.2625","0.2625","0.2475","0.2475","0.2475","","",""
"1625","","","","","","","0.0105","0.0105","0.0105"
"1626","0.023","0.023","0.023","","","","","",""
"1627","0.0305","0.0305","0.0305","","","","","",""
"1630","","","","0.1495","0.1495","0.1495","","",""
"1633","0.1995","0.1995","0.1995","","","","","",""
"1635","","","","0.201","0.201","0.201","","",""
"1637","0.2175","0.2175","0.2175","","","","0.212","0.212","0.212"
"1642","","","","","","","0.2285","0.2285","0.2285"
"1644","","","","0.227","0.227","0.227","0.23","0.23","0.23"
"1649","","","","","","","0.2445","0.2445","0.2445"
"1651","","","","","","","0.035","0.035","0.035"
"1653","","","","","","","0.0785","0.0785","0.0785"
"1655","","","","0.125","0.125","0.125","","",""
"1658","0.1965","0.1965","0.1965","0.169","0.169","0.169","","",""
"1660","","","","","","","0.2385","0.2385","0.2385"
"1662","","","","0.2135","0.2135","0.2135","","",""
"1666","0.243","0.243","0.243","","","","0.2585","0.2585","0.2585"
"1669","","","","","","","0.268","0.268","0.268"
"1671","","","","","","","0.274","0.274","0.274"
"1672","","","","0.2345","0.2345","0.2345","","",""
"1673","","","","","","","0.276","0.276","0.276"
"1675","","","","0","0","0","","",""
"1676","0","0","0","","","","","",""
"1678","","","","0.0635","0.0635","0.0635","","",""
"1681","0.2145","0.2145","0.2145","","","","","",""
"1683","0.2455","0.2455","0.2455","","","","","",""
"1684","0.2635","0.2635","0.2635","","","","","",""
"1685","0.2685","0.2685","0.2685","0.2585","0.2585","0.2585","","",""
"1687","0.2725","0.2725","0.2725","","","","","",""
"1689","","","","0.2725","0.2725","0.2725","","",""
"1692","0.3","0.3","0.3","","","","","",""
"1697","0.3155","0.3155","0.3155","","","","","",""
"1699","","","","0.3015","0.3015","0.3015","","",""
"1702","","","","0.0335","0.0335","0.0335","","",""
"1706","0.2245","0.2245","0.2245","","","","0.214","0.214","0.214"
"1708","0.2545","0.2545","0.2545","","","","","",""
"1710","","","","0.264","0.264","0.264","","",""
"1715","","","","0.2845","0.2845","0.2845","","",""
"1716","0.3015","0.3015","0.3015","","","","","",""
"1717","0.3015","0.3015","0.3015","","","","","",""
"1718","0.305","0.305","0.305","","","","","",""
"1722","0.3155","0.3155","0.3155","","","","","",""
"1723","","","","0.303","0.303","0.303","","",""
"1724","0.318","0.318","0.318","","","","","",""
"1726","","","","0.016","0.016","0.016","","",""
"1729","0.1445","0.1445","0.1445","","","","","",""
"1733","","","","","","","0.2265","0.2265","0.2265"
"1734","0.2245","0.2245","0.2245","","","","","",""
"1735","0.236","0.236","0.236","","","","","",""
"1737","","","","","","","0.242","0.242","0.242"
"1739","0.2465","0.2465","0.2465","0.248","0.248","0.248","","",""
"1749","0.2645","0.2645","0.2645","","","","","",""
"1752","0.0065","0.0065","0.0065","","","","","",""
"1753","","","","0.055","0.055","0.055","","",""
"1757","0.1835","0.1835","0.1835","","","","","",""
"1759","","","","0.2025","0.2025","0.2025","0.1935","0.1935","0.1935"
"1762","","","","0.24","0.24","0.24","","",""
"1763","","","","","","","0.2445","0.2445","0.2445"
"1764","0.259","0.259","0.259","","","","0.255","0.255","0.255"
"1766","0.2735","0.2735","0.2735","","","","","",""
"1768","0.284","0.284","0.284","","","","0.273","0.273","0.273"
"1769","0.2835","0.2835","0.2835","","","","0.278","0.278","0.278"
"1771","0.291","0.291","0.291","","","","","",""
"1774","0.307","0.307","0.307","","","","","",""
"1775","","","","0","0","0","","",""
"1779","","","","0.159","0.159","0.159","","",""
"1780","","","","","","","0.219","0.219","0.219"
"1783","0.273","0.273","0.273","","","","","",""
"1789","","","","0.327","0.327","0.327","","",""
"1790","","","","","","","0.328","0.328","0.328"
"1791","","","","","","","0.327","0.327","0.327"
"1792","0.343","0.343","0.343","","","","","",""
"1797","0.3495","0.3495","0.3495","","","","","",""
"1799","0.3555","0.3555","0.3555","","","","","",""
"1802","","","","","","","0.029","0.029","0.029"
"1803","0.117","0.117","0.117","","","","","",""
"1804","","","","0.1805","0.1805","0.1805","","",""
"1807","0.2495","0.2495","0.2495","","","","","",""
"1808","","","","","","","0.2785","0.2785","0.2785"
"1817","","","","0.296","0.296","0.296","","",""
"1818","","","","0.299","0.299","0.299","","",""
"1820","","","","0.3075","0.3075","0.3075","","",""
"1821","","","","0.306","0.306","0.306","","",""
"1827","0.0335","0.0335","0.0335","","","","","",""
"1828","0.085","0.085","0.085","","","","","",""
"1829","","","","0.159","0.159","0.159","","",""
"1830","","","","","","","0.1755","0.1755","0.1755"
"1833","","","","0.218","0.218","0.218","","",""
"1835","","","","","","","0.264","0.264","0.264"
"1838","","","","0.2505","0.2505","0.2505","","",""
"1839","","","","","","","0.2845","0.2845","0.2845"
"1840","","","","","","","0.294","0.294","0.294"
"1844","","","","0.2715","0.2715","0.2715","","",""
"1851","","","","","","","0.0175","0.0175","0.0175"
"1853","0.132","0.132","0.132","0.1325","0.1325","0.1325","","",""
"1860","0.257","0.257","0.257","0.2525","0.2525","0.2525","","",""
"1862","0.2655","0.2655","0.2655","0.2575","0.2575","0.2575","","",""
"1863","","","","0.265","0.265","0.265","","",""
"1865","","","","","","","0.3115","0.3115","0.3115"
"1866","","","","0.277","0.277","0.277","","",""
"1867","","","","","","","0.3155","0.3155","0.3155"
"1868","0.2945","0.2945","0.2945","","","","0.317","0.317","0.317"
"1869","0.2955","0.2955","0.2955","0.2825","0.2825","0.2825","","",""
"1872","0.3015","0.3015","0.3015","","","","","",""
"1873","","","","0.2885","0.2885","0.2885","","",""
"1874","0.3115","0.3115","0.3115","","","","","",""
"1875","","","","","","","0","0","0"
"1877","0.0035","0.0035","0.0035","","","","","",""
"1878","","","","0.053","0.053","0.053","","",""
"1881","","","","","","","0.2295","0.2295","0.2295"
"1885","0.278","0.278","0.278","","","","","",""
"1890","","","","","","","0.3005","0.3005","0.3005"
"1892","","","","0.288","0.288","0.288","","",""
"1893","","","","","","","0.309","0.309","0.309"
"1895","0.314","0.314","0.314","","","","","",""
"1897","0.323","0.323","0.323","0.301","0.301","0.301","","",""
"1898","0.3245","0.3245","0.3245","0.299","0.299","0.299","","",""
"1904","0.1845","0.1845","0.1845","0.2115","0.2115","0.2115","","",""
"1907","0.244","0.244","0.244","","","","","",""
"1908","","","","0.27","0.27","0.27","","",""
"1915","0.2895","0.2895","0.2895","","","","","",""
"1917","","","","0.2965","0.2965","0.2965","","",""
"1919","","","","","","","0.3265","0.3265","0.3265"
"1921","","","","","","","0.336","0.336","0.336"
"1926","0.0415","0.0415","0.0415","","","","","",""
"1931","","","","0.227","0.227","0.227","","",""
"1934","","","","0.2615","0.2615","0.2615","","",""
"1936","0.2955","0.2955","0.2955","","","","","",""
"1937","0.298","0.298","0.298","0.2855","0.2855","0.2855","","",""
"1939","","","","","","","0.3155","0.3155","0.3155"
"1942","","","","0.301","0.301","0.301","","",""
"1948","","","","","","","0.3455","0.3455","0.3455"
"1950","","","","","","","0","0","0"
"1954","","","","0.1045","0.1045","0.1045","","",""
"1955","","","","","","","0.1545","0.1545","0.1545"
"1957","","","","","","","0.179","0.179","0.179"
"1962","","","","","","","0.2295","0.2295","0.2295"
"1963","","","","0.218","0.218","0.218","","",""
"1966","","","","0.225","0.225","0.225","","",""
"1967","0.2495","0.2495","0.2495","","","","","",""
"1969","","","","0.2325","0.2325","0.2325","0.252","0.252","0.252"
"1971","","","","","","","0.252","0.252","0.252"
"1972","","","","","","","0.2535","0.2535","0.2535"
"1974","","","","0.235","0.235","0.235","","",""
"1975","","","","0.005","0.005","0.005","","",""
"1977","","","","","","","0.0405","0.0405","0.0405"
"1978","0.0815","0.0815","0.0815","0.0925","0.0925","0.0925","","",""
"1979","","","","","","","0.145","0.145","0.145"
"1985","","","","","","","0.239","0.239","0.239"
"1986","","","","","","","0.2465","0.2465","0.2465"
"1987","","","","","","","0.2495","0.2495","0.2495"
"1989","","","","","","","0.2545","0.2545","0.2545"
"1990","","","","0.258","0.258","0.258","","",""
"1993","0.2785","0.2785","0.2785","","","","","",""
"1998","","","","","","","0.2795","0.2795","0.2795"
"1999","","","","0.2735","0.2735","0.2735","0.2835","0.2835","0.2835"
"2002","","","","","","","0.0385","0.0385","0.0385"
"2003","","","","0.051","0.051","0.051","","",""
"2008","0.1975","0.1975","0.1975","","","","0.228","0.228","0.228"
"2009","","","","","","","0.232","0.232","0.232"
"2010","0.224","0.224","0.224","","","","0.2405","0.2405","0.2405"
"2015","","","","0.2445","0.2445","0.2445","","",""
"2017","0.2415","0.2415","0.2415","","","","0.2635","0.2635","0.2635"
"2021","0.249","0.249","0.249","","","","","",""
"2023","","","","0.265","0.265","0.265","","",""
"2025","0.0175","0.0175","0.0175","","","","0.023","0.023","0.023"
"2027","","","","0.0805","0.0805","0.0805","","",""
"2029","","","","0.209","0.209","0.209","","",""
"2030","0.234","0.234","0.234","","","","","",""
"2031","","","","0.2615","0.2615","0.2615","","",""
"2036","0.3105","0.3105","0.3105","","","","","",""
"2041","","","","0.3245","0.3245","0.3245","","",""
"2042","","","","","","","0.33","0.33","0.33"
"2043","0.33","0.33","0.33","","","","","",""
"2046","0.339","0.339","0.339","","","","","",""
"2049","0.337","0.337","0.337","0.339","0.339","0.339","","",""
"2051","","","","0.0325","0.0325","0.0325","0.061","0.061","0.061"
"2053","0.1555","0.1555","0.1555","","","","0.1305","0.1305","0.1305"
"2057","","","","0.232","0.232","0.232","","",""
"2060","","","","0.2625","0.2625","0.2625","","",""
"2065","","","","","","","0.2985","0.2985","0.2985"
"2068","0.302","0.302","0.302","","","","","",""
"2072","0.3075","0.3075","0.3075","","","","","",""
"2073","","","","","","","0.3125","0.3125","0.3125"
