"Step","IMAGENET1k_CNN_FedAvg_sgd_lr0.005_final - Global/Averaged Test Accuracy","IMAGENET1k_CNN_FedAvg_sgd_lr0.005_final - Global/Averaged Test Accuracy__MIN","IMAGENET1k_CNN_FedAvg_sgd_lr0.005_final - Global/Averaged Test Accuracy__MAX"
"15307","0.4565","0.4565","0.4565"
"15308","0.469","0.469","0.469"
"15309","0.472","0.472","0.472"
"15310","0.479","0.479","0.479"
"15311","0.478","0.478","0.478"
"15312","0.484","0.484","0.484"
"15313","0.481","0.481","0.481"
"15314","0.485","0.485","0.485"
"15315","0.4825","0.4825","0.4825"
"15316","0.4845","0.4845","0.4845"
"15317","0.4845","0.4845","0.4845"
"15318","0.4845","0.4845","0.4845"
"15319","0.4905","0.4905","0.4905"
"15320","0.4935","0.4935","0.4935"
"15321","0.49","0.49","0.49"
"15322","0.4935","0.4935","0.4935"
"15323","0.4875","0.4875","0.4875"
"15324","0.49","0.49","0.49"
"15325","0.0005","0.0005","0.0005"
"15326","0.0495","0.0495","0.0495"
"15327","0.1825","0.1825","0.1825"
"15328","0.298","0.298","0.298"
"15329","0.3725","0.3725","0.3725"
"15330","0.416","0.416","0.416"
"15331","0.43","0.43","0.43"
"15332","0.446","0.446","0.446"
"15333","0.457","0.457","0.457"
"15334","0.4655","0.4655","0.4655"
"15335","0.467","0.467","0.467"
"15336","0.4735","0.4735","0.4735"
"15337","0.4735","0.4735","0.4735"
"15338","0.477","0.477","0.477"
"15339","0.4765","0.4765","0.4765"
"15340","0.4795","0.4795","0.4795"
"15341","0.479","0.479","0.479"
"15342","0.4795","0.4795","0.4795"
"15343","0.4835","0.4835","0.4835"
"15344","0.482","0.482","0.482"
"15345","0.4875","0.4875","0.4875"
"15346","0.484","0.484","0.484"
"15347","0.4825","0.4825","0.4825"
"15348","0.486","0.486","0.486"
"15349","0.488","0.488","0.488"
"15350","0.001","0.001","0.001"
"15351","0.0775","0.0775","0.0775"
"15352","0.2035","0.2035","0.2035"
"15353","0.3","0.3","0.3"
"15354","0.341","0.341","0.341"
"15355","0.373","0.373","0.373"
"15356","0.3835","0.3835","0.3835"
"15357","0.3875","0.3875","0.3875"
"15358","0.3955","0.3955","0.3955"
"15359","0.398","0.398","0.398"
"15360","0.4025","0.4025","0.4025"
"15361","0.409","0.409","0.409"
"15362","0.408","0.408","0.408"
"15363","0.411","0.411","0.411"
"15364","0.412","0.412","0.412"
"15365","0.4175","0.4175","0.4175"
"15366","0.416","0.416","0.416"
"15367","0.421","0.421","0.421"
"15368","0.418","0.418","0.418"
"15369","0.422","0.422","0.422"
"15370","0.418","0.418","0.418"
"15371","0.4205","0.4205","0.4205"
"15372","0.4255","0.4255","0.4255"
"15373","0.4245","0.4245","0.4245"
"15374","0.4275","0.4275","0.4275"
"15375","0.005","0.005","0.005"
"15376","0.099","0.099","0.099"
"15377","0.2305","0.2305","0.2305"
"15378","0.324","0.324","0.324"
"15379","0.3745","0.3745","0.3745"
"15380","0.4015","0.4015","0.4015"
"15381","0.4135","0.4135","0.4135"
"15382","0.4235","0.4235","0.4235"
"15383","0.427","0.427","0.427"
"15384","0.433","0.433","0.433"
"15385","0.4385","0.4385","0.4385"
"15386","0.436","0.436","0.436"
"15387","0.4395","0.4395","0.4395"
"15388","0.4425","0.4425","0.4425"
"15389","0.4455","0.4455","0.4455"
"15390","0.45","0.45","0.45"
"15391","0.4505","0.4505","0.4505"
"15392","0.45","0.45","0.45"
"15393","0.45","0.45","0.45"
"15394","0.4505","0.4505","0.4505"
"15395","0.453","0.453","0.453"
"15396","0.4515","0.4515","0.4515"
"15397","0.4535","0.4535","0.4535"
"15398","0.4535","0.4535","0.4535"
"15399","0.4535","0.4535","0.4535"
"15400","0.0005","0.0005","0.0005"
"15401","0.039","0.039","0.039"
"15402","0.1555","0.1555","0.1555"
"15403","0.2485","0.2485","0.2485"
"15404","0.312","0.312","0.312"
"15405","0.3345","0.3345","0.3345"
"15406","0.3495","0.3495","0.3495"
"15407","0.3765","0.3765","0.3765"
"15408","0.386","0.386","0.386"
"15409","0.3925","0.3925","0.3925"
"15410","0.3955","0.3955","0.3955"
"15411","0.4","0.4","0.4"
"15412","0.403","0.403","0.403"
"15413","0.407","0.407","0.407"
"15414","0.4085","0.4085","0.4085"
"15415","0.41","0.41","0.41"
"15416","0.412","0.412","0.412"
"15417","0.4095","0.4095","0.4095"
"15418","0.416","0.416","0.416"
"15419","0.4225","0.4225","0.4225"
"15420","0.42","0.42","0.42"
"15421","0.4245","0.4245","0.4245"
"15422","0.423","0.423","0.423"
"15423","0.4205","0.4205","0.4205"
"15424","0.422","0.422","0.422"
"15425","0.001","0.001","0.001"
"15426","0.025","0.025","0.025"
"15427","0.136","0.136","0.136"
"15428","0.241","0.241","0.241"
"15429","0.3045","0.3045","0.3045"
"15430","0.3395","0.3395","0.3395"
"15431","0.3595","0.3595","0.3595"
"15432","0.3695","0.3695","0.3695"
"15433","0.378","0.378","0.378"
"15434","0.3875","0.3875","0.3875"
"15435","0.389","0.389","0.389"
"15436","0.3905","0.3905","0.3905"
"15437","0.391","0.391","0.391"
"15438","0.393","0.393","0.393"
"15439","0.3955","0.3955","0.3955"
"15440","0.399","0.399","0.399"
"15441","0.4025","0.4025","0.4025"
"15442","0.4055","0.4055","0.4055"
"15443","0.403","0.403","0.403"
"15444","0.403","0.403","0.403"
"15445","0.407","0.407","0.407"
"15446","0.406","0.406","0.406"
"15447","0.4125","0.4125","0.4125"
"15448","0.4075","0.4075","0.4075"
"15449","0.4085","0.4085","0.4085"
"15450","0","0","0"
"15451","0.032","0.032","0.032"
"15452","0.1265","0.1265","0.1265"
"15453","0.215","0.215","0.215"
"15454","0.2855","0.2855","0.2855"
"15455","0.3155","0.3155","0.3155"
"15456","0.3405","0.3405","0.3405"
"15457","0.36","0.36","0.36"
"15458","0.3705","0.3705","0.3705"
"15459","0.3755","0.3755","0.3755"
"15460","0.381","0.381","0.381"
"15461","0.3885","0.3885","0.3885"
"15462","0.387","0.387","0.387"
"15463","0.391","0.391","0.391"
"15464","0.3955","0.3955","0.3955"
"15465","0.3935","0.3935","0.3935"
"15466","0.3975","0.3975","0.3975"
"15467","0.3975","0.3975","0.3975"
"15468","0.3985","0.3985","0.3985"
"15469","0.4025","0.4025","0.4025"
"15470","0.405","0.405","0.405"
"15471","0.4055","0.4055","0.4055"
"15472","0.4055","0.4055","0.4055"
"15473","0.404","0.404","0.404"
"15474","0.407","0.407","0.407"
"15475","0.034","0.034","0.034"
"15476","0.075","0.075","0.075"
"15477","0.174","0.174","0.174"
"15478","0.261","0.261","0.261"
"15479","0.3195","0.3195","0.3195"
"15480","0.3545","0.3545","0.3545"
"15481","0.3665","0.3665","0.3665"
"15482","0.375","0.375","0.375"
"15483","0.3875","0.3875","0.3875"
"15484","0.3945","0.3945","0.3945"
"15485","0.397","0.397","0.397"
"15486","0.4005","0.4005","0.4005"
"15487","0.4065","0.4065","0.4065"
"15488","0.4065","0.4065","0.4065"
"15489","0.4105","0.4105","0.4105"
"15490","0.4075","0.4075","0.4075"
"15491","0.412","0.412","0.412"
"15492","0.414","0.414","0.414"
"15493","0.418","0.418","0.418"
"15494","0.4225","0.4225","0.4225"
"15495","0.4175","0.4175","0.4175"
"15496","0.4205","0.4205","0.4205"
"15497","0.4195","0.4195","0.4195"
"15498","0.421","0.421","0.421"
"15499","0.424","0.424","0.424"
"15500","0.013","0.013","0.013"
"15501","0.0785","0.0785","0.0785"
"15502","0.1845","0.1845","0.1845"
"15503","0.271","0.271","0.271"
"15504","0.3195","0.3195","0.3195"
"15505","0.336","0.336","0.336"
"15506","0.3405","0.3405","0.3405"
"15507","0.3485","0.3485","0.3485"
"15508","0.358","0.358","0.358"
"15509","0.3595","0.3595","0.3595"
"15510","0.362","0.362","0.362"
"15511","0.3645","0.3645","0.3645"
"15512","0.3695","0.3695","0.3695"
"15513","0.3715","0.3715","0.3715"
"15514","0.373","0.373","0.373"
"15515","0.376","0.376","0.376"
"15516","0.3805","0.3805","0.3805"
"15517","0.3785","0.3785","0.3785"
"15518","0.382","0.382","0.382"
"15519","0.379","0.379","0.379"
"15520","0.3765","0.3765","0.3765"
"15521","0.38","0.38","0.38"
"15522","0.381","0.381","0.381"
"15523","0.3825","0.3825","0.3825"
"15524","0.3805","0.3805","0.3805"
"15525","0.048","0.048","0.048"
"15526","0.0925","0.0925","0.0925"
"15527","0.1845","0.1845","0.1845"
"15528","0.284","0.284","0.284"
"15529","0.341","0.341","0.341"
"15530","0.37","0.37","0.37"
"15531","0.388","0.388","0.388"
"15532","0.4005","0.4005","0.4005"
"15533","0.4065","0.4065","0.4065"
"15534","0.4105","0.4105","0.4105"
"15535","0.4105","0.4105","0.4105"
"15536","0.415","0.415","0.415"
"15537","0.419","0.419","0.419"
"15538","0.4245","0.4245","0.4245"
"15539","0.426","0.426","0.426"
"15540","0.4225","0.4225","0.4225"
"15541","0.421","0.421","0.421"
"15542","0.426","0.426","0.426"
"15543","0.432","0.432","0.432"
"15544","0.4285","0.4285","0.4285"
"15545","0.431","0.431","0.431"
"15546","0.433","0.433","0.433"
"15547","0.4355","0.4355","0.4355"
"15548","0.437","0.437","0.437"
"15549","0.4335","0.4335","0.4335"
"15550","0","0","0"
"15551","0.069","0.069","0.069"
"15552","0.2365","0.2365","0.2365"
"15553","0.351","0.351","0.351"
"15554","0.4075","0.4075","0.4075"
"15555","0.4355","0.4355","0.4355"
"15556","0.4515","0.4515","0.4515"
"15557","0.4595","0.4595","0.4595"
"15558","0.4615","0.4615","0.4615"
"15559","0.4675","0.4675","0.4675"
"15560","0.47","0.47","0.47"
"15561","0.473","0.473","0.473"
"15562","0.476","0.476","0.476"
"15563","0.481","0.481","0.481"
"15564","0.4815","0.4815","0.4815"
"15565","0.4815","0.4815","0.4815"
"15566","0.486","0.486","0.486"
"15567","0.487","0.487","0.487"
"15568","0.4875","0.4875","0.4875"
"15569","0.491","0.491","0.491"
"15570","0.4925","0.4925","0.4925"
"15571","0.494","0.494","0.494"
"15572","0.4945","0.4945","0.4945"
"15573","0.495","0.495","0.495"
"15574","0.4985","0.4985","0.4985"
"15575","0.0485","0.0485","0.0485"
"15576","0.0925","0.0925","0.0925"
"15577","0.1995","0.1995","0.1995"
"15578","0.2795","0.2795","0.2795"
"15579","0.3245","0.3245","0.3245"
"15580","0.35","0.35","0.35"
"15581","0.363","0.363","0.363"
"15582","0.379","0.379","0.379"
"15583","0.385","0.385","0.385"
"15584","0.391","0.391","0.391"
"15585","0.396","0.396","0.396"
"15586","0.4015","0.4015","0.4015"
"15587","0.407","0.407","0.407"
"15588","0.4065","0.4065","0.4065"
"15589","0.4075","0.4075","0.4075"
"15590","0.412","0.412","0.412"
"15591","0.416","0.416","0.416"
"15592","0.413","0.413","0.413"
"15593","0.4125","0.4125","0.4125"
"15594","0.4135","0.4135","0.4135"
"15595","0.4115","0.4115","0.4115"
"15596","0.4125","0.4125","0.4125"
"15597","0.4145","0.4145","0.4145"
"15598","0.411","0.411","0.411"
"15599","0.412","0.412","0.412"
"15600","0.0005","0.0005","0.0005"
"15601","0.052","0.052","0.052"
"15602","0.1555","0.1555","0.1555"
"15603","0.2365","0.2365","0.2365"
"15604","0.2925","0.2925","0.2925"
"15605","0.3275","0.3275","0.3275"
"15606","0.3415","0.3415","0.3415"
"15607","0.3505","0.3505","0.3505"
"15608","0.3645","0.3645","0.3645"
"15609","0.371","0.371","0.371"
"15610","0.368","0.368","0.368"
"15611","0.3715","0.3715","0.3715"
"15612","0.373","0.373","0.373"
"15613","0.3755","0.3755","0.3755"
"15614","0.377","0.377","0.377"
"15615","0.378","0.378","0.378"
"15616","0.3805","0.3805","0.3805"
"15617","0.3815","0.3815","0.3815"
"15618","0.3865","0.3865","0.3865"
"15619","0.3845","0.3845","0.3845"
"15620","0.385","0.385","0.385"
"15621","0.386","0.386","0.386"
"15622","0.386","0.386","0.386"
"15623","0.386","0.386","0.386"
"15624","0.389","0.389","0.389"
"15625","0.0005","0.0005","0.0005"
"15626","0.055","0.055","0.055"
"15627","0.1915","0.1915","0.1915"
"15628","0.2925","0.2925","0.2925"
"15629","0.36","0.36","0.36"
"15630","0.3985","0.3985","0.3985"
"15631","0.419","0.419","0.419"
"15632","0.435","0.435","0.435"
"15633","0.4375","0.4375","0.4375"
"15634","0.4495","0.4495","0.4495"
"15635","0.455","0.455","0.455"
"15636","0.4645","0.4645","0.4645"
"15637","0.466","0.466","0.466"
"15638","0.4705","0.4705","0.4705"
"15639","0.4765","0.4765","0.4765"
"15640","0.474","0.474","0.474"
"15641","0.475","0.475","0.475"
"15642","0.4805","0.4805","0.4805"
"15643","0.48","0.48","0.48"
"15644","0.4815","0.4815","0.4815"
"15645","0.4835","0.4835","0.4835"
"15646","0.4865","0.4865","0.4865"
"15647","0.4855","0.4855","0.4855"
"15648","0.4875","0.4875","0.4875"
"15649","0.49","0.49","0.49"
"15650","0.0315","0.0315","0.0315"
"15651","0.1015","0.1015","0.1015"
"15652","0.213","0.213","0.213"
"15653","0.309","0.309","0.309"
"15654","0.3675","0.3675","0.3675"
"15655","0.391","0.391","0.391"
"15656","0.415","0.415","0.415"
"15657","0.42","0.42","0.42"
"15658","0.431","0.431","0.431"
"15659","0.4335","0.4335","0.4335"
"15660","0.4315","0.4315","0.4315"
"15661","0.4375","0.4375","0.4375"
"15662","0.4395","0.4395","0.4395"
"15663","0.4415","0.4415","0.4415"
"15664","0.443","0.443","0.443"
"15665","0.4425","0.4425","0.4425"
"15666","0.4475","0.4475","0.4475"
"15667","0.4515","0.4515","0.4515"
"15668","0.4495","0.4495","0.4495"
"15669","0.45","0.45","0.45"
"15670","0.4505","0.4505","0.4505"
"15671","0.453","0.453","0.453"
"15672","0.455","0.455","0.455"
"15673","0.4565","0.4565","0.4565"
"15674","0.4565","0.4565","0.4565"
"15675","0.0335","0.0335","0.0335"
"15676","0.088","0.088","0.088"
"15677","0.1795","0.1795","0.1795"
"15678","0.2515","0.2515","0.2515"
"15679","0.289","0.289","0.289"
"15680","0.3075","0.3075","0.3075"
"15681","0.3175","0.3175","0.3175"
"15682","0.3235","0.3235","0.3235"
"15683","0.3345","0.3345","0.3345"
"15684","0.3425","0.3425","0.3425"
"15685","0.348","0.348","0.348"
"15686","0.3495","0.3495","0.3495"
"15687","0.35","0.35","0.35"
"15688","0.352","0.352","0.352"
"15689","0.357","0.357","0.357"
"15690","0.3595","0.3595","0.3595"
"15691","0.3635","0.3635","0.3635"
"15692","0.3645","0.3645","0.3645"
"15693","0.3635","0.3635","0.3635"
"15694","0.368","0.368","0.368"
"15695","0.3685","0.3685","0.3685"
"15696","0.3645","0.3645","0.3645"
"15697","0.37","0.37","0.37"
"15698","0.3705","0.3705","0.3705"
"15699","0.372","0.372","0.372"
"15700","0.016","0.016","0.016"
"15701","0.063","0.063","0.063"
"15702","0.1885","0.1885","0.1885"
"15703","0.2745","0.2745","0.2745"
"15704","0.3235","0.3235","0.3235"
"15705","0.345","0.345","0.345"
"15706","0.3605","0.3605","0.3605"
"15707","0.3645","0.3645","0.3645"
"15708","0.367","0.367","0.367"
"15709","0.3745","0.3745","0.3745"
"15710","0.3755","0.3755","0.3755"
"15711","0.3795","0.3795","0.3795"
"15712","0.3825","0.3825","0.3825"
"15713","0.383","0.383","0.383"
"15714","0.385","0.385","0.385"
"15715","0.388","0.388","0.388"
"15716","0.3895","0.3895","0.3895"
"15717","0.392","0.392","0.392"
"15718","0.394","0.394","0.394"
"15719","0.398","0.398","0.398"
"15720","0.3985","0.3985","0.3985"
"15721","0.3975","0.3975","0.3975"
"15722","0.399","0.399","0.399"
"15723","0.402","0.402","0.402"
"15724","0.3975","0.3975","0.3975"
"15725","0.0145","0.0145","0.0145"
"15726","0.105","0.105","0.105"
"15727","0.242","0.242","0.242"
"15728","0.33","0.33","0.33"
"15729","0.3785","0.3785","0.3785"
"15730","0.3985","0.3985","0.3985"
"15731","0.421","0.421","0.421"
"15732","0.4305","0.4305","0.4305"
"15733","0.4365","0.4365","0.4365"
"15734","0.447","0.447","0.447"
"15735","0.449","0.449","0.449"
"15736","0.449","0.449","0.449"
"15737","0.4545","0.4545","0.4545"
"15738","0.454","0.454","0.454"
"15739","0.4565","0.4565","0.4565"
"15740","0.457","0.457","0.457"
"15741","0.4565","0.4565","0.4565"
"15742","0.459","0.459","0.459"
"15743","0.4585","0.4585","0.4585"
"15744","0.4595","0.4595","0.4595"
"15745","0.462","0.462","0.462"
"15746","0.464","0.464","0.464"
"15747","0.465","0.465","0.465"
"15748","0.467","0.467","0.467"
"15749","0.4695","0.4695","0.4695"
"15750","0.003","0.003","0.003"
"15751","0.0755","0.0755","0.0755"
"15752","0.196","0.196","0.196"
"15753","0.3105","0.3105","0.3105"
"15754","0.3685","0.3685","0.3685"
"15755","0.4175","0.4175","0.4175"
"15756","0.4475","0.4475","0.4475"
"15757","0.4645","0.4645","0.4645"
"15758","0.475","0.475","0.475"
"15759","0.475","0.475","0.475"
"15760","0.4845","0.4845","0.4845"
"15761","0.4895","0.4895","0.4895"
"15762","0.4935","0.4935","0.4935"
"15763","0.498","0.498","0.498"
"15764","0.5025","0.5025","0.5025"
"15765","0.5","0.5","0.5"
"15766","0.5025","0.5025","0.5025"
"15767","0.504","0.504","0.504"
"15768","0.505","0.505","0.505"
"15769","0.508","0.508","0.508"
"15770","0.51","0.51","0.51"
"15771","0.513","0.513","0.513"
"15772","0.5165","0.5165","0.5165"
"15773","0.5165","0.5165","0.5165"
"15774","0.521","0.521","0.521"
"15775","0.0005","0.0005","0.0005"
"15776","0.0355","0.0355","0.0355"
"15777","0.139","0.139","0.139"
"15778","0.215","0.215","0.215"
"15779","0.2585","0.2585","0.2585"
"15780","0.28","0.28","0.28"
"15781","0.2875","0.2875","0.2875"
"15782","0.3005","0.3005","0.3005"
"15783","0.309","0.309","0.309"
"15784","0.3155","0.3155","0.3155"
"15785","0.3195","0.3195","0.3195"
"15786","0.3205","0.3205","0.3205"
"15787","0.3195","0.3195","0.3195"
"15788","0.3225","0.3225","0.3225"
"15789","0.3315","0.3315","0.3315"
"15790","0.3325","0.3325","0.3325"
"15791","0.3355","0.3355","0.3355"
"15792","0.337","0.337","0.337"
"15793","0.3395","0.3395","0.3395"
"15794","0.34","0.34","0.34"
"15795","0.341","0.341","0.341"
"15796","0.34","0.34","0.34"
"15797","0.3415","0.3415","0.3415"
"15798","0.3425","0.3425","0.3425"
"15799","0.3425","0.3425","0.3425"
"15800","0","0","0"
"15801","0.072","0.072","0.072"
"15802","0.215","0.215","0.215"
"15803","0.279","0.279","0.279"
"15804","0.3055","0.3055","0.3055"
"15805","0.33","0.33","0.33"
"15806","0.3405","0.3405","0.3405"
"15807","0.3515","0.3515","0.3515"
"15808","0.355","0.355","0.355"
"15809","0.3625","0.3625","0.3625"
"15810","0.3625","0.3625","0.3625"
"15811","0.3645","0.3645","0.3645"
"15812","0.3645","0.3645","0.3645"
"15813","0.367","0.367","0.367"
"15814","0.3665","0.3665","0.3665"
"15815","0.3685","0.3685","0.3685"
"15816","0.371","0.371","0.371"
"15817","0.371","0.371","0.371"
"15818","0.3765","0.3765","0.3765"
"15819","0.378","0.378","0.378"
"15820","0.378","0.378","0.378"
"15821","0.382","0.382","0.382"
"15822","0.3805","0.3805","0.3805"
"15823","0.379","0.379","0.379"
"15824","0.38","0.38","0.38"
"15825","0.002","0.002","0.002"
"15826","0.0645","0.0645","0.0645"
"15827","0.182","0.182","0.182"
"15828","0.2645","0.2645","0.2645"
"15829","0.311","0.311","0.311"
"15830","0.338","0.338","0.338"
"15831","0.3475","0.3475","0.3475"
"15832","0.3615","0.3615","0.3615"
"15833","0.3645","0.3645","0.3645"
"15834","0.3665","0.3665","0.3665"
"15835","0.3715","0.3715","0.3715"
"15836","0.3735","0.3735","0.3735"
"15837","0.377","0.377","0.377"
"15838","0.381","0.381","0.381"
"15839","0.3845","0.3845","0.3845"
"15840","0.382","0.382","0.382"
"15841","0.381","0.381","0.381"
"15842","0.383","0.383","0.383"
"15843","0.3815","0.3815","0.3815"
"15844","0.3865","0.3865","0.3865"
"15845","0.39","0.39","0.39"
"15846","0.389","0.389","0.389"
"15847","0.3855","0.3855","0.3855"
"15848","0.3875","0.3875","0.3875"
"15849","0.3885","0.3885","0.3885"
"15850","0.0025","0.0025","0.0025"
"15851","0.084","0.084","0.084"
"15852","0.234","0.234","0.234"
"15853","0.3435","0.3435","0.3435"
"15854","0.4035","0.4035","0.4035"
"15855","0.43","0.43","0.43"
"15856","0.4485","0.4485","0.4485"
"15857","0.455","0.455","0.455"
"15858","0.464","0.464","0.464"
"15859","0.469","0.469","0.469"
"15860","0.467","0.467","0.467"
"15861","0.4715","0.4715","0.4715"
"15862","0.471","0.471","0.471"
"15863","0.474","0.474","0.474"
"15864","0.475","0.475","0.475"
"15865","0.474","0.474","0.474"
"15866","0.478","0.478","0.478"
"15867","0.476","0.476","0.476"
"15868","0.4785","0.4785","0.4785"
"15869","0.483","0.483","0.483"
"15870","0.4835","0.4835","0.4835"
"15871","0.484","0.484","0.484"
"15872","0.4815","0.4815","0.4815"
"15873","0.482","0.482","0.482"
"15874","0.4845","0.4845","0.4845"
"15875","0.033","0.033","0.033"
"15876","0.109","0.109","0.109"
"15877","0.229","0.229","0.229"
"15878","0.3315","0.3315","0.3315"
"15879","0.3815","0.3815","0.3815"
"15880","0.4065","0.4065","0.4065"
"15881","0.424","0.424","0.424"
"15882","0.432","0.432","0.432"
"15883","0.4405","0.4405","0.4405"
"15884","0.4455","0.4455","0.4455"
"15885","0.449","0.449","0.449"
"15886","0.4535","0.4535","0.4535"
"15887","0.456","0.456","0.456"
"15888","0.4555","0.4555","0.4555"
"15889","0.4585","0.4585","0.4585"
"15890","0.458","0.458","0.458"
"15891","0.4565","0.4565","0.4565"
"15892","0.4565","0.4565","0.4565"
"15893","0.462","0.462","0.462"
"15894","0.4595","0.4595","0.4595"
"15895","0.458","0.458","0.458"
"15896","0.457","0.457","0.457"
"15897","0.4595","0.4595","0.4595"
"15898","0.461","0.461","0.461"
"15899","0.46","0.46","0.46"
"15900","0.0005","0.0005","0.0005"
"15901","0.0555","0.0555","0.0555"
"15902","0.207","0.207","0.207"
"15903","0.3135","0.3135","0.3135"
"15904","0.356","0.356","0.356"
"15905","0.3785","0.3785","0.3785"
"15906","0.3905","0.3905","0.3905"
"15907","0.398","0.398","0.398"
"15908","0.404","0.404","0.404"
"15909","0.4065","0.4065","0.4065"
