"Step","IMAGENET1k_ResNet34_FedAvg_sgd_lr0.001_BigModel - Global/Averaged Test Accuracy","IMAGENET1k_ResNet34_FedAvg_sgd_lr0.001_BigModel - Global/Averaged Test Accuracy__MIN","IMAGENET1k_ResNet34_FedAvg_sgd_lr0.001_BigModel - Global/Averaged Test Accuracy__MAX"
"18288","0.6245","0.6245","0.6245"
"18292","0.55","0.55","0.55"
"18300","0","0","0"
"18313","0.676","0.676","0.676"
"18331","0.61","0.61","0.61"
"18333","0.5775","0.5775","0.5775"
"18356","0.622","0.622","0.622"
"18357","0.667","0.667","0.667"
"18358","0.642","0.642","0.642"
"18361","0.6455","0.6455","0.6455"
"18365","0.6495","0.6495","0.6495"
"18366","0.6175","0.6175","0.6175"
"18369","0.579","0.579","0.579"
"18371","0.528","0.528","0.528"
"18374","0.5325","0.5325","0.5325"
"18376","0.421","0.421","0.421"
"18405","0.6165","0.6165","0.6165"
"18414","0.6205","0.6205","0.6205"
"18415","0.621","0.621","0.621"
"18429","0.6135","0.6135","0.6135"
"18430","0.646","0.646","0.646"
"18436","0.645","0.645","0.645"
"18438","0.6075","0.6075","0.6075"
"18441","0.5865","0.5865","0.5865"
"18443","0.529","0.529","0.529"
"18444","0.5835","0.5835","0.5835"
"18452","0.61","0.61","0.61"
"18469","0.53","0.53","0.53"
"18479","0.628","0.628","0.628"
"18483","0.6785","0.6785","0.6785"
"18487","0.6795","0.6795","0.6795"
"18491","0.613","0.613","0.613"
"18495","0.56","0.56","0.56"
"18516","0.6255","0.6255","0.6255"
"18526","0.498","0.498","0.498"
"18528","0.682","0.682","0.682"
"18535","0.712","0.712","0.712"
"18550","0","0","0"
"18554","0.5945","0.5945","0.5945"
"18555","0.5635","0.5635","0.5635"
"18558","0.6335","0.6335","0.6335"
"18568","0.566","0.566","0.566"
"18572","0.5775","0.5775","0.5775"
"18576","0.439","0.439","0.439"
"18578","0.5755","0.5755","0.5755"
"18586","0.5715","0.5715","0.5715"
"18596","0.533","0.533","0.533"
"18601","0.4165","0.4165","0.4165"
"18604","0.528","0.528","0.528"
"18613","0.548","0.548","0.548"
"18620","0.502","0.502","0.502"
"18623","0.539","0.539","0.539"
"18632","0.648","0.648","0.648"
"18635","0.6115","0.6115","0.6115"
"18636","0.65","0.65","0.65"
"18641","0.5735","0.5735","0.5735"
"18673","0.649","0.649","0.649"
"18676","0.5885","0.5885","0.5885"
"18687","0.65","0.65","0.65"
"18697","0.637","0.637","0.637"
"18707","0.6005","0.6005","0.6005"
"18710","0.626","0.626","0.626"
"18721","0.6345","0.6345","0.6345"
"18725","0","0","0"
"18731","0.628","0.628","0.628"
"18734","0.599","0.599","0.599"
"18743","0.5995","0.5995","0.5995"
"18745","0.5845","0.5845","0.5845"
"18749","0.598","0.598","0.598"
"18752","0.4985","0.4985","0.4985"
"18753","0.595","0.595","0.595"
"18760","0.676","0.676","0.676"
"18763","0.6745","0.6745","0.6745"
"18764","0.6165","0.6165","0.6165"
"18767","0.619","0.619","0.619"
"18768","0.615","0.615","0.615"
"18770","0.6495","0.6495","0.6495"
"18772","0.6485","0.6485","0.6485"
"18778","0.6435","0.6435","0.6435"
"18779","0.6625","0.6625","0.6625"
"18790","0.6105","0.6105","0.6105"
"18802","0.541","0.541","0.541"
"18807","0.6425","0.6425","0.6425"
"18809","0.6645","0.6645","0.6645"
"18824","0.514","0.514","0.514"
"18828","0.5935","0.5935","0.5935"
"18834","0.5695","0.5695","0.5695"
"18835","0.625","0.625","0.625"
"18841","0.5785","0.5785","0.5785"
"18857","0.648","0.648","0.648"
"18868","0.645","0.645","0.645"
"18872","0.627","0.627","0.627"
"18874","0.644","0.644","0.644"
"18888","0.633","0.633","0.633"
"18890","0.5575","0.5575","0.5575"
"18903","0.4695","0.4695","0.4695"
"18905","0.5065","0.5065","0.5065"
"18924","0.512","0.512","0.512"
"18931","0.563","0.563","0.563"
"18935","0.5115","0.5115","0.5115"
"18937","0.5675","0.5675","0.5675"
"18950","0","0","0"
"18975","0","0","0"
"18983","0.598","0.598","0.598"
"18991","0.5125","0.5125","0.5125"
"19027","0.466","0.466","0.466"
"19035","0.6195","0.6195","0.6195"
"19042","0.611","0.611","0.611"
"19046","0.5525","0.5525","0.5525"
"19047","0.5245","0.5245","0.5245"
"19048","0.5125","0.5125","0.5125"
"19050","0.0105","0.0105","0.0105"
"19056","0.6195","0.6195","0.6195"
"19059","0.634","0.634","0.634"
"19081","0.5965","0.5965","0.5965"
"19085","0.6485","0.6485","0.6485"
"19093","0.5455","0.5455","0.5455"
"19096","0.553","0.553","0.553"
"19098","0.56","0.56","0.56"
"19103","0.5215","0.5215","0.5215"
"19108","0.6015","0.6015","0.6015"
"19117","0.6015","0.6015","0.6015"
"19118","0.6405","0.6405","0.6405"
"19119","0.6025","0.6025","0.6025"
"19131","0.59","0.59","0.59"
"19136","0.553","0.553","0.553"
"19140","0.54","0.54","0.54"
"19152","0.4895","0.4895","0.4895"
"19154","0.5345","0.5345","0.5345"
"19161","0.5645","0.5645","0.5645"
"19166","0.6255","0.6255","0.6255"
"19168","0.5895","0.5895","0.5895"
"19169","0.615","0.615","0.615"
"19198","0.629","0.629","0.629"
"19214","0.64","0.64","0.64"
"19215","0.581","0.581","0.581"
"19226","0.4665","0.4665","0.4665"
"19228","0.664","0.664","0.664"
"19230","0.6975","0.6975","0.6975"
"19242","0.6315","0.6315","0.6315"
"19246","0.543","0.543","0.543"
"19253","0.579","0.579","0.579"
"19257","0.5915","0.5915","0.5915"
"19261","0.653","0.653","0.653"
"19266","0.637","0.637","0.637"
"19275","0","0","0"
"19278","0.584","0.584","0.584"
"19291","0.6055","0.6055","0.6055"
"19294","0.608","0.608","0.608"
"19296","0.6475","0.6475","0.6475"
"19298","0.647","0.647","0.647"
"19301","0.4495","0.4495","0.4495"
"19310","0.6345","0.6345","0.6345"
"19316","0.6355","0.6355","0.6355"
"19317","0.583","0.583","0.583"
"19325","0","0","0"
"19328","0.5715","0.5715","0.5715"
"19336","0.584","0.584","0.584"
"19342","0.6175","0.6175","0.6175"
"19355","0.6135","0.6135","0.6135"
"19360","0.6615","0.6615","0.6615"
"19361","0.6575","0.6575","0.6575"
"19366","0.6255","0.6255","0.6255"
"19368","0.5885","0.5885","0.5885"
"19374","0.6205","0.6205","0.6205"
"19380","0.591","0.591","0.591"
"19382","0.602","0.602","0.602"
"19394","0.561","0.561","0.561"
"19396","0.5725","0.5725","0.5725"
"19401","0.382","0.382","0.382"
"19406","0.5875","0.5875","0.5875"
"19409","0.643","0.643","0.643"
"19410","0.66","0.66","0.66"
"19414","0.6125","0.6125","0.6125"
"19419","0.6415","0.6415","0.6415"
"19423","0.569","0.569","0.569"
"19446","0.5795","0.5795","0.5795"
"19447","0.6185","0.6185","0.6185"
"19449","0.536","0.536","0.536"
"19451","0.4495","0.4495","0.4495"
"19452","0.4975","0.4975","0.4975"
"19455","0.584","0.584","0.584"
"19463","0.5805","0.5805","0.5805"
"19466","0.572","0.572","0.572"
"19470","0.5475","0.5475","0.5475"
"19474","0.535","0.535","0.535"
"19476","0.3905","0.3905","0.3905"
"19477","0.476","0.476","0.476"
"19484","0.5615","0.5615","0.5615"
"19488","0.6045","0.6045","0.6045"
"19490","0.5775","0.5775","0.5775"
"19493","0.5485","0.5485","0.5485"
"19495","0.514","0.514","0.514"
"19497","0.5495","0.5495","0.5495"
"19509","0.565","0.565","0.565"
"19510","0.5435","0.5435","0.5435"
"19516","0.577","0.577","0.577"
"19535","0.632","0.632","0.632"
"19540","0.645","0.645","0.645"
"19560","0.603","0.603","0.603"
"19569","0.595","0.595","0.595"
"19570","0.593","0.593","0.593"
"19579","0.631","0.631","0.631"
"19581","0.6865","0.6865","0.6865"
"19582","0.651","0.651","0.651"
"19590","0.743","0.743","0.743"
"19594","0.6495","0.6495","0.6495"
"19599","0.573","0.573","0.573"
"19603","0.513","0.513","0.513"
"19614","0.5765","0.5765","0.5765"
"19616","0.5495","0.5495","0.5495"
"19626","0.4685","0.4685","0.4685"
"19635","0.648","0.648","0.648"
"19641","0.631","0.631","0.631"
"19646","0.5275","0.5275","0.5275"
"19649","0.527","0.527","0.527"
"19652","0.5565","0.5565","0.5565"
"19654","0.6365","0.6365","0.6365"
"19655","0.636","0.636","0.636"
"19657","0.6705","0.6705","0.6705"
"19666","0.5945","0.5945","0.5945"
"19672","0.5365","0.5365","0.5365"
"19693","0.5485","0.5485","0.5485"
"19694","0.5685","0.5685","0.5685"
"19700","0","0","0"
"19701","0.446","0.446","0.446"
"19720","0.5785","0.5785","0.5785"
"19723","0.5665","0.5665","0.5665"
"19725","0","0","0"
"19741","0.559","0.559","0.559"
"19747","0.5345","0.5345","0.5345"
"19755","0.551","0.551","0.551"
"19756","0.561","0.561","0.561"
"19757","0.55","0.55","0.55"
"19764","0.57","0.57","0.57"
"19786","0.519","0.519","0.519"
"19796","0.526","0.526","0.526"
"19806","0.64","0.64","0.64"
"19809","0.615","0.615","0.615"
"19810","0.5985","0.5985","0.5985"
"19812","0.604","0.604","0.604"
"19843","0.6215","0.6215","0.6215"
"19846","0.557","0.557","0.557"
"19849","0.5525","0.5525","0.5525"
"19851","0.484","0.484","0.484"
"19860","0.645","0.645","0.645"
"19862","0.6485","0.6485","0.6485"
"19864","0.625","0.625","0.625"
"19865","0.634","0.634","0.634"
"19867","0.553","0.553","0.553"
"19868","0.598","0.598","0.598"
"19872","0.568","0.568","0.568"
"19883","0.643","0.643","0.643"
"19885","0.6425","0.6425","0.6425"
"19886","0.636","0.636","0.636"
"19894","0.5805","0.5805","0.5805"
"19900","0","0","0"
"19910","0.629","0.629","0.629"
"19919","0.5775","0.5775","0.5775"
"19932","0.6415","0.6415","0.6415"
"19934","0.672","0.672","0.672"
"19938","0.6665","0.6665","0.6665"
"19939","0.6195","0.6195","0.6195"
"19941","0.5365","0.5365","0.5365"
"19951","0.473","0.473","0.473"
"19954","0.6615","0.6615","0.6615"
"19960","0.651","0.651","0.651"
"19962","0.673","0.673","0.673"
"19964","0.641","0.641","0.641"
"19965","0.646","0.646","0.646"
"19968","0.6395","0.6395","0.6395"
"19978","0.647","0.647","0.647"
"19983","0.636","0.636","0.636"
"19996","0.556","0.556","0.556"
"20001","0.368","0.368","0.368"
"20006","0.5435","0.5435","0.5435"
"20010","0.5595","0.5595","0.5595"
"20011","0.5975","0.5975","0.5975"
"20027","0.5455","0.5455","0.5455"
"20036","0.645","0.645","0.645"
"20038","0.6435","0.6435","0.6435"
"20042","0.6305","0.6305","0.6305"
"20044","0.597","0.597","0.597"
"20045","0.58","0.58","0.58"
"20047","0.569","0.569","0.569"
"20049","0.574","0.574","0.574"
"20060","0.588","0.588","0.588"
"20075","0","0","0"
"20077","0.4565","0.4565","0.4565"
"20078","0.5775","0.5775","0.5775"
"20081","0.6345","0.6345","0.6345"
"20085","0.6135","0.6135","0.6135"
"20087","0.612","0.612","0.612"
"20090","0.587","0.587","0.587"
"20092","0.604","0.604","0.604"
"20099","0.561","0.561","0.561"
"20103","0.5185","0.5185","0.5185"
"20109","0.6825","0.6825","0.6825"
"20112","0.6215","0.6215","0.6215"
"20115","0.641","0.641","0.641"
"20124","0.525","0.525","0.525"
"20126","0.483","0.483","0.483"
"20129","0.6645","0.6645","0.6645"
"20131","0.663","0.663","0.663"
"20135","0.668","0.668","0.668"
"20137","0.676","0.676","0.676"
"20139","0.658","0.658","0.658"
"20152","0.5145","0.5145","0.5145"
"20160","0.567","0.567","0.567"
"20167","0.5295","0.5295","0.5295"
"20172","0.545","0.545","0.545"
"20177","0.495","0.495","0.495"
"20182","0.5855","0.5855","0.5855"
"20195","0.4805","0.4805","0.4805"
"20209","0.667","0.667","0.667"
"20210","0.653","0.653","0.653"
"20214","0.6315","0.6315","0.6315"
"20227","0.5475","0.5475","0.5475"
"20243","0.536","0.536","0.536"
"20247","0.5275","0.5275","0.5275"
"20254","0.5955","0.5955","0.5955"
"20266","0.589","0.589","0.589"
"20274","0.6075","0.6075","0.6075"
"20280","0.6535","0.6535","0.6535"
"20295","0.6455","0.6455","0.6455"
"20299","0.6165","0.6165","0.6165"
"20301","0.439","0.439","0.439"
"20302","0.598","0.598","0.598"
"20310","0.66","0.66","0.66"
"20314","0.5905","0.5905","0.5905"
"20316","0.557","0.557","0.557"
"20322","0.5415","0.5415","0.5415"
"20331","0.6475","0.6475","0.6475"
"20333","0.691","0.691","0.691"
"20337","0.57","0.57","0.57"
"20343","0.5435","0.5435","0.5435"
"20345","0.502","0.502","0.502"
"20359","0.582","0.582","0.582"
"20365","0.5925","0.5925","0.5925"
"20366","0.549","0.549","0.549"
"20367","0.553","0.553","0.553"
"20370","0.566","0.566","0.566"
"20371","0.531","0.531","0.531"
"20380","0.594","0.594","0.594"
"20381","0.6505","0.6505","0.6505"
"20387","0.6195","0.6195","0.6195"
"20395","0.568","0.568","0.568"
"20399","0.5315","0.5315","0.5315"
"20403","0.5365","0.5365","0.5365"
"20410","0.599","0.599","0.599"
"20412","0.5505","0.5505","0.5505"
"20422","0.49","0.49","0.49"
"20428","0.626","0.626","0.626"
"20435","0.6495","0.6495","0.6495"
"20436","0.643","0.643","0.643"
"20437","0.6545","0.6545","0.6545"
"20438","0.643","0.643","0.643"
"20459","0.6525","0.6525","0.6525"
"20462","0.581","0.581","0.581"
"20466","0.606","0.606","0.606"
"20476","0.482","0.482","0.482"
"20492","0.567","0.567","0.567"
"20494","0.5605","0.5605","0.5605"
"20495","0.5675","0.5675","0.5675"
"20524","0.515","0.515","0.515"
"20525","0","0","0"
"20530","0.5835","0.5835","0.5835"
"20539","0.6105","0.6105","0.6105"
"20542","0.607","0.607","0.607"
"20549","0.5735","0.5735","0.5735"
"20558","0.648","0.648","0.648"
"20571","0.5605","0.5605","0.5605"
"20578","0.699","0.699","0.699"
"20583","0.691","0.691","0.691"
"20585","0.6765","0.6765","0.6765"
"20587","0.6195","0.6195","0.6195"
"20596","0.611","0.611","0.611"
"20606","0.6035","0.6035","0.6035"
"20611","0.611","0.611","0.611"
"20618","0.5595","0.5595","0.5595"
"20625","0","0","0"
"20627","0.491","0.491","0.491"
"20635","0.6035","0.6035","0.6035"
"20636","0.6605","0.6605","0.6605"
"20638","0.6775","0.6775","0.6775"
"20639","0.671","0.671","0.671"
"20644","0.639","0.639","0.639"
"20648","0.581","0.581","0.581"
"20660","0.599","0.599","0.599"
"20665","0.5915","0.5915","0.5915"
"20668","0.595","0.595","0.595"
"20674","0.5675","0.5675","0.5675"
"20675","0","0","0"
"20683","0.6415","0.6415","0.6415"
"20709","0.6375","0.6375","0.6375"
"20710","0.6055","0.6055","0.6055"
"20720","0.585","0.585","0.585"
"20723","0.5665","0.5665","0.5665"
"20731","0.677","0.677","0.677"
"20740","0.596","0.596","0.596"
"20749","0.5175","0.5175","0.5175"
"20754","0.5395","0.5395","0.5395"
"20755","0.5485","0.5485","0.5485"
"20761","0.5975","0.5975","0.5975"
"20768","0.5905","0.5905","0.5905"
"20773","0.526","0.526","0.526"
"20775","0","0","0"
"20777","0.5295","0.5295","0.5295"
"20783","0.6075","0.6075","0.6075"
"20786","0.6155","0.6155","0.6155"
"20791","0.6015","0.6015","0.6015"
"20799","0.5435","0.5435","0.5435"
"20802","0.467","0.467","0.467"
"20805","0.5635","0.5635","0.5635"
"20806","0.617","0.617","0.617"
"20807","0.595","0.595","0.595"
"20809","0.639","0.639","0.639"
"20810","0.565","0.565","0.565"
"20812","0.6325","0.6325","0.6325"
"20816","0.623","0.623","0.623"
"20820","0.6015","0.6015","0.6015"
"20833","0.6075","0.6075","0.6075"
"20851","0.459","0.459","0.459"
"20855","0.634","0.634","0.634"
"20856","0.634","0.634","0.634"
"20863","0.6505","0.6505","0.6505"
"20869","0.634","0.634","0.634"
"20875","0","0","0"
"20881","0.644","0.644","0.644"
"20899","0.623","0.623","0.623"
"20901","0.4525","0.4525","0.4525"
"20904","0.6335","0.6335","0.6335"
"20905","0.649","0.649","0.649"
"20910","0.697","0.697","0.697"
"20932","0.6155","0.6155","0.6155"
"20938","0.592","0.592","0.592"
"20939","0.5675","0.5675","0.5675"
"20940","0.645","0.645","0.645"
"20945","0.531","0.531","0.531"
"20947","0.556","0.556","0.556"
"20952","0.517","0.517","0.517"
"20955","0.647","0.647","0.647"
"20968","0.59","0.59","0.59"
"20974","0.5545","0.5545","0.5545"
"20991","0.5745","0.5745","0.5745"
"21002","0.466","0.466","0.466"
"21004","0.595","0.595","0.595"
"21010","0.608","0.608","0.608"
"21031","0.6125","0.6125","0.6125"
"21040","0.571","0.571","0.571"
"21044","0.531","0.531","0.531"
"21048","0.449","0.449","0.449"
"21050","0","0","0"
"21057","0.6255","0.6255","0.6255"
"21064","0.696","0.696","0.696"
"21067","0.622","0.622","0.622"
"21072","0.6295","0.6295","0.6295"
"21073","0.612","0.612","0.612"
"21074","0.5675","0.5675","0.5675"
"21075","0","0","0"
"21078","0.7165","0.7165","0.7165"
"21080","0.694","0.694","0.694"
"21084","0.706","0.706","0.706"
"21085","0.6245","0.6245","0.6245"
"21089","0.595","0.595","0.595"
"21098","0.5345","0.5345","0.5345"
"21102","0.5425","0.5425","0.5425"
"21118","0.607","0.607","0.607"
"21122","0.5085","0.5085","0.5085"
"21127","0.481","0.481","0.481"
"21131","0.601","0.601","0.601"
"21136","0.642","0.642","0.642"
"21140","0.5835","0.5835","0.5835"
"21143","0.603","0.603","0.603"
"21145","0.599","0.599","0.599"
"21149","0.6235","0.6235","0.6235"
"21173","0.5625","0.5625","0.5625"
"21179","0.515","0.515","0.515"
"21182","0.5585","0.5585","0.5585"
"21191","0.545","0.545","0.545"
"21196","0.4975","0.4975","0.4975"
"21199","0.506","0.506","0.506"
"21207","0.6455","0.6455","0.6455"
"21208","0.6435","0.6435","0.6435"
"21210","0.6055","0.6055","0.6055"
"21224","0.584","0.584","0.584"
"21231","0.5745","0.5745","0.5745"
"21234","0.5485","0.5485","0.5485"
"21236","0.589","0.589","0.589"
"21238","0.5805","0.5805","0.5805"
"21249","0.5185","0.5185","0.5185"
"21255","0.5575","0.5575","0.5575"
"21262","0.6025","0.6025","0.6025"
"21267","0.632","0.632","0.632"
"21270","0.545","0.545","0.545"
"21271","0.5695","0.5695","0.5695"
"21276","0.357","0.357","0.357"
"21288","0.654","0.654","0.654"
"21290","0.567","0.567","0.567"
"21293","0.579","0.579","0.579"
"21299","0.546","0.546","0.546"
"21307","0.735","0.735","0.735"
"21315","0.7275","0.7275","0.7275"
"21327","0.5765","0.5765","0.5765"
"21328","0.5915","0.5915","0.5915"
"21329","0.606","0.606","0.606"
"21333","0.623","0.623","0.623"
"21343","0.5795","0.5795","0.5795"
"21345","0.591","0.591","0.591"
"21349","0.6165","0.6165","0.6165"
"21359","0.619","0.619","0.619"
"21363","0.563","0.563","0.563"
"21365","0.53","0.53","0.53"
"21370","0.5345","0.5345","0.5345"
"21374","0.487","0.487","0.487"
"21375","0","0","0"
"21377","0.4995","0.4995","0.4995"
"21379","0.6185","0.6185","0.6185"
"21382","0.6035","0.6035","0.6035"
"21392","0.6575","0.6575","0.6575"
"21400","0","0","0"
"21412","0.6705","0.6705","0.6705"
"21417","0.6365","0.6365","0.6365"
"21426","0.3875","0.3875","0.3875"
"21429","0.5425","0.5425","0.5425"
"21440","0.5255","0.5255","0.5255"
"21443","0.54","0.54","0.54"
"21445","0.4725","0.4725","0.4725"
"21457","0.6955","0.6955","0.6955"
"21468","0.629","0.629","0.629"
"21469","0.6805","0.6805","0.6805"
"21471","0.6665","0.6665","0.6665"
"21475","0","0","0"
"21476","0.4285","0.4285","0.4285"
"21481","0.654","0.654","0.654"
"21487","0.651","0.651","0.651"
"21489","0.6795","0.6795","0.6795"
"21492","0.6665","0.6665","0.6665"
"21496","0.555","0.555","0.555"
"21499","0.548","0.548","0.548"
"21508","0.6015","0.6015","0.6015"
"21515","0.5495","0.5495","0.5495"
"21519","0.5495","0.5495","0.5495"
"21521","0.521","0.521","0.521"
"21532","0.6005","0.6005","0.6005"
"21534","0.714","0.714","0.714"
"21543","0.519","0.519","0.519"
"21550","0","0","0"
"21551","0.355","0.355","0.355"
"21554","0.5845","0.5845","0.5845"
"21566","0.627","0.627","0.627"
"21592","0.538","0.538","0.538"
"21595","0.529","0.529","0.529"
"21597","0.507","0.507","0.507"
"21611","0.588","0.588","0.588"
"21615","0.5865","0.5865","0.5865"
"21621","0.562","0.562","0.562"
"21631","0.6585","0.6585","0.6585"
"21644","0.5805","0.5805","0.5805"
"21646","0.582","0.582","0.582"
"21648","0.5595","0.5595","0.5595"
"21650","0","0","0"
"21651","0.437","0.437","0.437"
"21652","0.495","0.495","0.495"
"21660","0.6485","0.6485","0.6485"
"21669","0.614","0.614","0.614"
"21670","0.612","0.612","0.612"
"21673","0.596","0.596","0.596"
"21674","0.594","0.594","0.594"
"21681","0.685","0.685","0.685"
"21691","0.6435","0.6435","0.6435"
"21695","0.6105","0.6105","0.6105"
"21703","0.5835","0.5835","0.5835"
"21704","0.5685","0.5685","0.5685"
"21705","0.571","0.571","0.571"
"21719","0.5085","0.5085","0.5085"
"21725","0","0","0"
"21729","0.5445","0.5445","0.5445"
"21731","0.5635","0.5635","0.5635"
"21741","0.558","0.558","0.558"
"21746","0.517","0.517","0.517"
"21749","0.4855","0.4855","0.4855"
"21752","0.4885","0.4885","0.4885"
"21753","0.5375","0.5375","0.5375"
"21755","0.544","0.544","0.544"
"21757","0.5305","0.5305","0.5305"
"21762","0.533","0.533","0.533"
"21764","0.5","0.5","0.5"
"21775","0","0","0"
"21781","0.6365","0.6365","0.6365"
"21782","0.6345","0.6345","0.6345"
"21784","0.6035","0.6035","0.6035"
"21786","0.599","0.599","0.599"
"21790","0.539","0.539","0.539"
"21791","0.614","0.614","0.614"
"21805","0.508","0.508","0.508"
"21807","0.569","0.569","0.569"
"21811","0.58","0.58","0.58"
"21812","0.5635","0.5635","0.5635"
"21828","0.563","0.563","0.563"
"21833","0.5845","0.5845","0.5845"
"21835","0.588","0.588","0.588"
"21849","0.514","0.514","0.514"
"21854","0.5595","0.5595","0.5595"
"21859","0.5815","0.5815","0.5815"
"21864","0.635","0.635","0.635"
"21867","0.575","0.575","0.575"
"21873","0.516","0.516","0.516"
"21879","0.642","0.642","0.642"
"21882","0.6535","0.6535","0.6535"
"21887","0.653","0.653","0.653"
"21894","0.543","0.543","0.543"
"21895","0.607","0.607","0.607"
"21896","0.5485","0.5485","0.5485"
