Step,IMAGENET1k_CNN_FedAvg_sgd_lr0.005[g] - Global/Averaged Distance,IMAGENET1k_CNN_FedAvg_sgd_lr0.005[g] - Global/Averaged Distance__MIN,IMAGENET1k_CNN_FedAvg_sgd_lr0.005[g] - Global/Averaged Distance__MAX,IMAGENET1k_CNN_FedAvg_sgd_lr0.005[g] - Global/Averaged Distance,IMAGENET1k_CNN_FedAvg_sgd_lr0.005[g] - Global/Averaged Distance__MIN,IMAGENET1k_CNN_FedAvg_sgd_lr0.005[g] - Global/Averaged Distance__MAX,IMAGENET1k_CNN_FedAvg_sgd_lr0.005[g] - Global/Averaged Distance,IMAGENET1k_CNN_FedAvg_sgd_lr0.005[g] - Global/Averaged Distance__MIN,IMAGENET1k_CNN_FedAvg_sgd_lr0.005[g] - Global/Averaged Distance__MAX
940,4.57E-08,4.57E-08,4.57E-08,4.57E-08,4.57E-08,4.57E-08,4.57E-08,4.57E-08,4.57E-08
950,4.02E-08,4.02E-08,4.02E-08,4.02E-08,4.02E-08,4.02E-08,4.02E-08,4.02E-08,4.02E-08
959,4.99E-08,4.99E-08,4.99E-08,4.99E-08,4.99E-08,4.99E-08,4.99E-08,4.99E-08,4.99E-08
963,4.44E-08,4.44E-08,4.44E-08,4.44E-08,4.44E-08,4.44E-08,4.44E-08,4.44E-08,4.44E-08
965,4.32E-08,4.32E-08,4.32E-08,4.32E-08,4.32E-08,4.32E-08,4.32E-08,4.32E-08,4.32E-08
977,1.08E-07,1.08E-07,1.08E-07,1.08E-07,1.08E-07,1.08E-07,1.08E-07,1.08E-07,1.08E-07
987,5.17E-08,5.17E-08,5.17E-08,5.17E-08,5.17E-08,5.17E-08,5.17E-08,5.17E-08,5.17E-08
991,4.76E-08,4.76E-08,4.76E-08,4.76E-08,4.76E-08,4.76E-08,4.76E-08,4.76E-08,4.76E-08
1015,4.62E-08,4.62E-08,4.62E-08,4.62E-08,4.62E-08,4.62E-08,4.62E-08,4.62E-08,4.62E-08
1016,4.62E-08,4.62E-08,4.62E-08,4.62E-08,4.62E-08,4.62E-08,4.62E-08,4.62E-08,4.62E-08
1017,4.57E-08,4.57E-08,4.57E-08,4.57E-08,4.57E-08,4.57E-08,4.57E-08,4.57E-08,4.57E-08
1022,4.18E-08,4.18E-08,4.18E-08,4.18E-08,4.18E-08,4.18E-08,4.18E-08,4.18E-08,4.18E-08
1040,4.50E-08,4.50E-08,4.50E-08,4.50E-08,4.50E-08,4.50E-08,4.50E-08,4.50E-08,4.50E-08
1045,4.13E-08,4.13E-08,4.13E-08,4.13E-08,4.13E-08,4.13E-08,4.13E-08,4.13E-08,4.13E-08
1047,4.03E-08,4.03E-08,4.03E-08,4.03E-08,4.03E-08,4.03E-08,4.03E-08,4.03E-08,4.03E-08
1050,3.94E-08,3.94E-08,3.94E-08,3.94E-08,3.94E-08,3.94E-08,3.94E-08,3.94E-08,3.94E-08
1054,7.66E-08,7.66E-08,7.66E-08,7.66E-08,7.66E-08,7.66E-08,7.66E-08,7.66E-08,7.66E-08
1058,5.47E-08,5.47E-08,5.47E-08,5.47E-08,5.47E-08,5.47E-08,5.47E-08,5.47E-08,5.47E-08
1062,4.68E-08,4.68E-08,4.68E-08,4.68E-08,4.68E-08,4.68E-08,4.68E-08,4.68E-08,4.68E-08
1063,4.58E-08,4.58E-08,4.58E-08,4.58E-08,4.58E-08,4.58E-08,4.58E-08,4.58E-08,4.58E-08
1064,4.51E-08,4.51E-08,4.51E-08,4.51E-08,4.51E-08,4.51E-08,4.51E-08,4.51E-08,4.51E-08
1065,4.37E-08,4.37E-08,4.37E-08,4.37E-08,4.37E-08,4.37E-08,4.37E-08,4.37E-08,4.37E-08
1068,4.15E-08,4.15E-08,4.15E-08,4.15E-08,4.15E-08,4.15E-08,4.15E-08,4.15E-08,4.15E-08
1071,4.02E-08,4.02E-08,4.02E-08,4.02E-08,4.02E-08,4.02E-08,4.02E-08,4.02E-08,4.02E-08
1078,8.77E-08,8.77E-08,8.77E-08,8.77E-08,8.77E-08,8.77E-08,8.77E-08,8.77E-08,8.77E-08
1080,6.55E-08,6.55E-08,6.55E-08,6.55E-08,6.55E-08,6.55E-08,6.55E-08,6.55E-08,6.55E-08
1081,5.81E-08,5.81E-08,5.81E-08,5.81E-08,5.81E-08,5.81E-08,5.81E-08,5.81E-08,5.81E-08
1097,4.06E-08,4.06E-08,4.06E-08,4.06E-08,4.06E-08,4.06E-08,4.06E-08,4.06E-08,4.06E-08
1107,6.22E-08,6.22E-08,6.22E-08,6.22E-08,6.22E-08,6.22E-08,6.22E-08,6.22E-08,6.22E-08
1111,5.08E-08,5.08E-08,5.08E-08,5.08E-08,5.08E-08,5.08E-08,5.08E-08,5.08E-08,5.08E-08
1126,1.63E-07,1.63E-07,1.63E-07,1.63E-07,1.63E-07,1.63E-07,1.63E-07,1.63E-07,1.63E-07
1132,6.25E-08,6.25E-08,6.25E-08,6.25E-08,6.25E-08,6.25E-08,6.25E-08,6.25E-08,6.25E-08
1148,4.23E-08,4.23E-08,4.23E-08,4.23E-08,4.23E-08,4.23E-08,4.23E-08,4.23E-08,4.23E-08
1156,6.12E-08,6.12E-08,6.12E-08,6.12E-08,6.12E-08,6.12E-08,6.12E-08,6.12E-08,6.12E-08
1174,3.95E-08,3.95E-08,3.95E-08,3.95E-08,3.95E-08,3.95E-08,3.95E-08,3.95E-08,3.95E-08
1176,1.58E-07,1.58E-07,1.58E-07,1.58E-07,1.58E-07,1.58E-07,1.58E-07,1.58E-07,1.58E-07
1185,5.21E-08,5.21E-08,5.21E-08,5.21E-08,5.21E-08,5.21E-08,5.21E-08,5.21E-08,5.21E-08
1191,4.48E-08,4.48E-08,4.48E-08,4.48E-08,4.48E-08,4.48E-08,4.48E-08,4.48E-08,4.48E-08
1192,4.41E-08,4.41E-08,4.41E-08,4.41E-08,4.41E-08,4.41E-08,4.41E-08,4.41E-08,4.41E-08
1196,4.18E-08,4.18E-08,4.18E-08,4.18E-08,4.18E-08,4.18E-08,4.18E-08,4.18E-08,4.18E-08
1204,8.32E-08,8.32E-08,8.32E-08,8.32E-08,8.32E-08,8.32E-08,8.32E-08,8.32E-08,8.32E-08
1211,5.27E-08,5.27E-08,5.27E-08,5.27E-08,5.27E-08,5.27E-08,5.27E-08,5.27E-08,5.27E-08
1219,4.28E-08,4.28E-08,4.28E-08,4.28E-08,4.28E-08,4.28E-08,4.28E-08,4.28E-08,4.28E-08
1221,4.24E-08,4.24E-08,4.24E-08,4.24E-08,4.24E-08,4.24E-08,4.24E-08,4.24E-08,4.24E-08
1228,9.67E-08,9.67E-08,9.67E-08,9.67E-08,9.67E-08,9.67E-08,9.67E-08,9.67E-08,9.67E-08
1241,4.48E-08,4.48E-08,4.48E-08,4.48E-08,4.48E-08,4.48E-08,4.48E-08,4.48E-08,4.48E-08
1242,4.39E-08,4.39E-08,4.39E-08,4.39E-08,4.39E-08,4.39E-08,4.39E-08,4.39E-08,4.39E-08
1245,4.25E-08,4.25E-08,4.25E-08,4.25E-08,4.25E-08,4.25E-08,4.25E-08,4.25E-08,4.25E-08
1262,5.13E-08,5.13E-08,5.13E-08,5.13E-08,5.13E-08,5.13E-08,5.13E-08,5.13E-08,5.13E-08
1266,4.67E-08,4.67E-08,4.67E-08,4.67E-08,4.67E-08,4.67E-08,4.67E-08,4.67E-08,4.67E-08
1267,4.58E-08,4.58E-08,4.58E-08,4.58E-08,4.58E-08,4.58E-08,4.58E-08,4.58E-08,4.58E-08
1271,4.31E-08,4.31E-08,4.31E-08,4.31E-08,4.31E-08,4.31E-08,4.31E-08,4.31E-08,4.31E-08
1274,4.21E-08,4.21E-08,4.21E-08,4.21E-08,4.21E-08,4.21E-08,4.21E-08,4.21E-08,4.21E-08
1275,4.14E-08,4.14E-08,4.14E-08,4.14E-08,4.14E-08,4.14E-08,4.14E-08,4.14E-08,4.14E-08
1287,4.73E-08,4.73E-08,4.73E-08,4.73E-08,4.73E-08,4.73E-08,4.73E-08,4.73E-08,4.73E-08
1289,4.59E-08,4.59E-08,4.59E-08,4.59E-08,4.59E-08,4.59E-08,4.59E-08,4.59E-08,4.59E-08
1310,5.06E-08,5.06E-08,5.06E-08,5.06E-08,5.06E-08,5.06E-08,5.06E-08,5.06E-08,5.06E-08
1311,4.85E-08,4.85E-08,4.85E-08,4.85E-08,4.85E-08,4.85E-08,4.85E-08,4.85E-08,4.85E-08
1317,4.26E-08,4.26E-08,4.26E-08,4.26E-08,4.26E-08,4.26E-08,4.26E-08,4.26E-08,4.26E-08
1323,3.96E-08,3.96E-08,3.96E-08,3.96E-08,3.96E-08,3.96E-08,3.96E-08,3.96E-08,3.96E-08
1324,3.93E-08,3.93E-08,3.93E-08,3.93E-08,3.93E-08,3.93E-08,3.93E-08,3.93E-08,3.93E-08
1328,9.61E-08,9.61E-08,9.61E-08,9.61E-08,9.61E-08,9.61E-08,9.61E-08,9.61E-08,9.61E-08
1329,8.18E-08,8.18E-08,8.18E-08,8.18E-08,8.18E-08,8.18E-08,8.18E-08,8.18E-08,8.18E-08
1330,7.41E-08,7.41E-08,7.41E-08,7.41E-08,7.41E-08,7.41E-08,7.41E-08,7.41E-08,7.41E-08
1335,5.53E-08,5.53E-08,5.53E-08,5.53E-08,5.53E-08,5.53E-08,5.53E-08,5.53E-08,5.53E-08
1336,5.33E-08,5.33E-08,5.33E-08,5.33E-08,5.33E-08,5.33E-08,5.33E-08,5.33E-08,5.33E-08
1339,4.88E-08,4.88E-08,4.88E-08,4.88E-08,4.88E-08,4.88E-08,4.88E-08,4.88E-08,4.88E-08
1344,4.52E-08,4.52E-08,4.52E-08,4.52E-08,4.52E-08,4.52E-08,4.52E-08,4.52E-08,4.52E-08
1359,5.18E-08,5.18E-08,5.18E-08,5.18E-08,5.18E-08,5.18E-08,5.18E-08,5.18E-08,5.18E-08
1361,4.87E-08,4.87E-08,4.87E-08,4.87E-08,4.87E-08,4.87E-08,4.87E-08,4.87E-08,4.87E-08
1362,4.68E-08,4.68E-08,4.68E-08,4.68E-08,4.68E-08,4.68E-08,4.68E-08,4.68E-08,4.68E-08
1372,4.06E-08,4.06E-08,4.06E-08,4.06E-08,4.06E-08,4.06E-08,4.06E-08,4.06E-08,4.06E-08
1376,1.63E-07,1.63E-07,1.63E-07,1.63E-07,1.63E-07,1.63E-07,1.63E-07,1.63E-07,1.63E-07
1388,4.92E-08,4.92E-08,4.92E-08,4.92E-08,4.92E-08,4.92E-08,4.92E-08,4.92E-08,4.92E-08
1391,4.65E-08,4.65E-08,4.65E-08,4.65E-08,4.65E-08,4.65E-08,4.65E-08,4.65E-08,4.65E-08
1396,4.28E-08,4.28E-08,4.28E-08,4.28E-08,4.28E-08,4.28E-08,4.28E-08,4.28E-08,4.28E-08
1409,5.51E-08,5.51E-08,5.51E-08,5.51E-08,5.51E-08,5.51E-08,5.51E-08,5.51E-08,5.51E-08
1413,4.82E-08,4.82E-08,4.82E-08,4.82E-08,4.82E-08,4.82E-08,4.82E-08,4.82E-08,4.82E-08
1420,4.16E-08,4.16E-08,4.16E-08,4.16E-08,4.16E-08,4.16E-08,4.16E-08,4.16E-08,4.16E-08
1423,4.04E-08,4.04E-08,4.04E-08,4.04E-08,4.04E-08,4.04E-08,4.04E-08,4.04E-08,4.04E-08
1426,1.55E-07,1.55E-07,1.55E-07,1.55E-07,1.55E-07,1.55E-07,1.55E-07,1.55E-07,1.55E-07
1431,6.65E-08,6.65E-08,6.65E-08,6.65E-08,6.65E-08,6.65E-08,6.65E-08,6.65E-08,6.65E-08
1438,4.83E-08,4.83E-08,4.83E-08,4.83E-08,4.83E-08,4.83E-08,4.83E-08,4.83E-08,4.83E-08
1448,4.05E-08,4.05E-08,4.05E-08,4.05E-08,4.05E-08,4.05E-08,4.05E-08,4.05E-08,4.05E-08
1450,3.98E-08,3.98E-08,3.98E-08,3.98E-08,3.98E-08,3.98E-08,3.98E-08,3.98E-08,3.98E-08
1457,6.49E-08,6.49E-08,6.49E-08,6.49E-08,6.49E-08,6.49E-08,6.49E-08,6.49E-08,6.49E-08
1460,5.53E-08,5.53E-08,5.53E-08,5.53E-08,5.53E-08,5.53E-08,5.53E-08,5.53E-08,5.53E-08
1464,4.87E-08,4.87E-08,4.87E-08,4.87E-08,4.87E-08,4.87E-08,4.87E-08,4.87E-08,4.87E-08
1468,4.50E-08,4.50E-08,4.50E-08,4.50E-08,4.50E-08,4.50E-08,4.50E-08,4.50E-08,4.50E-08
1469,4.53E-08,4.53E-08,4.53E-08,4.53E-08,4.53E-08,4.53E-08,4.53E-08,4.53E-08,4.53E-08
1472,4.27E-08,4.27E-08,4.27E-08,4.27E-08,4.27E-08,4.27E-08,4.27E-08,4.27E-08,4.27E-08
1484,5.53E-08,5.53E-08,5.53E-08,5.53E-08,5.53E-08,5.53E-08,5.53E-08,5.53E-08,5.53E-08
1494,4.39E-08,4.39E-08,4.39E-08,4.39E-08,4.39E-08,4.39E-08,4.39E-08,4.39E-08,4.39E-08
1506,6.90E-08,6.90E-08,6.90E-08,6.90E-08,6.90E-08,6.90E-08,6.90E-08,6.90E-08,6.90E-08
1518,4.47E-08,4.47E-08,4.47E-08,4.47E-08,4.47E-08,4.47E-08,4.47E-08,4.47E-08,4.47E-08
1524,4.17E-08,4.17E-08,4.17E-08,4.17E-08,4.17E-08,4.17E-08,4.17E-08,4.17E-08,4.17E-08
1529,8.46E-08,8.46E-08,8.46E-08,8.46E-08,8.46E-08,8.46E-08,8.46E-08,8.46E-08,8.46E-08
1530,7.39E-08,7.39E-08,7.39E-08,7.39E-08,7.39E-08,7.39E-08,7.39E-08,7.39E-08,7.39E-08
1534,5.51E-08,5.51E-08,5.51E-08,5.51E-08,5.51E-08,5.51E-08,5.51E-08,5.51E-08,5.51E-08
1538,4.79E-08,4.79E-08,4.79E-08,4.79E-08,4.79E-08,4.79E-08,4.79E-08,4.79E-08,4.79E-08
1547,4.13E-08,4.13E-08,4.13E-08,4.13E-08,4.13E-08,4.13E-08,4.13E-08,4.13E-08,4.13E-08
1551,1.53E-07,1.53E-07,1.53E-07,1.53E-07,1.53E-07,1.53E-07,1.53E-07,1.53E-07,1.53E-07
1557,6.22E-08,6.22E-08,6.22E-08,6.22E-08,6.22E-08,6.22E-08,6.22E-08,6.22E-08,6.22E-08
1586,4.86E-08,4.86E-08,4.86E-08,4.86E-08,4.86E-08,4.86E-08,4.86E-08,4.86E-08,4.86E-08
1587,4.73E-08,4.73E-08,4.73E-08,4.73E-08,4.73E-08,4.73E-08,4.73E-08,4.73E-08,4.73E-08
1592,4.32E-08,4.32E-08,4.32E-08,4.32E-08,4.32E-08,4.32E-08,4.32E-08,4.32E-08,4.32E-08
1595,4.06E-08,4.06E-08,4.06E-08,4.06E-08,4.06E-08,4.06E-08,4.06E-08,4.06E-08,4.06E-08
1603,1.13E-07,1.13E-07,1.13E-07,1.13E-07,1.13E-07,1.13E-07,1.13E-07,1.13E-07,1.13E-07
1606,7.63E-08,7.63E-08,7.63E-08,7.63E-08,7.63E-08,7.63E-08,7.63E-08,7.63E-08,7.63E-08
1615,4.98E-08,4.98E-08,4.98E-08,4.98E-08,4.98E-08,4.98E-08,4.98E-08,4.98E-08,4.98E-08
1620,4.54E-08,4.54E-08,4.54E-08,4.54E-08,4.54E-08,4.54E-08,4.54E-08,4.54E-08,4.54E-08
1631,6.81E-08,6.81E-08,6.81E-08,6.81E-08,6.81E-08,6.81E-08,6.81E-08,6.81E-08,6.81E-08
1640,4.88E-08,4.88E-08,4.88E-08,4.88E-08,4.88E-08,4.88E-08,4.88E-08,4.88E-08,4.88E-08
1649,4.34E-08,4.34E-08,4.34E-08,4.34E-08,4.34E-08,4.34E-08,4.34E-08,4.34E-08,4.34E-08
1654,8.42E-08,8.42E-08,8.42E-08,8.42E-08,8.42E-08,8.42E-08,8.42E-08,8.42E-08,8.42E-08
1657,6.27E-08,6.27E-08,6.27E-08,6.27E-08,6.27E-08,6.27E-08,6.27E-08,6.27E-08,6.27E-08
1658,5.92E-08,5.92E-08,5.92E-08,5.92E-08,5.92E-08,5.92E-08,5.92E-08,5.92E-08,5.92E-08
1698,4.07E-08,4.07E-08,4.07E-08,4.07E-08,4.07E-08,4.07E-08,4.07E-08,4.07E-08,4.07E-08
1703,9.91E-08,9.91E-08,9.91E-08,9.91E-08,9.91E-08,9.91E-08,9.91E-08,9.91E-08,9.91E-08
1706,6.85E-08,6.85E-08,6.85E-08,6.85E-08,6.85E-08,6.85E-08,6.85E-08,6.85E-08,6.85E-08
1707,6.26E-08,6.26E-08,6.26E-08,6.26E-08,6.26E-08,6.26E-08,6.26E-08,6.26E-08,6.26E-08
1711,5.25E-08,5.25E-08,5.25E-08,5.25E-08,5.25E-08,5.25E-08,5.25E-08,5.25E-08,5.25E-08
1715,4.75E-08,4.75E-08,4.75E-08,4.75E-08,4.75E-08,4.75E-08,4.75E-08,4.75E-08,4.75E-08
1736,4.98E-08,4.98E-08,4.98E-08,4.98E-08,4.98E-08,4.98E-08,4.98E-08,4.98E-08,4.98E-08
1737,4.81E-08,4.81E-08,4.81E-08,4.81E-08,4.81E-08,4.81E-08,4.81E-08,4.81E-08,4.81E-08
1748,4.07E-08,4.07E-08,4.07E-08,4.07E-08,4.07E-08,4.07E-08,4.07E-08,4.07E-08,4.07E-08
1749,4.04E-08,4.04E-08,4.04E-08,4.04E-08,4.04E-08,4.04E-08,4.04E-08,4.04E-08,4.04E-08
1757,6.37E-08,6.37E-08,6.37E-08,6.37E-08,6.37E-08,6.37E-08,6.37E-08,6.37E-08,6.37E-08
1758,6.06E-08,6.06E-08,6.06E-08,6.06E-08,6.06E-08,6.06E-08,6.06E-08,6.06E-08,6.06E-08
1765,4.74E-08,4.74E-08,4.74E-08,4.74E-08,4.74E-08,4.74E-08,4.74E-08,4.74E-08,4.74E-08
1767,4.57E-08,4.57E-08,4.57E-08,4.57E-08,4.57E-08,4.57E-08,4.57E-08,4.57E-08,4.57E-08
1769,4.46E-08,4.46E-08,4.46E-08,4.46E-08,4.46E-08,4.46E-08,4.46E-08,4.46E-08,4.46E-08
1781,5.87E-08,5.87E-08,5.87E-08,5.87E-08,5.87E-08,5.87E-08,5.87E-08,5.87E-08,5.87E-08
1782,5.46E-08,5.46E-08,5.46E-08,5.46E-08,5.46E-08,5.46E-08,5.46E-08,5.46E-08,5.46E-08
1788,4.38E-08,4.38E-08,4.38E-08,4.38E-08,4.38E-08,4.38E-08,4.38E-08,4.38E-08,4.38E-08
1789,4.28E-08,4.28E-08,4.28E-08,4.28E-08,4.28E-08,4.28E-08,4.28E-08,4.28E-08,4.28E-08
1792,4.03E-08,4.03E-08,4.03E-08,4.03E-08,4.03E-08,4.03E-08,4.03E-08,4.03E-08,4.03E-08
1797,3.92E-08,3.92E-08,3.92E-08,3.92E-08,3.92E-08,3.92E-08,3.92E-08,3.92E-08,3.92E-08
1798,3.82E-08,3.82E-08,3.82E-08,3.82E-08,3.82E-08,3.82E-08,3.82E-08,3.82E-08,3.82E-08
1826,1.67E-07,1.67E-07,1.67E-07,1.67E-07,1.67E-07,1.67E-07,1.67E-07,1.67E-07,1.67E-07
1828,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07
1835,5.24E-08,5.24E-08,5.24E-08,5.24E-08,5.24E-08,5.24E-08,5.24E-08,5.24E-08,5.24E-08
1840,4.61E-08,4.61E-08,4.61E-08,4.61E-08,4.61E-08,4.61E-08,4.61E-08,4.61E-08,4.61E-08
1841,4.57E-08,4.57E-08,4.57E-08,4.57E-08,4.57E-08,4.57E-08,4.57E-08,4.57E-08,4.57E-08
1844,4.37E-08,4.37E-08,4.37E-08,4.37E-08,4.37E-08,4.37E-08,4.37E-08,4.37E-08,4.37E-08
1846,4.27E-08,4.27E-08,4.27E-08,4.27E-08,4.27E-08,4.27E-08,4.27E-08,4.27E-08,4.27E-08
1852,1.09E-07,1.09E-07,1.09E-07,1.09E-07,1.09E-07,1.09E-07,1.09E-07,1.09E-07,1.09E-07
1858,5.50E-08,5.50E-08,5.50E-08,5.50E-08,5.50E-08,5.50E-08,5.50E-08,5.50E-08,5.50E-08
1861,4.88E-08,4.88E-08,4.88E-08,4.88E-08,4.88E-08,4.88E-08,4.88E-08,4.88E-08,4.88E-08
1864,4.64E-08,4.64E-08,4.64E-08,4.64E-08,4.64E-08,4.64E-08,4.64E-08,4.64E-08,4.64E-08
1868,4.37E-08,4.37E-08,4.37E-08,4.37E-08,4.37E-08,4.37E-08,4.37E-08,4.37E-08,4.37E-08
1874,4.10E-08,4.10E-08,4.10E-08,4.10E-08,4.10E-08,4.10E-08,4.10E-08,4.10E-08,4.10E-08
1883,5.73E-08,5.73E-08,5.73E-08,5.73E-08,5.73E-08,5.73E-08,5.73E-08,5.73E-08,5.73E-08
1890,4.60E-08,4.60E-08,4.60E-08,4.60E-08,4.60E-08,4.60E-08,4.60E-08,4.60E-08,4.60E-08
1892,4.50E-08,4.50E-08,4.50E-08,4.50E-08,4.50E-08,4.50E-08,4.50E-08,4.50E-08,4.50E-08
1893,4.36E-08,4.36E-08,4.36E-08,4.36E-08,4.36E-08,4.36E-08,4.36E-08,4.36E-08,4.36E-08
1894,4.34E-08,4.34E-08,4.34E-08,4.34E-08,4.34E-08,4.34E-08,4.34E-08,4.34E-08,4.34E-08
1896,4.19E-08,4.19E-08,4.19E-08,4.19E-08,4.19E-08,4.19E-08,4.19E-08,4.19E-08,4.19E-08
1905,6.97E-08,6.97E-08,6.97E-08,6.97E-08,6.97E-08,6.97E-08,6.97E-08,6.97E-08,6.97E-08
1912,4.81E-08,4.81E-08,4.81E-08,4.81E-08,4.81E-08,4.81E-08,4.81E-08,4.81E-08,4.81E-08
1915,4.53E-08,4.53E-08,4.53E-08,4.53E-08,4.53E-08,4.53E-08,4.53E-08,4.53E-08,4.53E-08
1919,4.16E-08,4.16E-08,4.16E-08,4.16E-08,4.16E-08,4.16E-08,4.16E-08,4.16E-08,4.16E-08
1921,4.13E-08,4.13E-08,4.13E-08,4.13E-08,4.13E-08,4.13E-08,4.13E-08,4.13E-08,4.13E-08
1923,4.07E-08,4.07E-08,4.07E-08,4.07E-08,4.07E-08,4.07E-08,4.07E-08,4.07E-08,4.07E-08
1927,1.14E-07,1.14E-07,1.14E-07,1.14E-07,1.14E-07,1.14E-07,1.14E-07,1.14E-07,1.14E-07
1933,5.28E-08,5.28E-08,5.28E-08,5.28E-08,5.28E-08,5.28E-08,5.28E-08,5.28E-08,5.28E-08
1934,4.99E-08,4.99E-08,4.99E-08,4.99E-08,4.99E-08,4.99E-08,4.99E-08,4.99E-08,4.99E-08
1946,3.94E-08,3.94E-08,3.94E-08,3.94E-08,3.94E-08,3.94E-08,3.94E-08,3.94E-08,3.94E-08
1949,3.85E-08,3.85E-08,3.85E-08,3.85E-08,3.85E-08,3.85E-08,3.85E-08,3.85E-08,3.85E-08
1953,9.92E-08,9.92E-08,9.92E-08,9.92E-08,9.92E-08,9.92E-08,9.92E-08,9.92E-08,9.92E-08
1957,6.26E-08,6.26E-08,6.26E-08,6.26E-08,6.26E-08,6.26E-08,6.26E-08,6.26E-08,6.26E-08
1959,5.54E-08,5.54E-08,5.54E-08,5.54E-08,5.54E-08,5.54E-08,5.54E-08,5.54E-08,5.54E-08
1966,4.53E-08,4.53E-08,4.53E-08,4.53E-08,4.53E-08,4.53E-08,4.53E-08,4.53E-08,4.53E-08
1974,4.12E-08,4.12E-08,4.12E-08,4.12E-08,4.12E-08,4.12E-08,4.12E-08,4.12E-08,4.12E-08
1986,5.06E-08,5.06E-08,5.06E-08,5.06E-08,5.06E-08,5.06E-08,5.06E-08,5.06E-08,5.06E-08
1991,4.45E-08,4.45E-08,4.45E-08,4.45E-08,4.45E-08,4.45E-08,4.45E-08,4.45E-08,4.45E-08
1995,4.25E-08,4.25E-08,4.25E-08,4.25E-08,4.25E-08,4.25E-08,4.25E-08,4.25E-08,4.25E-08
2001,1.70E-07,1.70E-07,1.70E-07,1.70E-07,1.70E-07,1.70E-07,1.70E-07,1.70E-07,1.70E-07
2025,4.26E-08,4.26E-08,4.26E-08,4.26E-08,4.26E-08,4.26E-08,4.26E-08,4.26E-08,4.26E-08
2032,5.52E-08,5.52E-08,5.52E-08,5.52E-08,5.52E-08,5.52E-08,5.52E-08,5.52E-08,5.52E-08
2043,4.15E-08,4.15E-08,4.15E-08,4.15E-08,4.15E-08,4.15E-08,4.15E-08,4.15E-08,4.15E-08
2050,3.87E-08,3.87E-08,3.87E-08,3.87E-08,3.87E-08,3.87E-08,3.87E-08,3.87E-08,3.87E-08
2052,1.10E-07,1.10E-07,1.10E-07,1.10E-07,1.10E-07,1.10E-07,1.10E-07,1.10E-07,1.10E-07
2053,8.98E-08,8.98E-08,8.98E-08,8.98E-08,8.98E-08,8.98E-08,8.98E-08,8.98E-08,8.98E-08
2057,5.97E-08,5.97E-08,5.97E-08,5.97E-08,5.97E-08,5.97E-08,5.97E-08,5.97E-08,5.97E-08
2058,5.61E-08,5.61E-08,5.61E-08,5.61E-08,5.61E-08,5.61E-08,5.61E-08,5.61E-08,5.61E-08
2063,4.79E-08,4.79E-08,4.79E-08,4.79E-08,4.79E-08,4.79E-08,4.79E-08,4.79E-08,4.79E-08
2068,4.38E-08,4.38E-08,4.38E-08,4.38E-08,4.38E-08,4.38E-08,4.38E-08,4.38E-08,4.38E-08
2072,4.16E-08,4.16E-08,4.16E-08,4.16E-08,4.16E-08,4.16E-08,4.16E-08,4.16E-08,4.16E-08
2083,5.30E-08,5.30E-08,5.30E-08,5.30E-08,5.30E-08,5.30E-08,5.30E-08,5.30E-08,5.30E-08
2086,4.73E-08,4.73E-08,4.73E-08,4.73E-08,4.73E-08,4.73E-08,4.73E-08,4.73E-08,4.73E-08
2090,4.36E-08,4.36E-08,4.36E-08,4.36E-08,4.36E-08,4.36E-08,4.36E-08,4.36E-08,4.36E-08
2098,4.00E-08,4.00E-08,4.00E-08,4.00E-08,4.00E-08,4.00E-08,4.00E-08,4.00E-08,4.00E-08
2115,4.57E-08,4.57E-08,4.57E-08,4.57E-08,4.57E-08,4.57E-08,4.57E-08,4.57E-08,4.57E-08
2124,4.08E-08,4.08E-08,4.08E-08,4.08E-08,4.08E-08,4.08E-08,4.08E-08,4.08E-08,4.08E-08
2125,4.01E-08,4.01E-08,4.01E-08,4.01E-08,4.01E-08,4.01E-08,4.01E-08,4.01E-08,4.01E-08
2128,9.85E-08,9.85E-08,9.85E-08,9.85E-08,9.85E-08,9.85E-08,9.85E-08,9.85E-08,9.85E-08
2130,6.96E-08,6.96E-08,6.96E-08,6.96E-08,6.96E-08,6.96E-08,6.96E-08,6.96E-08,6.96E-08
2131,6.48E-08,6.48E-08,6.48E-08,6.48E-08,6.48E-08,6.48E-08,6.48E-08,6.48E-08,6.48E-08
2138,4.60E-08,4.60E-08,4.60E-08,4.60E-08,4.60E-08,4.60E-08,4.60E-08,4.60E-08,4.60E-08
2141,4.34E-08,4.34E-08,4.34E-08,4.34E-08,4.34E-08,4.34E-08,4.34E-08,4.34E-08,4.34E-08
2143,4.19E-08,4.19E-08,4.19E-08,4.19E-08,4.19E-08,4.19E-08,4.19E-08,4.19E-08,4.19E-08
2155,7.30E-08,7.30E-08,7.30E-08,7.30E-08,7.30E-08,7.30E-08,7.30E-08,7.30E-08,7.30E-08
2162,4.88E-08,4.88E-08,4.88E-08,4.88E-08,4.88E-08,4.88E-08,4.88E-08,4.88E-08,4.88E-08
2167,4.44E-08,4.44E-08,4.44E-08,4.44E-08,4.44E-08,4.44E-08,4.44E-08,4.44E-08,4.44E-08
