"Step","IMAGENET1k_CNN_FedDBE_sgd_lr0.005_final - Global/Averaged Test Accuracy","IMAGENET1k_CNN_FedDBE_sgd_lr0.005_final - Global/Averaged Test Accuracy__MIN","IMAGENET1k_CNN_FedDBE_sgd_lr0.005_final - Global/Averaged Test Accuracy__MAX","IMAGENET1k_CNN_FedAS_sgd_lr0.005_final - Global/Averaged Test Accuracy","IMAGENET1k_CNN_FedAS_sgd_lr0.005_final - Global/Averaged Test Accuracy__MIN","IMAGENET1k_CNN_FedAS_sgd_lr0.005_final - Global/Averaged Test Accuracy__MAX","IMAGENET1k_CNN_FedAvg_sgd_lr0.005_final - Global/Averaged Test Accuracy","IMAGENET1k_CNN_FedAvg_sgd_lr0.005_final - Global/Averaged Test Accuracy__MIN","IMAGENET1k_CNN_FedAvg_sgd_lr0.005_final - Global/Averaged Test Accuracy__MAX","IMAGENET1k_CNN_FedALA_sgd_lr0.005_final - Global/Averaged Test Accuracy","IMAGENET1k_CNN_FedALA_sgd_lr0.005_final - Global/Averaged Test Accuracy__MIN","IMAGENET1k_CNN_FedALA_sgd_lr0.005_final - Global/Averaged Test Accuracy__MAX"
"10232","0.358","0.358","0.358","","","","0.38","0.38","0.38","","",""
"10233","","","","","","","","","","0.4515","0.4515","0.4515"
"10234","","","","0.7535","0.7535","0.7535","","","","","",""
"10235","","","","","","","","","","0.457","0.457","0.457"
"10236","0.3965","0.3965","0.3965","","","","0.403","0.403","0.403","","",""
"10237","0.3985","0.3985","0.3985","","","","0.4055","0.4055","0.4055","0.4635","0.4635","0.4635"
"10238","","","","","","","","","","0.466","0.466","0.466"
"10243","0.408","0.408","0.408","","","","0.42","0.42","0.42","","",""
"10246","","","","0.778","0.778","0.778","","","","0.479","0.479","0.479"
"10247","0.4085","0.4085","0.4085","","","","0.418","0.418","0.418","","",""
"10248","","","","0.8135","0.8135","0.8135","","","","0.48","0.48","0.48"
"10249","","","","","","","","","","0.483","0.483","0.483"
"10252","0.0895","0.0895","0.0895","","","","0.0935","0.0935","0.0935","","",""
"10253","0.1855","0.1855","0.1855","","","","0.1715","0.1715","0.1715","","",""
"10254","0.2675","0.2675","0.2675","","","","0.2435","0.2435","0.2435","","",""
"10259","","","","0.7415","0.7415","0.7415","","","","","",""
"10260","","","","0.782","0.782","0.782","","","","","",""
"10261","","","","","","","","","","0.472","0.472","0.472"
"10262","","","","","","","","","","0.482","0.482","0.482"
"10264","0.4065","0.4065","0.4065","0.7655","0.7655","0.7655","0.41","0.41","0.41","","",""
"10265","0.4065","0.4065","0.4065","","","","0.408","0.408","0.408","","",""
"10270","0.4195","0.4195","0.4195","","","","0.4155","0.4155","0.4155","","",""
"10271","0.4215","0.4215","0.4215","0.7805","0.7805","0.7805","0.419","0.419","0.419","0.483","0.483","0.483"
"10272","","","","0.759","0.759","0.759","","","","","",""
"10273","","","","0.743","0.743","0.743","","","","","",""
"10278","","","","0.7165","0.7165","0.7165","","","","","",""
"10282","","","","","","","","","","0.4285","0.4285","0.4285"
"10285","","","","0.766","0.766","0.766","","","","0.4305","0.4305","0.4305"
"10286","0.3655","0.3655","0.3655","","","","0.3595","0.3595","0.3595","","",""
"10288","0.369","0.369","0.369","0.762","0.762","0.762","0.3625","0.3625","0.3625","","",""
"10292","0.377","0.377","0.377","","","","0.3645","0.3645","0.3645","","",""
"10295","","","","","","","","","","0.4465","0.4465","0.4465"
"10302","","","","","","","","","","0.3125","0.3125","0.3125"
"10303","0.13","0.13","0.13","","","","0.1605","0.1605","0.1605","","",""
"10304","","","","0.674","0.674","0.674","","","","0.429","0.429","0.429"
"10307","0.3695","0.3695","0.3695","","","","0.3685","0.3685","0.3685","0.4735","0.4735","0.4735"
"10308","","","","","","","","","","0.478","0.478","0.478"
"10310","","","","0.8015","0.8015","0.8015","","","","","",""
"10311","0.4005","0.4005","0.4005","","","","0.4035","0.4035","0.4035","","",""
"10318","0.4175","0.4175","0.4175","0.839","0.839","0.839","0.42","0.42","0.42","","",""
"10320","0.4175","0.4175","0.4175","","","","0.422","0.422","0.422","0.5045","0.5045","0.5045"
"10321","","","","","","","","","","0.5065","0.5065","0.5065"
"10322","","","","","","","","","","0.5065","0.5065","0.5065"
"10325","","","","0","0","0","","","","0.032","0.032","0.032"
"10326","","","","0.595","0.595","0.595","","","","","",""
"10328","","","","","","","","","","0.4345","0.4345","0.4345"
"10329","","","","","","","","","","0.4835","0.4835","0.4835"
"10330","","","","0.8285","0.8285","0.8285","","","","","",""
"10331","","","","0.8135","0.8135","0.8135","","","","","",""
"10333","","","","","","","","","","0.5275","0.5275","0.5275"
"10334","","","","0.802","0.802","0.802","","","","","",""
"10337","0.46","0.46","0.46","","","","0.467","0.467","0.467","","",""
"10339","","","","0.815","0.815","0.815","","","","","",""
"10340","0.467","0.467","0.467","","","","0.4695","0.4695","0.4695","","",""
"10342","","","","0.8415","0.8415","0.8415","","","","","",""
"10343","","","","0.8415","0.8415","0.8415","","","","","",""
"10345","","","","0.8445","0.8445","0.8445","","","","","",""
"10347","0.47","0.47","0.47","","","","0.4805","0.4805","0.4805","","",""
"10350","0.01","0.01","0.01","","","","0.008","0.008","0.008","0.009","0.009","0.009"
"10356","","","","0.7465","0.7465","0.7465","","","","","",""
"10358","","","","0.764","0.764","0.764","","","","","",""
"10360","0.345","0.345","0.345","","","","0.3475","0.3475","0.3475","","",""
"10361","","","","0.7565","0.7565","0.7565","","","","","",""
"10363","","","","0.7655","0.7655","0.7655","","","","0.426","0.426","0.426"
"10374","","","","0.792","0.792","0.792","","","","","",""
"10382","","","","","","","","","","0.5125","0.5125","0.5125"
"10386","","","","0.824","0.824","0.824","","","","0.5255","0.5255","0.5255"
"10387","","","","","","","","","","0.53","0.53","0.53"
"10391","0.452","0.452","0.452","","","","0.4695","0.4695","0.4695","0.5325","0.5325","0.5325"
"10393","","","","0.865","0.865","0.865","","","","","",""
"10395","0.4575","0.4575","0.4575","","","","0.4725","0.4725","0.4725","","",""
"10396","","","","0.857","0.857","0.857","","","","0.5375","0.5375","0.5375"
"10398","0.4635","0.4635","0.4635","","","","0.472","0.472","0.472","","",""
"10399","","","","","","","","","","0.542","0.542","0.542"
"10401","","","","0.531","0.531","0.531","","","","","",""
"10402","0.07","0.07","0.07","","","","0.0585","0.0585","0.0585","","",""
"10407","0.3105","0.3105","0.3105","0.7685","0.7685","0.7685","0.3215","0.3215","0.3215","","",""
"10412","","","","","","","","","","0.4515","0.4515","0.4515"
"10413","0.357","0.357","0.357","","","","0.361","0.361","0.361","0.457","0.457","0.457"
"10414","","","","0.803","0.803","0.803","","","","","",""
"10416","","","","0.772","0.772","0.772","","","","","",""
"10417","0.365","0.365","0.365","","","","0.3715","0.3715","0.3715","0.4605","0.4605","0.4605"
"10418","","","","","","","","","","0.459","0.459","0.459"
"10420","","","","0.782","0.782","0.782","","","","","",""
"10423","0.369","0.369","0.369","","","","0.381","0.381","0.381","","",""
"10426","0.0195","0.0195","0.0195","","","","0.0215","0.0215","0.0215","","",""
"10428","0.1935","0.1935","0.1935","0.7645","0.7645","0.7645","0.2195","0.2195","0.2195","","",""
"10433","0.393","0.393","0.393","","","","0.411","0.411","0.411","0.4995","0.4995","0.4995"
"10434","","","","","","","","","","0.499","0.499","0.499"
"10435","","","","0.776","0.776","0.776","","","","","",""
"10440","","","","0.793","0.793","0.793","","","","","",""
"10442","0.4355","0.4355","0.4355","0.825","0.825","0.825","0.446","0.446","0.446","","",""
"10445","","","","0.835","0.835","0.835","","","","0.52","0.52","0.52"
"10450","0.0005","0.0005","0.0005","","","","0","0","0","","",""
"10453","","","","","","","","","","0.406","0.406","0.406"
"10454","0.315","0.315","0.315","","","","0.297","0.297","0.297","","",""
"10455","0.3665","0.3665","0.3665","","","","0.3525","0.3525","0.3525","","",""
"10456","","","","","","","","","","0.4965","0.4965","0.4965"
"10459","0.4225","0.4225","0.4225","","","","0.44","0.44","0.44","","",""
"10460","0.432","0.432","0.432","","","","0.4435","0.4435","0.4435","","",""
"10461","0.4365","0.4365","0.4365","","","","0.452","0.452","0.452","0.526","0.526","0.526"
"10462","0.4375","0.4375","0.4375","","","","0.4515","0.4515","0.4515","","",""
"10463","","","","","","","","","","0.53","0.53","0.53"
"10464","","","","","","","","","","0.5265","0.5265","0.5265"
"10466","","","","","","","","","","0.527","0.527","0.527"
"10467","","","","","","","","","","0.5265","0.5265","0.5265"
"10469","","","","0.836","0.836","0.836","","","","0.525","0.525","0.525"
"10470","0.4505","0.4505","0.4505","","","","0.467","0.467","0.467","","",""
"10473","0.454","0.454","0.454","","","","0.468","0.468","0.468","","",""
"10476","","","","0.561","0.561","0.561","","","","","",""
"10478","","","","","","","","","","0.3395","0.3395","0.3395"
"10479","0.192","0.192","0.192","0.7185","0.7185","0.7185","0.217","0.217","0.217","","",""
"10482","","","","","","","","","","0.4305","0.4305","0.4305"
"10485","0.3545","0.3545","0.3545","","","","0.3675","0.3675","0.3675","","",""
"10487","","","","","","","","","","0.4435","0.4435","0.4435"
"10496","0.397","0.397","0.397","","","","0.3945","0.3945","0.3945","","",""
"10497","","","","","","","","","","0.4565","0.4565","0.4565"
"10500","","","","","","","","","","0.015","0.015","0.015"
"10501","","","","0.553","0.553","0.553","","","","0.251","0.251","0.251"
"10504","0.274","0.274","0.274","","","","0.2945","0.2945","0.2945","","",""
"10506","","","","","","","","","","0.5155","0.5155","0.5155"
"10507","","","","","","","","","","0.5175","0.5175","0.5175"
"10510","0.4415","0.4415","0.4415","","","","0.4595","0.4595","0.4595","0.5295","0.5295","0.5295"
"10513","","","","0.7935","0.7935","0.7935","","","","","",""
"10514","0.4525","0.4525","0.4525","","","","0.47","0.47","0.47","","",""
"10522","","","","","","","","","","0.552","0.552","0.552"
"10528","","","","","","","","","","0.311","0.311","0.311"
"10529","0.1855","0.1855","0.1855","","","","0.192","0.192","0.192","0.363","0.363","0.363"
"10531","","","","0.733","0.733","0.733","","","","","",""
"10539","","","","0.75","0.75","0.75","","","","0.4475","0.4475","0.4475"
"10540","","","","","","","","","","0.4515","0.4515","0.4515"
"10541","","","","","","","","","","0.4505","0.4505","0.4505"
"10543","","","","","","","","","","0.457","0.457","0.457"
"10549","0.3925","0.3925","0.3925","","","","0.3835","0.3835","0.3835","0.4595","0.4595","0.4595"
"10553","","","","","","","","","","0.401","0.401","0.401"
"10554","","","","0.7735","0.7735","0.7735","","","","0.445","0.445","0.445"
"10555","","","","0.8205","0.8205","0.8205","","","","0.4775","0.4775","0.4775"
"10556","0.3615","0.3615","0.3615","","","","0.36","0.36","0.36","","",""
"10560","","","","0.8455","0.8455","0.8455","","","","0.511","0.511","0.511"
"10561","0.421","0.421","0.421","","","","0.422","0.422","0.422","","",""
"10562","","","","0.8555","0.8555","0.8555","","","","","",""
"10563","","","","","","","","","","0.5165","0.5165","0.5165"
"10568","","","","","","","","","","0.5245","0.5245","0.5245"
"10570","","","","0.8635","0.8635","0.8635","","","","","",""
"10573","0.4435","0.4435","0.4435","","","","0.441","0.441","0.441","","",""
"10576","0.012","0.012","0.012","","","","0.0075","0.0075","0.0075","","",""
"10577","","","","","","","","","","0.3415","0.3415","0.3415"
"10578","","","","0.763","0.763","0.763","","","","","",""
"10580","","","","0.7595","0.7595","0.7595","","","","","",""
"10587","0.396","0.396","0.396","","","","0.4025","0.4025","0.4025","0.4735","0.4735","0.4735"
"10588","0.3985","0.3985","0.3985","0.8215","0.8215","0.8215","0.395","0.395","0.395","","",""
"10589","0.401","0.401","0.401","","","","0.3985","0.3985","0.3985","0.477","0.477","0.477"
"10591","","","","0.8075","0.8075","0.8075","","","","","",""
"10592","0.401","0.401","0.401","0.808","0.808","0.808","0.4","0.4","0.4","","",""
"10601","0.0335","0.0335","0.0335","","","","0.0225","0.0225","0.0225","","",""
"10603","","","","0.7325","0.7325","0.7325","","","","","",""
"10610","0.413","0.413","0.413","","","","0.421","0.421","0.421","","",""
"10611","","","","0.8035","0.8035","0.8035","","","","","",""
"10614","0.4275","0.4275","0.4275","","","","0.424","0.424","0.424","","",""
"10617","","","","","","","","","","0.5","0.5","0.5"
"10619","","","","0.7905","0.7905","0.7905","","","","0.4985","0.4985","0.4985"
"10620","","","","","","","","","","0.5","0.5","0.5"
"10621","0.437","0.437","0.437","","","","0.4405","0.4405","0.4405","","",""
"10624","0.4405","0.4405","0.4405","","","","0.442","0.442","0.442","","",""
"10625","","","","","","","","","","0","0","0"
"10627","0.0915","0.0915","0.0915","","","","0.091","0.091","0.091","","",""
"10628","0.1895","0.1895","0.1895","","","","0.201","0.201","0.201","","",""
"10629","","","","","","","","","","0.462","0.462","0.462"
"10633","0.3955","0.3955","0.3955","","","","0.406","0.406","0.406","","",""
"10636","0.4225","0.4225","0.4225","","","","0.429","0.429","0.429","","",""
"10643","0.441","0.441","0.441","","","","0.442","0.442","0.442","","",""
"10645","","","","0.8245","0.8245","0.8245","","","","","",""
"10653","0.1545","0.1545","0.1545","","","","0.1535","0.1535","0.1535","","",""
"10655","0.303","0.303","0.303","","","","0.28","0.28","0.28","","",""
"10657","","","","","","","","","","0.4355","0.4355","0.4355"
"10659","","","","0.7845","0.7845","0.7845","","","","0.446","0.446","0.446"
"10660","","","","0.8005","0.8005","0.8005","","","","","",""
"10662","","","","0.7575","0.7575","0.7575","","","","","",""
"10670","","","","","","","","","","0.4635","0.4635","0.4635"
"10679","0.3775","0.3775","0.3775","","","","0.348","0.348","0.348","","",""
"10682","0.4895","0.4895","0.4895","0.8135","0.8135","0.8135","0.481","0.481","0.481","","",""
"10689","","","","","","","","","","0.6105","0.6105","0.6105"
"10690","","","","0.835","0.835","0.835","","","","","",""
"10691","","","","","","","","","","0.612","0.612","0.612"
"10695","","","","0.865","0.865","0.865","","","","","",""
"10699","0.524","0.524","0.524","","","","0.526","0.526","0.526","","",""
"10701","0.007","0.007","0.007","","","","0.012","0.012","0.012","","",""
"10705","0.293","0.293","0.293","","","","0.3215","0.3215","0.3215","","",""
"10706","","","","","","","","","","0.5045","0.5045","0.5045"
"10708","","","","0.8205","0.8205","0.8205","","","","0.513","0.513","0.513"
"10712","","","","","","","","","","0.5205","0.5205","0.5205"
"10713","","","","0.8175","0.8175","0.8175","","","","","",""
"10715","","","","0.818","0.818","0.818","","","","","",""
"10716","0.438","0.438","0.438","","","","0.4565","0.4565","0.4565","","",""
"10717","","","","","","","","","","0.531","0.531","0.531"
"10720","","","","0.831","0.831","0.831","","","","0.5315","0.5315","0.5315"
"10721","","","","","","","","","","0.534","0.534","0.534"
"10723","","","","","","","","","","0.534","0.534","0.534"
"10724","0.4505","0.4505","0.4505","","","","0.459","0.459","0.459","","",""
"10725","0","0","0","","","","0.0005","0.0005","0.0005","","",""
"10734","","","","0.764","0.764","0.764","","","","","",""
"10736","","","","0.77","0.77","0.77","","","","","",""
"10737","","","","","","","","","","0.454","0.454","0.454"
"10738","0.392","0.392","0.392","","","","0.391","0.391","0.391","","",""
"10740","","","","","","","","","","0.46","0.46","0.46"
"10741","","","","0.767","0.767","0.767","","","","","",""
"10743","","","","0.761","0.761","0.761","","","","","",""
"10744","","","","","","","","","","0.465","0.465","0.465"
"10745","0.407","0.407","0.407","","","","0.395","0.395","0.395","","",""
"10746","","","","","","","","","","0.4635","0.4635","0.4635"
"10747","","","","","","","","","","0.4665","0.4665","0.4665"
"10748","0.408","0.408","0.408","","","","0.393","0.393","0.393","","",""
"10749","","","","","","","","","","0.469","0.469","0.469"
"10750","0","0","0","","","","0","0","0","0.0005","0.0005","0.0005"
"10752","","","","","","","","","","0.36","0.36","0.36"
"10757","0.439","0.439","0.439","0.7715","0.7715","0.7715","0.4335","0.4335","0.4335","","",""
"10766","","","","","","","","","","0.5685","0.5685","0.5685"
"10768","","","","","","","","","","0.5755","0.5755","0.5755"
"10769","0.478","0.478","0.478","","","","0.482","0.482","0.482","0.5785","0.5785","0.5785"
"10770","0.478","0.478","0.478","","","","0.4805","0.4805","0.4805","","",""
"10772","0.4825","0.4825","0.4825","","","","0.4825","0.4825","0.4825","","",""
"10775","","","","","","","","","","0.017","0.017","0.017"
"10778","","","","","","","","","","0.335","0.335","0.335"
"10780","","","","0.7315","0.7315","0.7315","","","","","",""
"10782","0.331","0.331","0.331","0.738","0.738","0.738","0.3365","0.3365","0.3365","","",""
"10783","0.331","0.331","0.331","","","","0.3445","0.3445","0.3445","","",""
"10784","","","","","","","","","","0.412","0.412","0.412"
"10785","","","","","","","","","","0.415","0.415","0.415"
"10786","","","","","","","","","","0.415","0.415","0.415"
"10790","","","","0.793","0.793","0.793","","","","","",""
"10792","","","","","","","","","","0.432","0.432","0.432"
"10793","","","","","","","","","","0.432","0.432","0.432"
"10794","0.355","0.355","0.355","","","","0.369","0.369","0.369","","",""
"10795","","","","0.804","0.804","0.804","","","","","",""
"10797","","","","0.8035","0.8035","0.8035","","","","","",""
"10800","0","0","0","","","","0","0","0","","",""
"10801","0.014","0.014","0.014","","","","0.008","0.008","0.008","","",""
"10802","0.0585","0.0585","0.0585","","","","0.044","0.044","0.044","0.3375","0.3375","0.3375"
"10804","0.2305","0.2305","0.2305","","","","0.2365","0.2365","0.2365","","",""
"10809","0.402","0.402","0.402","0.7925","0.7925","0.7925","0.3935","0.3935","0.3935","","",""
"10810","","","","","","","","","","0.476","0.476","0.476"
"10811","0.415","0.415","0.415","0.807","0.807","0.807","0.4055","0.4055","0.4055","","",""
"10812","0.4195","0.4195","0.4195","0.79","0.79","0.79","0.406","0.406","0.406","0.4785","0.4785","0.4785"
"10817","","","","0.7935","0.7935","0.7935","","","","0.4955","0.4955","0.4955"
"10820","","","","","","","","","","0.499","0.499","0.499"
"10823","","","","","","","","","","0.5015","0.5015","0.5015"
"10824","","","","0.831","0.831","0.831","","","","","",""
"10825","","","","","","","","","","0.028","0.028","0.028"
"10826","","","","","","","","","","0.294","0.294","0.294"
