"Step","IMAGENET1k_VitL2P_FedL2P_sgd_lr0.005_final - Global/Averaged Test Accuracy","IMAGENET1k_VitL2P_FedL2P_sgd_lr0.005_final - Global/Averaged Test Accuracy__MIN","IMAGENET1k_VitL2P_FedL2P_sgd_lr0.005_final - Global/Averaged Test Accuracy__MAX","CIFAR100_CNN_FedDBE_sgd_lr0.005_final - Global/Averaged Test Accuracy","CIFAR100_CNN_FedDBE_sgd_lr0.005_final - Global/Averaged Test Accuracy__MIN","CIFAR100_CNN_FedDBE_sgd_lr0.005_final - Global/Averaged Test Accuracy__MAX","CIFAR100_CNN_FedALA_sgd_lr0.005_final - Global/Averaged Test Accuracy","CIFAR100_CNN_FedALA_sgd_lr0.005_final - Global/Averaged Test Accuracy__MIN","CIFAR100_CNN_FedALA_sgd_lr0.005_final - Global/Averaged Test Accuracy__MAX"
"3716","","","","0.5185","0.5185","0.5185","0.5465","0.5465","0.5465"
"3717","","","","0.519","0.519","0.519","0.551","0.551","0.551"
"3718","","","","0.5165","0.5165","0.5165","0.5465","0.5465","0.5465"
"3719","","","","0.5225","0.5225","0.5225","0.5475","0.5475","0.5475"
"3720","","","","0.522","0.522","0.522","0.5445","0.5445","0.5445"
"3721","","","","0.523","0.523","0.523","0.556","0.556","0.556"
"3722","","","","0.525","0.525","0.525","0.551","0.551","0.551"
"3723","","","","0.527","0.527","0.527","0.5505","0.5505","0.5505"
"3724","","","","0.529","0.529","0.529","0.5535","0.5535","0.5535"
"3725","","","","0.2415","0.2415","0.2415","0.2415","0.2415","0.2415"
"3726","","","","0.3425","0.3425","0.3425","0.3635","0.3635","0.3635"
"3727","","","","0.3885","0.3885","0.3885","0.449","0.449","0.449"
"3728","","","","0.416","0.416","0.416","0.476","0.476","0.476"
"3729","","","","0.437","0.437","0.437","0.5005","0.5005","0.5005"
"3730","","","","0.45","0.45","0.45","0.4995","0.4995","0.4995"
"3731","","","","0.4575","0.4575","0.4575","0.501","0.501","0.501"
"3732","","","","0.4615","0.4615","0.4615","0.5025","0.5025","0.5025"
"3733","","","","0.4615","0.4615","0.4615","0.5095","0.5095","0.5095"
"3734","","","","0.4665","0.4665","0.4665","0.5115","0.5115","0.5115"
"3735","","","","0.4695","0.4695","0.4695","0.51","0.51","0.51"
"3736","","","","0.471","0.471","0.471","0.513","0.513","0.513"
"3737","","","","0.4765","0.4765","0.4765","0.515","0.515","0.515"
"3738","","","","0.48","0.48","0.48","0.51","0.51","0.51"
"3739","","","","0.4765","0.4765","0.4765","0.5155","0.5155","0.5155"
"3740","","","","0.4795","0.4795","0.4795","0.5125","0.5125","0.5125"
"3741","","","","0.4845","0.4845","0.4845","0.516","0.516","0.516"
"3742","","","","0.487","0.487","0.487","0.5115","0.5115","0.5115"
"3743","","","","0.4865","0.4865","0.4865","0.5135","0.5135","0.5135"
"3744","","","","0.489","0.489","0.489","0.5185","0.5185","0.5185"
"3745","","","","0.491","0.491","0.491","0.5125","0.5125","0.5125"
"3746","","","","0.491","0.491","0.491","0.517","0.517","0.517"
"3747","","","","0.489","0.489","0.489","0.52","0.52","0.52"
"3748","","","","0.4885","0.4885","0.4885","0.5175","0.5175","0.5175"
"3749","","","","0.4875","0.4875","0.4875","0.516","0.516","0.516"
"3750","","","","0.133","0.133","0.133","0.142","0.142","0.142"
"3751","","","","0.3675","0.3675","0.3675","0.514","0.514","0.514"
"3752","","","","0.457","0.457","0.457","0.6625","0.6625","0.6625"
"3753","","","","0.4895","0.4895","0.4895","0.7295","0.7295","0.7295"
"3754","","","","0.503","0.503","0.503","0.7785","0.7785","0.7785"
"3755","","","","0.5165","0.5165","0.5165","0.801","0.801","0.801"
"3756","","","","0.524","0.524","0.524","0.811","0.811","0.811"
"3757","","","","0.5285","0.5285","0.5285","0.8225","0.8225","0.8225"
"3758","","","","0.53","0.53","0.53","0.8315","0.8315","0.8315"
"3759","","","","0.5345","0.5345","0.5345","0.8385","0.8385","0.8385"
"3760","","","","0.5365","0.5365","0.5365","0.846","0.846","0.846"
"3761","","","","0.539","0.539","0.539","0.851","0.851","0.851"
"3762","","","","0.54","0.54","0.54","0.852","0.852","0.852"
"3763","","","","0.534","0.534","0.534","0.8555","0.8555","0.8555"
"3764","","","","0.537","0.537","0.537","0.8585","0.8585","0.8585"
"3765","","","","0.5325","0.5325","0.5325","0.858","0.858","0.858"
"3766","","","","0.528","0.528","0.528","0.8645","0.8645","0.8645"
"3767","","","","0.5335","0.5335","0.5335","0.861","0.861","0.861"
"3768","","","","0.5385","0.5385","0.5385","0.863","0.863","0.863"
"3769","","","","0.5355","0.5355","0.5355","0.8655","0.8655","0.8655"
"3770","","","","0.5395","0.5395","0.5395","0.867","0.867","0.867"
"3771","","","","0.5375","0.5375","0.5375","0.869","0.869","0.869"
"3772","","","","0.5395","0.5395","0.5395","0.869","0.869","0.869"
"3773","","","","0.537","0.537","0.537","0.8715","0.8715","0.8715"
"3774","","","","0.5375","0.5375","0.5375","0.8735","0.8735","0.8735"
"3775","","","","0.11","0.11","0.11","0.066","0.066","0.066"
"3776","","","","0.301","0.301","0.301","0.2625","0.2625","0.2625"
"3777","","","","0.367","0.367","0.367","0.3835","0.3835","0.3835"
"3778","","","","0.3935","0.3935","0.3935","0.4495","0.4495","0.4495"
"3779","","","","0.413","0.413","0.413","0.469","0.469","0.469"
"3780","","","","0.422","0.422","0.422","0.4725","0.4725","0.4725"
"3781","","","","0.4295","0.4295","0.4295","0.475","0.475","0.475"
"3782","","","","0.433","0.433","0.433","0.4725","0.4725","0.4725"
"3783","","","","0.439","0.439","0.439","0.481","0.481","0.481"
"3784","","","","0.4425","0.4425","0.4425","0.4765","0.4765","0.4765"
"3785","","","","0.4435","0.4435","0.4435","0.4765","0.4765","0.4765"
"3786","","","","0.446","0.446","0.446","0.479","0.479","0.479"
"3787","","","","0.442","0.442","0.442","0.4745","0.4745","0.4745"
"3788","","","","0.452","0.452","0.452","0.477","0.477","0.477"
"3789","","","","0.452","0.452","0.452","0.477","0.477","0.477"
"3790","","","","0.454","0.454","0.454","0.481","0.481","0.481"
"3791","","","","0.4545","0.4545","0.4545","0.4765","0.4765","0.4765"
"3792","","","","0.4555","0.4555","0.4555","0.481","0.481","0.481"
"3793","","","","0.455","0.455","0.455","0.4785","0.4785","0.4785"
"3794","","","","0.4565","0.4565","0.4565","0.478","0.478","0.478"
"3795","","","","0.4585","0.4585","0.4585","0.48","0.48","0.48"
"3796","","","","0.4595","0.4595","0.4595","0.481","0.481","0.481"
"3797","","","","0.459","0.459","0.459","0.4825","0.4825","0.4825"
"3798","","","","0.4605","0.4605","0.4605","0.487","0.487","0.487"
"3799","","","","0.461","0.461","0.461","0.48","0.48","0.48"
"3800","","","","0.0805","0.0805","0.0805","0.08","0.08","0.08"
"3801","","","","0.281","0.281","0.281","0.2905","0.2905","0.2905"
"3802","","","","0.363","0.363","0.363","0.384","0.384","0.384"
"3803","","","","0.3995","0.3995","0.3995","0.435","0.435","0.435"
"3804","","","","0.4245","0.4245","0.4245","0.455","0.455","0.455"
"3805","","","","0.4395","0.4395","0.4395","0.4655","0.4655","0.4655"
"3806","","","","0.4455","0.4455","0.4455","0.4695","0.4695","0.4695"
"3807","","","","0.4455","0.4455","0.4455","0.4675","0.4675","0.4675"
"3808","","","","0.452","0.452","0.452","0.4765","0.4765","0.4765"
"3809","","","","0.451","0.451","0.451","0.475","0.475","0.475"
"3810","","","","0.462","0.462","0.462","0.4775","0.4775","0.4775"
"3811","","","","0.457","0.457","0.457","0.4765","0.4765","0.4765"
"3812","","","","0.4645","0.4645","0.4645","0.477","0.477","0.477"
"3813","","","","0.463","0.463","0.463","0.479","0.479","0.479"
"3814","","","","0.465","0.465","0.465","0.4765","0.4765","0.4765"
"3815","","","","0.4645","0.4645","0.4645","0.4745","0.4745","0.4745"
"3816","","","","0.4615","0.4615","0.4615","0.48","0.48","0.48"
"3817","","","","0.4655","0.4655","0.4655","0.48","0.48","0.48"
"3818","","","","0.4695","0.4695","0.4695","0.4735","0.4735","0.4735"
"3819","","","","0.466","0.466","0.466","0.474","0.474","0.474"
"3820","","","","0.467","0.467","0.467","0.474","0.474","0.474"
"3821","","","","0.469","0.469","0.469","0.4795","0.4795","0.4795"
"3822","","","","0.4695","0.4695","0.4695","0.4695","0.4695","0.4695"
"3823","","","","0.4755","0.4755","0.4755","0.4755","0.4755","0.4755"
"3824","","","","0.4725","0.4725","0.4725","0.4755","0.4755","0.4755"
"3825","","","","0.122","0.122","0.122","0.111","0.111","0.111"
"3826","","","","0.317","0.317","0.317","0.298","0.298","0.298"
"3827","","","","0.391","0.391","0.391","0.395","0.395","0.395"
"3828","","","","0.4315","0.4315","0.4315","0.4405","0.4405","0.4405"
"3829","","","","0.4455","0.4455","0.4455","0.4645","0.4645","0.4645"
"3830","","","","0.457","0.457","0.457","0.4675","0.4675","0.4675"
"3831","","","","0.463","0.463","0.463","0.4785","0.4785","0.4785"
"3832","","","","0.4675","0.4675","0.4675","0.486","0.486","0.486"
"3833","","","","0.472","0.472","0.472","0.487","0.487","0.487"
"3834","","","","0.4785","0.4785","0.4785","0.4895","0.4895","0.4895"
"3835","","","","0.478","0.478","0.478","0.4935","0.4935","0.4935"
"3836","","","","0.479","0.479","0.479","0.4975","0.4975","0.4975"
"3837","","","","0.4835","0.4835","0.4835","0.4995","0.4995","0.4995"
"3838","","","","0.484","0.484","0.484","0.5","0.5","0.5"
"3839","","","","0.4865","0.4865","0.4865","0.499","0.499","0.499"
"3840","","","","0.487","0.487","0.487","0.5","0.5","0.5"
"3841","","","","0.4865","0.4865","0.4865","0.503","0.503","0.503"
"3842","","","","0.49","0.49","0.49","0.499","0.499","0.499"
"3843","","","","0.4865","0.4865","0.4865","0.502","0.502","0.502"
"3844","","","","0.487","0.487","0.487","0.501","0.501","0.501"
"3845","","","","0.489","0.489","0.489","0.5025","0.5025","0.5025"
"3846","","","","0.494","0.494","0.494","0.499","0.499","0.499"
"3847","","","","0.4955","0.4955","0.4955","0.5","0.5","0.5"
"3848","","","","0.489","0.489","0.489","0.498","0.498","0.498"
"3849","","","","0.4905","0.4905","0.4905","0.495","0.495","0.495"
"3850","","","","0.046","0.046","0.046","0.051","0.051","0.051"
"3851","","","","0.251","0.251","0.251","0.241","0.241","0.241"
"3852","","","","0.346","0.346","0.346","0.3865","0.3865","0.3865"
"3853","","","","0.3905","0.3905","0.3905","0.433","0.433","0.433"
"3854","","","","0.415","0.415","0.415","0.4525","0.4525","0.4525"
"3855","","","","0.4285","0.4285","0.4285","0.4615","0.4615","0.4615"
"3856","","","","0.432","0.432","0.432","0.47","0.47","0.47"
"3857","","","","0.4405","0.4405","0.4405","0.476","0.476","0.476"
"3858","","","","0.436","0.436","0.436","0.4795","0.4795","0.4795"
"3859","","","","0.443","0.443","0.443","0.485","0.485","0.485"
"3860","","","","0.447","0.447","0.447","0.476","0.476","0.476"
"3861","","","","0.458","0.458","0.458","0.483","0.483","0.483"
"3862","","","","0.4535","0.4535","0.4535","0.484","0.484","0.484"
"3863","","","","0.451","0.451","0.451","0.4865","0.4865","0.4865"
"3864","","","","0.455","0.455","0.455","0.4865","0.4865","0.4865"
"3865","","","","0.4545","0.4545","0.4545","0.484","0.484","0.484"
"3866","","","","0.464","0.464","0.464","0.488","0.488","0.488"
"3867","","","","0.4605","0.4605","0.4605","0.488","0.488","0.488"
"3868","","","","0.457","0.457","0.457","0.4915","0.4915","0.4915"
"3869","","","","0.4585","0.4585","0.4585","0.489","0.489","0.489"
"3870","","","","0.4665","0.4665","0.4665","0.4875","0.4875","0.4875"
"3871","","","","0.4665","0.4665","0.4665","0.4905","0.4905","0.4905"
"3872","","","","0.4645","0.4645","0.4645","0.4885","0.4885","0.4885"
"3873","","","","0.4615","0.4615","0.4615","0.4855","0.4855","0.4855"
"3874","","","","0.4695","0.4695","0.4695","0.4925","0.4925","0.4925"
"3875","","","","0.0785","0.0785","0.0785","0.07","0.07","0.07"
"3876","","","","0.2695","0.2695","0.2695","0.258","0.258","0.258"
"3877","","","","0.358","0.358","0.358","0.388","0.388","0.388"
"3878","","","","0.3885","0.3885","0.3885","0.436","0.436","0.436"
"3879","","","","0.4065","0.4065","0.4065","0.45","0.45","0.45"
"3880","","","","0.417","0.417","0.417","0.46","0.46","0.46"
"3881","","","","0.424","0.424","0.424","0.459","0.459","0.459"
"3882","","","","0.428","0.428","0.428","0.461","0.461","0.461"
"3883","","","","0.4365","0.4365","0.4365","0.461","0.461","0.461"
"3884","","","","0.4345","0.4345","0.4345","0.4625","0.4625","0.4625"
"3885","","","","0.4355","0.4355","0.4355","0.4665","0.4665","0.4665"
"3886","","","","0.439","0.439","0.439","0.4645","0.4645","0.4645"
"3887","","","","0.445","0.445","0.445","0.4675","0.4675","0.4675"
"3888","","","","0.4455","0.4455","0.4455","0.4615","0.4615","0.4615"
"3889","","","","0.446","0.446","0.446","0.463","0.463","0.463"
"3890","","","","0.4505","0.4505","0.4505","0.463","0.463","0.463"
"3891","","","","0.452","0.452","0.452","0.4685","0.4685","0.4685"
"3892","","","","0.4515","0.4515","0.4515","0.4635","0.4635","0.4635"
"3893","","","","0.4565","0.4565","0.4565","0.4655","0.4655","0.4655"
"3894","","","","0.454","0.454","0.454","0.4615","0.4615","0.4615"
"3895","","","","0.4555","0.4555","0.4555","0.462","0.462","0.462"
"3896","","","","0.459","0.459","0.459","0.459","0.459","0.459"
"3897","","","","0.4585","0.4585","0.4585","0.4585","0.4585","0.4585"
"3898","","","","0.4635","0.4635","0.4635","0.4635","0.4635","0.4635"
"3899","","","","0.464","0.464","0.464","0.4655","0.4655","0.4655"
"3900","","","","0.105","0.105","0.105","0.0975","0.0975","0.0975"
"3901","","","","0.2525","0.2525","0.2525","0.286","0.286","0.286"
"3902","","","","0.3035","0.3035","0.3035","0.368","0.368","0.368"
"3903","","","","0.3375","0.3375","0.3375","0.406","0.406","0.406"
"3904","","","","0.367","0.367","0.367","0.4125","0.4125","0.4125"
"3905","","","","0.3815","0.3815","0.3815","0.421","0.421","0.421"
"3906","","","","0.386","0.386","0.386","0.4275","0.4275","0.4275"
"3907","","","","0.3955","0.3955","0.3955","0.4315","0.4315","0.4315"
"3908","","","","0.397","0.397","0.397","0.436","0.436","0.436"
"3909","","","","0.4035","0.4035","0.4035","0.439","0.439","0.439"
"3910","","","","0.4105","0.4105","0.4105","0.4415","0.4415","0.4415"
"3911","","","","0.4135","0.4135","0.4135","0.441","0.441","0.441"
"3912","","","","0.416","0.416","0.416","0.441","0.441","0.441"
"3913","","","","0.417","0.417","0.417","0.443","0.443","0.443"
"3914","","","","0.414","0.414","0.414","0.4425","0.4425","0.4425"
"3915","","","","0.416","0.416","0.416","0.4415","0.4415","0.4415"
"3916","","","","0.4135","0.4135","0.4135","0.4415","0.4415","0.4415"
"3917","","","","0.42","0.42","0.42","0.44","0.44","0.44"
"3918","","","","0.4205","0.4205","0.4205","0.439","0.439","0.439"
"3919","","","","0.4185","0.4185","0.4185","0.4385","0.4385","0.4385"
"3920","","","","0.419","0.419","0.419","0.438","0.438","0.438"
"3921","","","","0.4205","0.4205","0.4205","0.437","0.437","0.437"
"3922","","","","0.419","0.419","0.419","0.4385","0.4385","0.4385"
"3923","","","","0.4195","0.4195","0.4195","0.44","0.44","0.44"
"3924","","","","0.42","0.42","0.42","0.443","0.443","0.443"
"3925","","","","0.045","0.045","0.045","0.0545","0.0545","0.0545"
"3926","","","","0.285","0.285","0.285","0.3415","0.3415","0.3415"
"3927","","","","0.37","0.37","0.37","0.453","0.453","0.453"
"3928","","","","0.4175","0.4175","0.4175","0.4955","0.4955","0.4955"
"3929","","","","0.4395","0.4395","0.4395","0.494","0.494","0.494"
"3930","","","","0.452","0.452","0.452","0.501","0.501","0.501"
"3931","","","","0.4575","0.4575","0.4575","0.499","0.499","0.499"
"3932","","","","0.4625","0.4625","0.4625","0.4995","0.4995","0.4995"
"3933","","","","0.4595","0.4595","0.4595","0.5","0.5","0.5"
"3934","","","","0.4655","0.4655","0.4655","0.5025","0.5025","0.5025"
"3935","","","","0.473","0.473","0.473","0.5","0.5","0.5"
"3936","","","","0.4725","0.4725","0.4725","0.5055","0.5055","0.5055"
"3937","","","","0.471","0.471","0.471","0.507","0.507","0.507"
"3938","","","","0.4735","0.4735","0.4735","0.505","0.505","0.505"
"3939","","","","0.4735","0.4735","0.4735","0.4985","0.4985","0.4985"
"3940","","","","0.478","0.478","0.478","0.5055","0.5055","0.5055"
"3941","","","","0.4805","0.4805","0.4805","0.502","0.502","0.502"
"3942","","","","0.4775","0.4775","0.4775","0.5085","0.5085","0.5085"
"3943","","","","0.477","0.477","0.477","0.508","0.508","0.508"
"3944","","","","0.481","0.481","0.481","0.508","0.508","0.508"
"3945","","","","0.4835","0.4835","0.4835","0.506","0.506","0.506"
"3946","","","","0.4835","0.4835","0.4835","0.505","0.505","0.505"
"3947","","","","0.4845","0.4845","0.4845","0.5085","0.5085","0.5085"
"3948","","","","0.488","0.488","0.488","0.512","0.512","0.512"
"3949","","","","0.4865","0.4865","0.4865","0.513","0.513","0.513"
"3950","","","","0.207","0.207","0.207","0.2065","0.2065","0.2065"
"3951","","","","0.3315","0.3315","0.3315","0.3655","0.3655","0.3655"
"3952","","","","0.386","0.386","0.386","0.4365","0.4365","0.4365"
"3953","","","","0.417","0.417","0.417","0.4625","0.4625","0.4625"
"3954","","","","0.43","0.43","0.43","0.474","0.474","0.474"
"3955","","","","0.444","0.444","0.444","0.485","0.485","0.485"
"3956","","","","0.4505","0.4505","0.4505","0.4775","0.4775","0.4775"
"3957","","","","0.453","0.453","0.453","0.4845","0.4845","0.4845"
"3958","","","","0.4665","0.4665","0.4665","0.4935","0.4935","0.4935"
"3959","","","","0.458","0.458","0.458","0.4925","0.4925","0.4925"
"3960","","","","0.466","0.466","0.466","0.4885","0.4885","0.4885"
"3961","","","","0.473","0.473","0.473","0.4915","0.4915","0.4915"
"3962","","","","0.4665","0.4665","0.4665","0.49","0.49","0.49"
"3963","","","","0.478","0.478","0.478","0.4915","0.4915","0.4915"
"3964","","","","0.48","0.48","0.48","0.4965","0.4965","0.4965"
"3965","","","","0.477","0.477","0.477","0.502","0.502","0.502"
"3966","","","","0.4825","0.4825","0.4825","0.496","0.496","0.496"
"3967","","","","0.4895","0.4895","0.4895","0.492","0.492","0.492"
"3968","","","","0.4875","0.4875","0.4875","0.492","0.492","0.492"
"3969","","","","0.489","0.489","0.489","0.494","0.494","0.494"
"3970","","","","0.4845","0.4845","0.4845","0.5005","0.5005","0.5005"
"3971","","","","0.489","0.489","0.489","0.4975","0.4975","0.4975"
"3972","","","","0.482","0.482","0.482","0.4955","0.4955","0.4955"
"3973","","","","0.4815","0.4815","0.4815","0.5","0.5","0.5"
"3974","","","","0.4875","0.4875","0.4875","0.4935","0.4935","0.4935"
"3975","","","","0.102","0.102","0.102","0.083","0.083","0.083"
"3976","","","","0.3","0.3","0.3","0.277","0.277","0.277"
"3977","","","","0.3895","0.3895","0.3895","0.397","0.397","0.397"
"3978","","","","0.4235","0.4235","0.4235","0.453","0.453","0.453"
"3979","","","","0.4425","0.4425","0.4425","0.4815","0.4815","0.4815"
"3980","","","","0.451","0.451","0.451","0.487","0.487","0.487"
"3981","","","","0.4565","0.4565","0.4565","0.4885","0.4885","0.4885"
"3982","","","","0.464","0.464","0.464","0.4905","0.4905","0.4905"
"3983","","","","0.4685","0.4685","0.4685","0.488","0.488","0.488"
"3984","","","","0.471","0.471","0.471","0.4895","0.4895","0.4895"
"3985","","","","0.471","0.471","0.471","0.492","0.492","0.492"
"3986","","","","0.475","0.475","0.475","0.495","0.495","0.495"
"3987","","","","0.476","0.476","0.476","0.495","0.495","0.495"
"3988","","","","0.4785","0.4785","0.4785","0.496","0.496","0.496"
"3989","","","","0.482","0.482","0.482","0.497","0.497","0.497"
"3990","","","","0.4845","0.4845","0.4845","0.496","0.496","0.496"
"3991","","","","0.4835","0.4835","0.4835","0.495","0.495","0.495"
"3992","","","","0.4885","0.4885","0.4885","0.4935","0.4935","0.4935"
"3993","","","","0.488","0.488","0.488","0.496","0.496","0.496"
"3994","","","","0.4885","0.4885","0.4885","0.4985","0.4985","0.4985"
"3995","","","","0.488","0.488","0.488","0.4945","0.4945","0.4945"
"3996","","","","0.491","0.491","0.491","0.4935","0.4935","0.4935"
"3997","","","","0.4895","0.4895","0.4895","0.4915","0.4915","0.4915"
"3998","","","","0.488","0.488","0.488","0.4895","0.4895","0.4895"
"3999","","","","0.4865","0.4865","0.4865","0.4905","0.4905","0.4905"
"4000","","","","0.0975","0.0975","0.0975","0.098","0.098","0.098"
"4001","","","","0.2725","0.2725","0.2725","0.285","0.285","0.285"
"4002","","","","0.3535","0.3535","0.3535","0.4065","0.4065","0.4065"
"4003","","","","0.3975","0.3975","0.3975","0.457","0.457","0.457"
"4004","","","","0.422","0.422","0.422","0.489","0.489","0.489"
"4005","","","","0.4355","0.4355","0.4355","0.5","0.5","0.5"
