"Step","IMAGENET1k_ResNet50-pretrained_FedAvg_sgd_lr0.005 - Global/Averaged Test Accuracy","IMAGENET1k_ResNet50-pretrained_FedAvg_sgd_lr0.005 - Global/Averaged Test Accuracy__MIN","IMAGENET1k_ResNet50-pretrained_FedAvg_sgd_lr0.005 - Global/Averaged Test Accuracy__MAX"
"2314","0.963","0.963","0.963"
"2316","0.816","0.816","0.816"
"2318","0.962","0.962","0.962"
"2322","0.97","0.97","0.97"
"2324","0.971","0.971","0.971"
"2331","0.967","0.967","0.967"
"2337","0.971","0.971","0.971"
"2338","0.971","0.971","0.971"
"2340","0.972","0.972","0.972"
"2342","0.973","0.973","0.973"
"2345","0.971","0.971","0.971"
"2350","0.974","0.974","0.974"
"2351","0.973","0.973","0.973"
"2352","0.972","0.972","0.972"
"2353","0.973","0.973","0.973"
"2354","0.974","0.974","0.974"
"2355","0.973","0.973","0.973"
"2363","0.974","0.974","0.974"
"2373","0.96","0.96","0.96"
"2376","0.973","0.973","0.973"
"2378","0.967","0.967","0.967"
"2379","0.973","0.973","0.973"
"2383","0.972","0.972","0.972"
"2386","0.973","0.973","0.973"
"2393","0.975","0.975","0.975"
"2395","0.977","0.977","0.977"
"2397","0.972","0.972","0.972"
"2403","0.975","0.975","0.975"
"2406","0.975","0.975","0.975"
"2411","0.974","0.974","0.974"
"2414","0.98","0.98","0.98"
"2415","0.975","0.975","0.975"
"2418","0.974","0.974","0.974"
"2427","0.975","0.975","0.975"
"2429","0.975","0.975","0.975"
"2431","0.975","0.975","0.975"
"2433","0.974","0.974","0.974"
"2437","0.975","0.975","0.975"
"2441","0.975","0.975","0.975"
"2443","0.974","0.974","0.974"
"2444","0.974","0.974","0.974"
"2445","0.973","0.973","0.973"
"2446","0.974","0.974","0.974"
"2447","0.974","0.974","0.974"
"2453","0.975","0.975","0.975"
"2454","0.976","0.976","0.976"
"2455","0.975","0.975","0.975"
"2461","0.976","0.976","0.976"
"2464","0.975","0.975","0.975"
"2465","0.972","0.972","0.972"
"2466","0.893","0.893","0.893"
"2468","0.789","0.789","0.789"
"2469","0.916","0.916","0.916"
"2470","0.966","0.966","0.966"
"2473","0.967","0.967","0.967"
"2475","0.969","0.969","0.969"
"2480","0.969","0.969","0.969"
"2483","0.972","0.972","0.972"
"2486","0.972","0.972","0.972"
"2487","0.972","0.972","0.972"
"2491","0.973","0.973","0.973"
"2496","0.974","0.974","0.974"
"2497","0.974","0.974","0.974"
"2502","0.975","0.975","0.975"
"2509","0.973","0.973","0.973"
"2510","0.972","0.972","0.972"
"2514","0.974","0.974","0.974"
"2516","0.975","0.975","0.975"
"2518","0.974","0.974","0.974"
"2524","0.974","0.974","0.974"
"2525","0.975","0.975","0.975"
"2538","0.976","0.976","0.976"
"2542","0.975","0.975","0.975"
"2544","0.974","0.974","0.974"
"2547","0.947","0.947","0.947"
"2550","0.971","0.971","0.971"
"2553","0.972","0.972","0.972"
"2555","0.972","0.972","0.972"
"2556","0.973","0.973","0.973"
"2558","0.973","0.973","0.973"
"2559","0.972","0.972","0.972"
"2561","0.971","0.971","0.971"
"2563","0.973","0.973","0.973"
"2568","0.973","0.973","0.973"
"2569","0.974","0.974","0.974"
"2576","0.973","0.973","0.973"
"2577","0.971","0.971","0.971"
"2578","0.973","0.973","0.973"
"2582","0.974","0.974","0.974"
"2589","0.974","0.974","0.974"
"2593","0.975","0.975","0.975"
"2594","0.975","0.975","0.975"
"2596","0.975","0.975","0.975"
"2600","0.975","0.975","0.975"
"2602","0.974","0.974","0.974"
"2605","0.975","0.975","0.975"
"2608","0.976","0.976","0.976"
"2609","0.975","0.975","0.975"
"2614","0.976","0.976","0.976"
"2623","0.976","0.976","0.976"
"2630","0.975","0.975","0.975"
"2634","0.973","0.973","0.973"
"2638","0.977","0.977","0.977"
"2640","0.975","0.975","0.975"
"2643","0.975","0.975","0.975"
"2647","0.976","0.976","0.976"
"2648","0.975","0.975","0.975"
"2649","0.975","0.975","0.975"
"2651","0.976","0.976","0.976"
"2652","0.972","0.972","0.972"
"2655","0.975","0.975","0.975"
"2656","0.974","0.974","0.974"
"2660","0.977","0.977","0.977"
"2661","0.975","0.975","0.975"
"2664","0.975","0.975","0.975"
"2665","0.975","0.975","0.975"
"2668","0.975","0.975","0.975"
"2671","0.966","0.966","0.966"
"2674","0.976","0.976","0.976"
"2678","0.978","0.978","0.978"
"2679","0.976","0.976","0.976"
"2682","0.974","0.974","0.974"
"2683","0.974","0.974","0.974"
"2684","0.976","0.976","0.976"
"2687","0.976","0.976","0.976"
"2692","0.973","0.973","0.973"
"2693","0.974","0.974","0.974"
"2696","0.976","0.976","0.976"
"2700","0.976","0.976","0.976"
"2703","0.974","0.974","0.974"
"2704","0.974","0.974","0.974"
"2705","0.975","0.975","0.975"
"2708","0.975","0.975","0.975"
"2709","0.973","0.973","0.973"
"2713","0.974","0.974","0.974"
"2714","0.976","0.976","0.976"
"2716","0.976","0.976","0.976"
"2717","0.977","0.977","0.977"
"2722","0.975","0.975","0.975"
"2728","0.976","0.976","0.976"
"2734","0.974","0.974","0.974"
"2735","0.975","0.975","0.975"
"2737","0.976","0.976","0.976"
"2738","0.975","0.975","0.975"
"2741","0.975","0.975","0.975"
"2747","0.975","0.975","0.975"
"2752","0.976","0.976","0.976"
"2758","0.898","0.898","0.898"
"2768","0.975","0.975","0.975"
"2770","0.972","0.972","0.972"
"2778","0.973","0.973","0.973"
"2781","0.927","0.927","0.927"
"2782","0.967","0.967","0.967"
"2783","0.966","0.966","0.966"
"2787","0.975","0.975","0.975"
"2790","0.973","0.973","0.973"
"2804","0.971","0.971","0.971"
"2808","0.973","0.973","0.973"
"2809","0.974","0.974","0.974"
"2813","0.974","0.974","0.974"
"2814","0.973","0.973","0.973"
"2816","0.974","0.974","0.974"
"2820","0.974","0.974","0.974"
"2822","0.974","0.974","0.974"
"2825","0.975","0.975","0.975"
"2826","0.974","0.974","0.974"
"2828","0.974","0.974","0.974"
"2830","0.974","0.974","0.974"
"2834","0.973","0.973","0.973"
"2837","0.974","0.974","0.974"
"2838","0.972","0.972","0.972"
"2841","0.972","0.972","0.972"
"2845","0.976","0.976","0.976"
"2846","0.974","0.974","0.974"
"2848","0.974","0.974","0.974"
"2849","0.975","0.975","0.975"
"2855","0.972","0.972","0.972"
"2860","0.976","0.976","0.976"
"2861","0.975","0.975","0.975"
"2870","0.973","0.973","0.973"
"2871","0.976","0.976","0.976"
"2872","0.975","0.975","0.975"
"2883","0.974","0.974","0.974"
"2894","0.976","0.976","0.976"
"2900","0.975","0.975","0.975"
"2906","0.975","0.975","0.975"
"2911","0.975","0.975","0.975"
"2912","0.976","0.976","0.976"
"2916","0.975","0.975","0.975"
"2917","0.974","0.974","0.974"
"2921","0.976","0.976","0.976"
"2928","0.977","0.977","0.977"
"2932","0.975","0.975","0.975"
"2937","0.975","0.975","0.975"
"2939","0.975","0.975","0.975"
"2945","0.976","0.976","0.976"
"2950","0.976","0.976","0.976"
"2956","0.976","0.976","0.976"
"2959","0.975","0.975","0.975"
"2960","0.975","0.975","0.975"
"2964","0.976","0.976","0.976"
"2966","0.974","0.974","0.974"
"2967","0.973","0.973","0.973"
"2969","0.975","0.975","0.975"
"2971","0.975","0.975","0.975"
"2972","0.976","0.976","0.976"
"2977","0.975","0.975","0.975"
"2984","0.974","0.974","0.974"
"2986","0.973","0.973","0.973"
"2996","0.977","0.977","0.977"
"2997","0.977","0.977","0.977"
"2999","0.975","0.975","0.975"
"3002","0.402","0.402","0.402"
"3005","0.486","0.486","0.486"
"3009","0.492","0.492","0.492"
"3010","0.491","0.491","0.491"
"3015","0.494","0.494","0.494"
"3018","0.496","0.496","0.496"
"3022","0.555","0.555","0.555"
"3024","0.579","0.579","0.579"
"3025","0.59","0.59","0.59"
"3027","0.662","0.662","0.662"
"3028","0.68","0.68","0.68"
"3030","0.765","0.765","0.765"
"3041","0.899","0.899","0.899"
"3043","0.928","0.928","0.928"
"3045","0.941","0.941","0.941"
"3046","0.939","0.939","0.939"
"3048","0.932","0.932","0.932"
"3049","0.95","0.95","0.95"
"3050","0.946","0.946","0.946"
"3054","0.957","0.957","0.957"
"3060","0.963","0.963","0.963"
"3064","0.952","0.952","0.952"
"3066","0.814","0.814","0.814"
"3078","0.971","0.971","0.971"
"3081","0.963","0.963","0.963"
"3082","0.98","0.98","0.98"
"3083","0.976","0.976","0.976"
"3084","0.977","0.977","0.977"
"3086","0.972","0.972","0.972"
"3087","0.971","0.971","0.971"
"3090","0.974","0.974","0.974"
"3093","0.983","0.983","0.983"
"3099","0.981","0.981","0.981"
"3102","0.981","0.981","0.981"
"3103","0.981","0.981","0.981"
"3104","0.981","0.981","0.981"
"3106","0.976","0.976","0.976"
"3112","0.981","0.981","0.981"
"3113","0.98","0.98","0.98"
"3114","0.98","0.98","0.98"
"3115","0.981","0.981","0.981"
"3116","0.979","0.979","0.979"
"3119","0.981","0.981","0.981"
"3127","0.923","0.923","0.923"
"3132","0.892","0.892","0.892"
"3133","0.947","0.947","0.947"
"3137","0.981","0.981","0.981"
"3144","0.974","0.974","0.974"
"3153","0.981","0.981","0.981"
"3154","0.982","0.982","0.982"
"3157","0.94","0.94","0.94"
"3160","0.983","0.983","0.983"
"3169","0.983","0.983","0.983"
"3170","0.983","0.983","0.983"
"3172","0.982","0.982","0.982"
"3175","0.982","0.982","0.982"
"3176","0.983","0.983","0.983"
"3177","0.982","0.982","0.982"
"3178","0.981","0.981","0.981"
"3179","0.983","0.983","0.983"
"3187","0.984","0.984","0.984"
"3189","0.982","0.982","0.982"
"3196","0.982","0.982","0.982"
"3204","0.983","0.983","0.983"
"3207","0.981","0.981","0.981"
"3210","0.983","0.983","0.983"
"3211","0.983","0.983","0.983"
"3212","0.982","0.982","0.982"
"3218","0.889","0.889","0.889"
"3223","0.982","0.982","0.982"
"3227","0.98","0.98","0.98"
"3230","0.982","0.982","0.982"
"3232","0.98","0.98","0.98"
"3233","0.982","0.982","0.982"
"3237","0.982","0.982","0.982"
"3240","0.985","0.985","0.985"
"3241","0.983","0.983","0.983"
"3242","0.985","0.985","0.985"
"3245","0.981","0.981","0.981"
"3246","0.982","0.982","0.982"
"3247","0.98","0.98","0.98"
"3248","0.981","0.981","0.981"
"3249","0.981","0.981","0.981"
"3250","0.982","0.982","0.982"
"3251","0.981","0.981","0.981"
"3253","0.982","0.982","0.982"
"3255","0.983","0.983","0.983"
"3256","0.983","0.983","0.983"
"3257","0.982","0.982","0.982"
"3267","0.982","0.982","0.982"
"3271","0.983","0.983","0.983"
"3275","0.983","0.983","0.983"
"3277","0.982","0.982","0.982"
"3280","0.888","0.888","0.888"
"3282","0.961","0.961","0.961"
"3285","0.983","0.983","0.983"
"3288","0.983","0.983","0.983"
"3289","0.984","0.984","0.984"
"3295","0.985","0.985","0.985"
"3297","0.982","0.982","0.982"
"3304","0.984","0.984","0.984"
"3307","0.983","0.983","0.983"
"3312","0.983","0.983","0.983"
"3317","0.985","0.985","0.985"
"3318","0.983","0.983","0.983"
"3320","0.983","0.983","0.983"
"3330","0.982","0.982","0.982"
"3331","0.981","0.981","0.981"
"3332","0.981","0.981","0.981"
"3335","0.983","0.983","0.983"
"3336","0.983","0.983","0.983"
"3337","0.982","0.982","0.982"
"3338","0.985","0.985","0.985"
"3340","0.984","0.984","0.984"
"3342","0.984","0.984","0.984"
"3345","0.983","0.983","0.983"
"3346","0.984","0.984","0.984"
"3348","0.985","0.985","0.985"
"3350","0.984","0.984","0.984"
"3351","0.984","0.984","0.984"
"3353","0.983","0.983","0.983"
"3355","0.985","0.985","0.985"
"3356","0.983","0.983","0.983"
"3358","0.982","0.982","0.982"
"3360","0.985","0.985","0.985"
"3361","0.985","0.985","0.985"
"3364","0.982","0.982","0.982"
"3367","0.981","0.981","0.981"
"3368","0.982","0.982","0.982"
"3370","0.982","0.982","0.982"
"3375","0.984","0.984","0.984"
"3378","0.982","0.982","0.982"
"3379","0.981","0.981","0.981"
"3383","0.982","0.982","0.982"
"3385","0.983","0.983","0.983"
"3386","0.983","0.983","0.983"
"3389","0.983","0.983","0.983"
"3394","0.982","0.982","0.982"
"3395","0.984","0.984","0.984"
"3396","0.986","0.986","0.986"
"3398","0.983","0.983","0.983"
"3400","0.984","0.984","0.984"
"3401","0.987","0.987","0.987"
"3403","0.984","0.984","0.984"
"3405","0.984","0.984","0.984"
"3408","0.982","0.982","0.982"
"3409","0.983","0.983","0.983"
"3411","0.985","0.985","0.985"
"3412","0.983","0.983","0.983"
"3413","0.984","0.984","0.984"
"3420","0.985","0.985","0.985"
"3426","0.983","0.983","0.983"
"3430","0.984","0.984","0.984"
"3432","0.983","0.983","0.983"
"3433","0.982","0.982","0.982"
"3441","0.982","0.982","0.982"
"3442","0.984","0.984","0.984"
"3443","0.984","0.984","0.984"
"3444","0.982","0.982","0.982"
"3449","0.984","0.984","0.984"
"3450","0.982","0.982","0.982"
"3455","0.983","0.983","0.983"
"3458","0.984","0.984","0.984"
"3461","0.983","0.983","0.983"
"3462","0.983","0.983","0.983"
"3463","0.984","0.984","0.984"
"3465","0.983","0.983","0.983"
"3468","0.984","0.984","0.984"
"3469","0.986","0.986","0.986"
"3470","0.984","0.984","0.984"
"3471","0.983","0.983","0.983"
"3477","0.983","0.983","0.983"
"3478","0.982","0.982","0.982"
"3480","0.978","0.978","0.978"
"3483","0.822","0.822","0.822"
"3487","0.911","0.911","0.911"
"3488","0.905","0.905","0.905"
"3489","0.92","0.92","0.92"
"3492","0.932","0.932","0.932"
"3495","0.974","0.974","0.974"
"3503","0.979","0.979","0.979"
"3505","0.979","0.979","0.979"
"3506","0.977","0.977","0.977"
"3510","0.978","0.978","0.978"
"3511","0.98","0.98","0.98"
"3513","0.981","0.981","0.981"
"3514","0.982","0.982","0.982"
"3516","0.983","0.983","0.983"
"3518","0.982","0.982","0.982"
"3519","0.982","0.982","0.982"
"3520","0.982","0.982","0.982"
"3523","0.98","0.98","0.98"
"3524","0.98","0.98","0.98"
"3526","0.982","0.982","0.982"
"3528","0.981","0.981","0.981"
"3532","0.982","0.982","0.982"
"3533","0.982","0.982","0.982"
"3535","0.983","0.983","0.983"
"3536","0.983","0.983","0.983"
"3543","0.985","0.985","0.985"
"3545","0.984","0.984","0.984"
"3546","0.986","0.986","0.986"
"3548","0.982","0.982","0.982"
"3554","0.985","0.985","0.985"
"3556","0.985","0.985","0.985"
"3557","0.984","0.984","0.984"
"3559","0.984","0.984","0.984"
"3567","0.985","0.985","0.985"
"3568","0.984","0.984","0.984"
"3573","0.984","0.984","0.984"
"3574","0.986","0.986","0.986"
"3575","0.985","0.985","0.985"
"3577","0.985","0.985","0.985"
"3579","0.982","0.982","0.982"
"3581","0.984","0.984","0.984"
"3588","0.985","0.985","0.985"
"3590","0.983","0.983","0.983"
"3592","0.985","0.985","0.985"
"3593","0.986","0.986","0.986"
"3595","0.985","0.985","0.985"
"3598","0.985","0.985","0.985"
"3599","0.985","0.985","0.985"
"3600","0.985","0.985","0.985"
"3604","0.985","0.985","0.985"
"3611","0.984","0.984","0.984"
"3612","0.985","0.985","0.985"
"3613","0.984","0.984","0.984"
"3614","0.984","0.984","0.984"
"3615","0.985","0.985","0.985"
"3619","0.985","0.985","0.985"
"3620","0.985","0.985","0.985"
"3621","0.986","0.986","0.986"
"3626","0.985","0.985","0.985"
"3634","0.984","0.984","0.984"
"3637","0.985","0.985","0.985"
"3638","0.985","0.985","0.985"
"3643","0.984","0.984","0.984"
"3644","0.985","0.985","0.985"
"3645","0.986","0.986","0.986"
"3647","0.985","0.985","0.985"
"3648","0.984","0.984","0.984"
"3649","0.984","0.984","0.984"
"3654","0.878","0.878","0.878"
"3655","0.895","0.895","0.895"
"3656","0.935","0.935","0.935"
"3658","0.976","0.976","0.976"
"3659","0.973","0.973","0.973"
"3660","0.978","0.978","0.978"
"3661","0.978","0.978","0.978"
"3664","0.978","0.978","0.978"
"3667","0.98","0.98","0.98"
"3673","0.982","0.982","0.982"
"3675","0.984","0.984","0.984"
"3677","0.983","0.983","0.983"
"3680","0.982","0.982","0.982"
"3681","0.984","0.984","0.984"
"3682","0.983","0.983","0.983"
"3684","0.983","0.983","0.983"
"3686","0.982","0.982","0.982"
"3688","0.982","0.982","0.982"
"3695","0.983","0.983","0.983"
"3696","0.984","0.984","0.984"
"3697","0.983","0.983","0.983"
"3698","0.983","0.983","0.983"
"3702","0.982","0.982","0.982"
"3704","0.984","0.984","0.984"
"3710","0.984","0.984","0.984"
"3711","0.983","0.983","0.983"
"3712","0.983","0.983","0.983"
"3714","0.982","0.982","0.982"
"3717","0.984","0.984","0.984"
"3724","0.983","0.983","0.983"
"3725","0.983","0.983","0.983"
"3727","0.984","0.984","0.984"
"3729","0.982","0.982","0.982"
"3736","0.986","0.986","0.986"
"3738","0.983","0.983","0.983"
"3740","0.984","0.984","0.984"
"3742","0.98","0.98","0.98"
"3746","0.983","0.983","0.983"
"3750","0.982","0.982","0.982"
"3752","0.985","0.985","0.985"
"3754","0.986","0.986","0.986"
"3756","0.984","0.984","0.984"
"3758","0.985","0.985","0.985"
"3762","0.985","0.985","0.985"
"3765","0.984","0.984","0.984"
"3767","0.985","0.985","0.985"
"3772","0.985","0.985","0.985"
"3774","0.983","0.983","0.983"
"3776","0.984","0.984","0.984"
"3780","0.984","0.984","0.984"
"3786","0.985","0.985","0.985"
"3787","0.985","0.985","0.985"
"3790","0.985","0.985","0.985"
"3794","0.986","0.986","0.986"
"3796","0.986","0.986","0.986"
"3800","0.986","0.986","0.986"
"3804","0.987","0.987","0.987"
"3805","0.986","0.986","0.986"
"3807","0.987","0.987","0.987"
"3811","0.986","0.986","0.986"
"3812","0.985","0.985","0.985"
"3816","0.986","0.986","0.986"
"3818","0.986","0.986","0.986"
"3822","0.986","0.986","0.986"
"3827","0.985","0.985","0.985"
"3831","0.984","0.984","0.984"
"3832","0.985","0.985","0.985"
"3834","0.985","0.985","0.985"
"3836","0.985","0.985","0.985"
"3840","0.985","0.985","0.985"
"3842","0.985","0.985","0.985"
"3849","0.985","0.985","0.985"
"3851","0.985","0.985","0.985"
"3864","0.985","0.985","0.985"
"3865","0.985","0.985","0.985"
"3866","0.986","0.986","0.986"
"3868","0.985","0.985","0.985"
"3872","0.985","0.985","0.985"
"3874","0.984","0.984","0.984"
"3878","0.985","0.985","0.985"
"3879","0.985","0.985","0.985"
"3880","0.986","0.986","0.986"
"3881","0.986","0.986","0.986"
"3884","0.985","0.985","0.985"
"3888","0.985","0.985","0.985"
"3894","0.985","0.985","0.985"
"3898","0.985","0.985","0.985"
"3903","0.985","0.985","0.985"
"3906","0.985","0.985","0.985"
"3908","0.985","0.985","0.985"
"3910","0.986","0.986","0.986"
"3912","0.984","0.984","0.984"
"3913","0.983","0.983","0.983"
"3914","0.985","0.985","0.985"
"3916","0.984","0.984","0.984"
"3917","0.984","0.984","0.984"
"3922","0.985","0.985","0.985"
"3925","0.984","0.984","0.984"
"3927","0.984","0.984","0.984"
"3930","0.985","0.985","0.985"
"3934","0.986","0.986","0.986"
"3935","0.984","0.984","0.984"
"3940","0.984","0.984","0.984"
"3943","0.984","0.984","0.984"
"3944","0.984","0.984","0.984"
"3947","0.985","0.985","0.985"
"3949","0.984","0.984","0.984"
"3950","0.984","0.984","0.984"
"3952","0.986","0.986","0.986"
"3953","0.984","0.984","0.984"
"3954","0.984","0.984","0.984"
"3967","0.986","0.986","0.986"
"3968","0.986","0.986","0.986"
"3976","0.986","0.986","0.986"
"3977","0.985","0.985","0.985"
"3978","0.986","0.986","0.986"
"3991","0.986","0.986","0.986"
"3996","0.985","0.985","0.985"
"3997","0.986","0.986","0.986"
"4003","0.469","0.469","0.469"
"4004","0.481","0.481","0.481"
"4005","0.488","0.488","0.488"
"4010","0.489","0.489","0.489"
"4011","0.49","0.49","0.49"
"4012","0.494","0.494","0.494"
"4018","0.521","0.521","0.521"
"4019","0.501","0.501","0.501"
"4023","0.531","0.531","0.531"
"4024","0.562","0.562","0.562"
"4025","0.539","0.539","0.539"
"4029","0.594","0.594","0.594"
"4033","0.646","0.646","0.646"
"4037","0.723","0.723","0.723"
"4038","0.753","0.753","0.753"
"4043","0.805","0.805","0.805"
"4045","0.826","0.826","0.826"
"4050","0.734","0.734","0.734"
"4053","0.847","0.847","0.847"
"4054","0.843","0.843","0.843"
"4057","0.875","0.875","0.875"
"4059","0.855","0.855","0.855"
"4062","0.903","0.903","0.903"
"4066","0.962","0.962","0.962"
"4068","0.933","0.933","0.933"
"4075","0.979","0.979","0.979"
"4076","0.977","0.977","0.977"
"4077","0.95","0.95","0.95"
"4078","0.965","0.965","0.965"
"4080","0.98","0.98","0.98"
"4082","0.975","0.975","0.975"
"4083","0.967","0.967","0.967"
"4093","0.984","0.984","0.984"
"4094","0.986","0.986","0.986"
"4095","0.984","0.984","0.984"
"4096","0.983","0.983","0.983"
"4100","0.984","0.984","0.984"
"4104","0.869","0.869","0.869"
"4105","0.71","0.71","0.71"
"4108","0.907","0.907","0.907"
"4109","0.982","0.982","0.982"
"4110","0.978","0.978","0.978"
"4111","0.983","0.983","0.983"
"4112","0.984","0.984","0.984"
"4113","0.982","0.982","0.982"
"4116","0.985","0.985","0.985"
"4119","0.982","0.982","0.982"
"4123","0.983","0.983","0.983"
"4125","0.983","0.983","0.983"
"4126","0.984","0.984","0.984"
"4129","0.986","0.986","0.986"
"4130","0.986","0.986","0.986"
"4131","0.985","0.985","0.985"
"4134","0.985","0.985","0.985"
"4142","0.986","0.986","0.986"
"4143","0.985","0.985","0.985"
"4146","0.985","0.985","0.985"
"4148","0.984","0.984","0.984"
"4154","0.985","0.985","0.985"
"4156","0.983","0.983","0.983"
"4159","0.985","0.985","0.985"
"4160","0.985","0.985","0.985"
"4161","0.986","0.986","0.986"
"4163","0.987","0.987","0.987"
"4164","0.985","0.985","0.985"
"4174","0.985","0.985","0.985"
"4176","0.986","0.986","0.986"
"4179","0.984","0.984","0.984"
"4187","0.985","0.985","0.985"
"4188","0.985","0.985","0.985"
"4198","0.986","0.986","0.986"
"4210","0.985","0.985","0.985"
"4214","0.985","0.985","0.985"
"4219","0.986","0.986","0.986"
"4221","0.986","0.986","0.986"
"4222","0.986","0.986","0.986"
"4223","0.986","0.986","0.986"
"4224","0.983","0.983","0.983"
"4225","0.986","0.986","0.986"
"4233","0.982","0.982","0.982"
"4235","0.634","0.634","0.634"
"4245","0.948","0.948","0.948"
"4247","0.967","0.967","0.967"
"4249","0.984","0.984","0.984"
"4252","0.93","0.93","0.93"
"4253","0.887","0.887","0.887"
"4257","0.979","0.979","0.979"
"4259","0.983","0.983","0.983"
"4260","0.985","0.985","0.985"
"4262","0.982","0.982","0.982"
"4263","0.985","0.985","0.985"
"4266","0.985","0.985","0.985"
"4271","0.985","0.985","0.985"
"4272","0.987","0.987","0.987"
"4273","0.986","0.986","0.986"
"4274","0.986","0.986","0.986"
"4275","0.986","0.986","0.986"
"4277","0.984","0.984","0.984"
"4279","0.986","0.986","0.986"
"4285","0.985","0.985","0.985"
"4286","0.985","0.985","0.985"
